geo_value,time_value,percent_covid_visits
co,2020-04-16,0.311827
ct,2020-04-16,1.483266
dc,2020-04-16,0.939029
de,2020-04-16,0.873918
fl,2020-04-16,0.14733
ga,2020-04-16,0.279453
hi,2020-04-16,0.015142
ia,2020-04-16,0.092154
id,2020-04-16,0.045313
il,2020-04-16,0.421682
in,2020-04-16,0.218602
ks,2020-04-16,0.083055
ky,2020-04-16,0.07264
la,2020-04-16,0.537147
ma,2020-04-16,0.679057
md,2020-04-16,0.448399
me,2020-04-16,0.188489
mi,2020-04-16,0.434602
mn,2020-04-16,0.145419
mo,2020-04-16,0.255559
ms,2020-04-16,0.268749
mt,2020-04-16,0.022629
nc,2020-04-16,0.093614
nd,2020-04-16,0.056656
ne,2020-04-16,0.100877
nh,2020-04-16,0.07769
nj,2020-04-16,1.675959
nm,2020-04-16,0.064222
nv,2020-04-16,0.126939
ny,2020-04-16,1.415959
oh,2020-04-16,0.160287
ok,2020-04-16,0.116421
or,2020-04-16,0.052496
pa,2020-04-16,0.238299
pr,2020-04-16,0.054477
ri,2020-04-16,0.35441
sc,2020-04-16,0.051394
sd,2020-04-16,0.179328
tn,2020-04-16,0.111904
tx,2020-04-16,0.215511
ut,2020-04-16,0.061069
va,2020-04-16,0.220849
vt,2020-04-16,0.166812
wa,2020-04-16,0.156753
wi,2020-04-16,0.145081
wv,2020-04-16,0.043409
wy,2020-04-16,0.115571
ak,2020-04-17,0.109853
al,2020-04-17,0.130638
ar,2020-04-17,0.053556
az,2020-04-17,0.086558
ca,2020-04-17,0.131428
co,2020-04-17,0.296086
ct,2020-04-17,1.475103
dc,2020-04-17,0.967664
de,2020-04-17,0.855214
fl,2020-04-17,0.132857
ga,2020-04-17,0.263651
hi,2020-04-17,0.021521
ia,2020-04-17,0.11162
id,2020-04-17,0.038312
il,2020-04-17,0.433011
in,2020-04-17,0.240165
ks,2020-04-17,0.075813
ky,2020-04-17,0.072797
la,2020-04-17,0.528365
ma,2020-04-17,0.654923
md,2020-04-17,0.432977
me,2020-04-17,0.222825
mi,2020-04-17,0.423719
mn,2020-04-17,0.134316
mo,2020-04-17,0.274434
ms,2020-04-17,0.248568
mt,2020-04-17,0.022011
nc,2020-04-17,0.102599
nd,2020-04-17,0.060886
ne,2020-04-17,0.105963
nh,2020-04-17,0.062487
nj,2020-04-17,1.651873
nm,2020-04-17,0.051377
nv,2020-04-17,0.137892
ny,2020-04-17,1.353154
oh,2020-04-17,0.161363
ok,2020-04-17,0.113115
or,2020-04-17,0.054492
pa,2020-04-17,0.246159
pr,2020-04-17,0.058143
ri,2020-04-17,0.324896
sc,2020-04-17,0.05418
sd,2020-04-17,0.173914
tn,2020-04-17,0.112523
tx,2020-04-17,0.210977
ut,2020-04-17,0.050166
va,2020-04-17,0.227963
vt,2020-04-17,0.14525
wa,2020-04-17,0.144069
wi,2020-04-17,0.15617
wv,2020-04-17,0.048939
wy,2020-04-17,0.107112
ak,2020-04-18,0.105831
al,2020-04-18,0.143161
ar,2020-04-18,0.060689
az,2020-04-18,0.088978
ca,2020-04-18,0.128672
co,2020-04-18,0.299922
ct,2020-04-18,1.530283
dc,2020-04-18,0.999958
de,2020-04-18,0.881416
fl,2020-04-18,0.135836
ga,2020-04-18,0.286086
hi,2020-04-18,0.058006
ia,2020-04-18,0.122411
id,2020-04-18,0.051714
il,2020-04-18,0.433571
in,2020-04-18,0.247754
ks,2020-04-18,0.095671
ky,2020-04-18,0.07516
la,2020-04-18,0.524387
ma,2020-04-18,0.67958
md,2020-04-18,0.478923
me,2020-04-18,0.221406
mi,2020-04-18,0.429584
mn,2020-04-18,0.152292
mo,2020-04-18,0.292011
ms,2020-04-18,0.245675
mt,2020-04-18,0.01696
nc,2020-04-18,0.108575
nd,2020-04-18,0.067394
ne,2020-04-18,0.116098
nh,2020-04-18,0.070655
nj,2020-04-18,1.643466
nm,2020-04-18,0.072676
nv,2020-04-18,0.136158
ny,2020-04-18,1.316359
oh,2020-04-18,0.167633
ok,2020-04-18,0.111339
or,2020-04-18,0.051633
pa,2020-04-18,0.252272
pr,2020-04-18,0.066359
ri,2020-04-18,0.349188
sc,2020-04-18,0.062016
sd,2020-04-18,0.238657
tn,2020-04-18,0.115111
tx,2020-04-18,0.205838
ut,2020-04-18,0.042805
va,2020-04-18,0.228224
vt,2020-04-18,0.16956
wa,2020-04-18,0.142472
wi,2020-04-18,0.167033
wv,2020-04-18,0.059974
wy,2020-04-18,0.086763
ak,2020-04-19,0.107046
al,2020-04-19,0.149339
ar,2020-04-19,0.060553
az,2020-04-19,0.094589
ca,2020-04-19,0.131405
co,2020-04-19,0.320714
ct,2020-04-19,1.62317
dc,2020-04-19,1.03265
de,2020-04-19,0.871904
fl,2020-04-19,0.140746
ga,2020-04-19,0.289185
hi,2020-04-19,0.061194
ia,2020-04-19,0.146835
id,2020-04-19,0.053319
il,2020-04-19,0.474276
in,2020-04-19,0.25993
ks,2020-04-19,0.109571
ky,2020-04-19,0.078912
la,2020-04-19,0.50528
ma,2020-04-19,0.724004
md,2020-04-19,0.540207
me,2020-04-19,0.223845
mi,2020-04-19,0.479542
mn,2020-04-19,0.178259
mo,2020-04-19,0.315984
ms,2020-04-19,0.262243
mt,2020-04-19,0.016287
nc,2020-04-19,0.112832
nd,2020-04-19,0.078866
ne,2020-04-19,0.12525
nh,2020-04-19,0.07544
nj,2020-04-19,1.679114
nm,2020-04-19,0.074186
nv,2020-04-19,0.147396
ny,2020-04-19,1.300157
oh,2020-04-19,0.187538
ok,2020-04-19,0.14739
or,2020-04-19,0.052293
pa,2020-04-19,0.256191
pr,2020-04-19,0.067578
ri,2020-04-19,0.390831
sc,2020-04-19,0.060073
sd,2020-04-19,0.296836
tn,2020-04-19,0.122795
tx,2020-04-19,0.208536
ut,2020-04-19,0.04456
va,2020-04-19,0.229675
vt,2020-04-19,0.184159
wa,2020-04-19,0.156635
wi,2020-04-19,0.168714
wv,2020-04-19,0.065576
wy,2020-04-19,0.063828
ak,2020-04-20,0.098967
al,2020-04-20,0.153977
ar,2020-04-20,0.076809
az,2020-04-20,0.097015
ca,2020-04-20,0.149642
co,2020-04-20,0.324665
ct,2020-04-20,1.784497
dc,2020-04-20,1.117366
de,2020-04-20,0.918565
fl,2020-04-20,0.149243
ga,2020-04-20,0.314791
hi,2020-04-20,0.064192
ia,2020-04-20,0.177505
id,2020-04-20,0.057386
il,2020-04-20,0.545381
in,2020-04-20,0.304569
ks,2020-04-20,0.125246
ky,2020-04-20,0.091878
la,2020-04-20,0.49484
ma,2020-04-20,0.786275
md,2020-04-20,0.633567
me,2020-04-20,0.228699
mi,2020-04-20,0.52455
mn,2020-04-20,0.196651
mo,2020-04-20,0.325743
ms,2020-04-20,0.314345
mt,2020-04-20,0.026127
nc,2020-04-20,0.126984
nd,2020-04-20,0.101461
ne,2020-04-20,0.140644
nh,2020-04-20,0.085754
nj,2020-04-20,1.754481
nm,2020-04-20,0.079916
nv,2020-04-20,0.169327
ny,2020-04-20,1.358784
oh,2020-04-20,0.209621
ok,2020-04-20,0.171005
or,2020-04-20,0.066113
pa,2020-04-20,0.254836
pr,2020-04-20,0.070301
ri,2020-04-20,0.388973
sc,2020-04-20,0.063222
sd,2020-04-20,0.321316
tn,2020-04-20,0.128947
tx,2020-04-20,0.219195
ut,2020-04-20,0.061611
va,2020-04-20,0.247825
vt,2020-04-20,0.181727
wa,2020-04-20,0.164522
wi,2020-04-20,0.176398
wv,2020-04-20,0.086651
wy,2020-04-20,0.072068
ak,2020-04-21,0.071406
al,2020-04-21,0.141339
ar,2020-04-21,0.070663
az,2020-04-21,0.131121
ca,2020-04-21,0.155935
co,2020-04-21,0.351782
ct,2020-04-21,1.590024
dc,2020-04-21,1.208794
de,2020-04-21,0.923301
fl,2020-04-21,0.138436
ga,2020-04-21,0.297994
hi,2020-04-21,0.053981
ia,2020-04-21,0.186351
id,2020-04-21,0.045007
il,2020-04-21,0.530479
in,2020-04-21,0.299298
ks,2020-04-21,0.148376
ky,2020-04-21,0.081186
la,2020-04-21,0.447425
ma,2020-04-21,0.800823
md,2020-04-21,0.647226
me,2020-04-21,0.18682
mi,2020-04-21,0.498049
mn,2020-04-21,0.232258
mo,2020-04-21,0.268219
ms,2020-04-21,0.357329
mt,2020-04-21,0.026645
nc,2020-04-21,0.135024
nd,2020-04-21,0.104169
ne,2020-04-21,0.190832
nh,2020-04-21,0.115945
nj,2020-04-21,1.690041
nm,2020-04-21,0.108712
nv,2020-04-21,0.167106
ny,2020-04-21,1.378726
oh,2020-04-21,0.191457
ok,2020-04-21,0.150174
or,2020-04-21,0.06276
pa,2020-04-21,0.2599
pr,2020-04-21,0.066691
ri,2020-04-21,0.40161
sc,2020-04-21,0.064071
sd,2020-04-21,0.356989
tn,2020-04-21,0.131084
tx,2020-04-21,0.221088
ut,2020-04-21,0.058215
va,2020-04-21,0.253647
vt,2020-04-21,0.150969
wa,2020-04-21,0.157183
wi,2020-04-21,0.14644
wv,2020-04-21,0.096638
wy,2020-04-21,0.079844
ak,2020-04-22,0.052278
al,2020-04-22,0.134934
ar,2020-04-22,0.071734
az,2020-04-22,0.122698
ca,2020-04-22,0.159093
co,2020-04-22,0.324663
ct,2020-04-22,1.527471
dc,2020-04-22,1.139561
de,2020-04-22,0.922453
fl,2020-04-22,0.131666
ga,2020-04-22,0.31013
hi,2020-04-22,0.046975
ia,2020-04-22,0.198111
id,2020-04-22,0.033505
il,2020-04-22,0.522039
in,2020-04-22,0.301878
ks,2020-04-22,0.16557
ky,2020-04-22,0.095733
la,2020-04-22,0.401446
ma,2020-04-22,0.749055
md,2020-04-22,0.637198
me,2020-04-22,0.143073
mi,2020-04-22,0.466214
mn,2020-04-22,0.283725
mo,2020-04-22,0.240589
ms,2020-04-22,0.331802
mt,2020-04-22,0.027932
nc,2020-04-22,0.137203
nd,2020-04-22,0.098211
ne,2020-04-22,0.20503
nh,2020-04-22,0.102197
nj,2020-04-22,1.660587
nm,2020-04-22,0.117777
nv,2020-04-22,0.162006
ny,2020-04-22,1.363159
oh,2020-04-22,0.182506
ok,2020-04-22,0.139888
or,2020-04-22,0.056684
pa,2020-04-22,0.262751
pr,2020-04-22,0.089778
ri,2020-04-22,0.411007
sc,2020-04-22,0.062101
sd,2020-04-22,0.350704
tn,2020-04-22,0.127162
tx,2020-04-22,0.221443
ut,2020-04-22,0.065712
va,2020-04-22,0.260291
vt,2020-04-22,0.114418
wa,2020-04-22,0.142848
wi,2020-04-22,0.132664
wv,2020-04-22,0.08463
wy,2020-04-22,0.061185
ak,2020-04-23,0.038422
al,2020-04-23,0.149821
ar,2020-04-23,0.056243
az,2020-04-23,0.11983
ca,2020-04-23,0.157507
co,2020-04-23,0.30038
ct,2020-04-23,1.551434
dc,2020-04-23,1.118212
de,2020-04-23,1.287018
fl,2020-04-23,0.124182
ga,2020-04-23,0.285475
hi,2020-04-23,0.04068
ia,2020-04-23,0.188321
id,2020-04-23,0.039536
il,2020-04-23,0.52194
in,2020-04-23,0.278155
ks,2020-04-23,0.157695
ky,2020-04-23,0.087375
la,2020-04-23,0.376679
ma,2020-04-23,0.721171
md,2020-04-23,0.615525
me,2020-04-23,0.132097
mi,2020-04-23,0.439086
mn,2020-04-23,0.272709
mo,2020-04-23,0.230947
ms,2020-04-23,0.292211
mt,2020-04-23,0.02203
nc,2020-04-23,0.133112
nd,2020-04-23,0.101008
ne,2020-04-23,0.210501
nh,2020-04-23,0.078092
nj,2020-04-23,1.600798
nm,2020-04-23,0.134827
nv,2020-04-23,0.162454
ny,2020-04-23,1.345149
oh,2020-04-23,0.176138
ok,2020-04-23,0.126925
or,2020-04-23,0.056963
pa,2020-04-23,0.266555
pr,2020-04-23,0.082452
ri,2020-04-23,0.422089
sc,2020-04-23,0.056139
sd,2020-04-23,0.358638
tn,2020-04-23,0.138529
tx,2020-04-23,0.214958
ut,2020-04-23,0.063023
va,2020-04-23,0.283106
vt,2020-04-23,0.095169
wa,2020-04-23,0.145747
wi,2020-04-23,0.137752
wv,2020-04-23,0.066852
wy,2020-04-23,0.045797
ak,2020-04-24,0.029045
al,2020-04-24,0.130955
ar,2020-04-24,0.075722
az,2020-04-24,0.11187
ca,2020-04-24,0.157221
co,2020-04-24,0.304357
ct,2020-04-24,1.501102
dc,2020-04-24,1.056123
de,2020-04-24,1.407993
fl,2020-04-24,0.122139
ga,2020-04-24,0.274977
hi,2020-04-24,0.040808
ia,2020-04-24,0.186393
id,2020-04-24,0.038397
il,2020-04-24,0.543876
in,2020-04-24,0.264589
ks,2020-04-24,0.172904
ky,2020-04-24,0.081292
la,2020-04-24,0.356178
ma,2020-04-24,0.691436
md,2020-04-24,0.612337
me,2020-04-24,0.11312
mi,2020-04-24,0.434492
mn,2020-04-24,0.278276
mo,2020-04-24,0.232585
ms,2020-04-24,0.270695
mt,2020-04-24,0.017801
nc,2020-04-24,0.129244
nd,2020-04-24,0.085955
ne,2020-04-24,0.238486
nh,2020-04-24,0.085802
nj,2020-04-24,1.572783
nm,2020-04-24,0.141669
nv,2020-04-24,0.168561
ny,2020-04-24,1.333858
oh,2020-04-24,0.181575
ok,2020-04-24,0.149075
or,2020-04-24,0.056447
pa,2020-04-24,0.269831
pr,2020-04-24,0.088841
ri,2020-04-24,0.435657
sc,2020-04-24,0.05472
sd,2020-04-24,0.324836
tn,2020-04-24,0.170743
tx,2020-04-24,0.214622
ut,2020-04-24,0.055121
va,2020-04-24,0.28496
vt,2020-04-24,0.073241
wa,2020-04-24,0.14441
wi,2020-04-24,0.143261
wv,2020-04-24,0.055598
wy,2020-04-24,0.035576
ak,2020-04-25,0.037125
al,2020-04-25,0.12734
ar,2020-04-25,0.083745
az,2020-04-25,0.124517
ca,2020-04-25,0.162357
co,2020-04-25,0.304841
ct,2020-04-25,1.508095
dc,2020-04-25,1.000868
de,2020-04-25,1.325251
fl,2020-04-25,0.126238
ga,2020-04-25,0.262627
hi,2020-04-25,0.040981
ia,2020-04-25,0.194989
id,2020-04-25,0.035924
il,2020-04-25,0.539646
in,2020-04-25,0.272733
ks,2020-04-25,0.19588
ky,2020-04-25,0.078804
la,2020-04-25,0.349137
ma,2020-04-25,0.713994
md,2020-04-25,0.642219
me,2020-04-25,0.100345
mi,2020-04-25,0.431688
mn,2020-04-25,0.308299
mo,2020-04-25,0.263132
ms,2020-04-25,0.286946
mt,2020-04-25,0.015558
nc,2020-04-25,0.139796
nd,2020-04-25,0.084401
ne,2020-04-25,0.324084
nh,2020-04-25,0.099063
nj,2020-04-25,1.580411
nm,2020-04-25,0.148778
nv,2020-04-25,0.165685
ny,2020-04-25,1.32659
oh,2020-04-25,0.18486
ok,2020-04-25,0.138146
or,2020-04-25,0.061489
pa,2020-04-25,0.282828
pr,2020-04-25,0.104452
ri,2020-04-25,0.431047
sc,2020-04-25,0.05784
sd,2020-04-25,0.31022
tn,2020-04-25,0.170886
tx,2020-04-25,0.221322
ut,2020-04-25,0.047613
va,2020-04-25,0.308303
vt,2020-04-25,0.068709
wa,2020-04-25,0.135403
wi,2020-04-25,0.158215
wv,2020-04-25,0.050515
wy,2020-04-25,0.041824
ak,2020-04-26,0.038418
al,2020-04-26,0.133176
ar,2020-04-26,0.115343
az,2020-04-26,0.127456
ca,2020-04-26,0.16749
co,2020-04-26,0.323339
ct,2020-04-26,1.619804
dc,2020-04-26,1.066665
de,2020-04-26,1.35808
fl,2020-04-26,0.128737
ga,2020-04-26,0.264088
hi,2020-04-26,0.047659
ia,2020-04-26,0.199453
id,2020-04-26,0.041552
il,2020-04-26,0.573936
in,2020-04-26,0.275668
ks,2020-04-26,0.193064
ky,2020-04-26,0.080273
la,2020-04-26,0.361547
ma,2020-04-26,0.738739
md,2020-04-26,0.700426
me,2020-04-26,0.088884
mi,2020-04-26,0.447223
mn,2020-04-26,0.364944
mo,2020-04-26,0.271484
ms,2020-04-26,0.284179
mt,2020-04-26,0.016947
nc,2020-04-26,0.150023
nd,2020-04-26,0.095932
ne,2020-04-26,0.396001
nh,2020-04-26,0.100244
nj,2020-04-26,1.610341
nm,2020-04-26,0.157286
nv,2020-04-26,0.171618
ny,2020-04-26,1.296841
oh,2020-04-26,0.203223
ok,2020-04-26,0.147521
or,2020-04-26,0.066501
pa,2020-04-26,0.27843
pr,2020-04-26,0.108692
ri,2020-04-26,0.428751
sc,2020-04-26,0.054731
sd,2020-04-26,0.374698
tn,2020-04-26,0.211719
tx,2020-04-26,0.229234
ut,2020-04-26,0.053323
va,2020-04-26,0.315656
vt,2020-04-26,0.064113
wa,2020-04-26,0.145401
wi,2020-04-26,0.170656
wv,2020-04-26,0.050179
wy,2020-04-26,0.045735
ak,2020-04-27,0.037972
al,2020-04-27,0.141509
ar,2020-04-27,0.139844
az,2020-04-27,0.132585
ca,2020-04-27,0.190358
co,2020-04-27,0.346556
ct,2020-04-27,1.755046
dc,2020-04-27,1.145307
de,2020-04-27,1.389985
fl,2020-04-27,0.133727
ga,2020-04-27,0.274295
hi,2020-04-27,0.047563
ia,2020-04-27,0.214084
id,2020-04-27,0.045905
il,2020-04-27,0.649705
in,2020-04-27,0.295167
ks,2020-04-27,0.217962
ky,2020-04-27,0.092073
la,2020-04-27,0.343416
ma,2020-04-27,0.794105
md,2020-04-27,0.791048
me,2020-04-27,0.093553
mi,2020-04-27,0.50635
mn,2020-04-27,0.428356
mo,2020-04-27,0.2698
ms,2020-04-27,0.319407
mt,2020-04-27,0.018581
nc,2020-04-27,0.157831
nd,2020-04-27,0.143704
ne,2020-04-27,0.465285
nh,2020-04-27,0.112222
nj,2020-04-27,1.702827
nm,2020-04-27,0.177304
nv,2020-04-27,0.178711
ny,2020-04-27,1.386951
oh,2020-04-27,0.226385
ok,2020-04-27,0.166563
or,2020-04-27,0.081285
pa,2020-04-27,0.27467
pr,2020-04-27,0.111828
ri,2020-04-27,0.429727
sc,2020-04-27,0.058223
sd,2020-04-27,0.461044
tn,2020-04-27,0.215
tx,2020-04-27,0.240226
ut,2020-04-27,0.058639
va,2020-04-27,0.341858
vt,2020-04-27,0.077467
wa,2020-04-27,0.153532
wi,2020-04-27,0.183454
wv,2020-04-27,0.055892
wy,2020-04-27,0.060432
ak,2020-04-28,0.033018
al,2020-04-28,0.123357
ar,2020-04-28,0.135429
az,2020-04-28,0.127748
ca,2020-04-28,0.17777
co,2020-04-28,0.34926
ct,2020-04-28,1.612002
dc,2020-04-28,1.138388
de,2020-04-28,1.246624
fl,2020-04-28,0.132917
ga,2020-04-28,0.252816
hi,2020-04-28,0.039754
ia,2020-04-28,0.197403
id,2020-04-28,0.033128
il,2020-04-28,0.628662
in,2020-04-28,0.283907
ks,2020-04-28,0.253017
ky,2020-04-28,0.097929
la,2020-04-28,0.319653
ma,2020-04-28,0.752312
md,2020-04-28,0.757629
me,2020-04-28,0.108447
mi,2020-04-28,0.466051
mn,2020-04-28,0.519775
mo,2020-04-28,0.224284
ms,2020-04-28,0.2899
mt,2020-04-28,0.014769
nc,2020-04-28,0.164165
nd,2020-04-28,0.159067
ne,2020-04-28,0.61164
nh,2020-04-28,0.083072
nj,2020-04-28,1.67795
nm,2020-04-28,0.220312
nv,2020-04-28,0.193347
ny,2020-04-28,1.399772
oh,2020-04-28,0.210641
ok,2020-04-28,0.168337
or,2020-04-28,0.073859
pa,2020-04-28,0.273114
pr,2020-04-28,0.124271
ri,2020-04-28,0.401314
sc,2020-04-28,0.063659
sd,2020-04-28,0.414083
tn,2020-04-28,0.199476
tx,2020-04-28,0.238744
ut,2020-04-28,0.050981
va,2020-04-28,0.354517
vt,2020-04-28,0.070641
wa,2020-04-28,0.175157
wi,2020-04-28,0.174195
wv,2020-04-28,0.049283
wy,2020-04-28,0.062645
ak,2020-04-29,0.03102
al,2020-04-29,0.107208
ar,2020-04-29,0.135653
az,2020-04-29,0.124542
ca,2020-04-29,0.168076
co,2020-04-29,0.338762
ct,2020-04-29,1.470778
dc,2020-04-29,1.03381
de,2020-04-29,1.077962
fl,2020-04-29,0.132599
ga,2020-04-29,0.248503
hi,2020-04-29,0.034629
ia,2020-04-29,0.195029
id,2020-04-29,0.029089
il,2020-04-29,0.636028
in,2020-04-29,0.28323
ks,2020-04-29,0.256322
ky,2020-04-29,0.109085
la,2020-04-29,0.295984
ma,2020-04-29,0.718975
md,2020-04-29,0.703767
me,2020-04-29,0.072271
mi,2020-04-29,0.423172
mn,2020-04-29,0.49028
mo,2020-04-29,0.202497
ms,2020-04-29,0.259539
mt,2020-04-29,0.024997
nc,2020-04-29,0.173955
nd,2020-04-29,0.137595
ne,2020-04-29,0.754445
nh,2020-04-29,0.073602
nj,2020-04-29,1.707364
nm,2020-04-29,0.252904
nv,2020-04-29,0.17982
ny,2020-04-29,1.366335
oh,2020-04-29,0.194069
ok,2020-04-29,0.145388
or,2020-04-29,0.062387
pa,2020-04-29,0.281308
pr,2020-04-29,0.112716
ri,2020-04-29,0.371175
sc,2020-04-29,0.059035
sd,2020-04-29,0.465631
tn,2020-04-29,0.20377
tx,2020-04-29,0.232951
ut,2020-04-29,0.052521
va,2020-04-29,0.342909
vt,2020-04-29,0.056891
wa,2020-04-29,0.164939
wi,2020-04-29,0.184071
wv,2020-04-29,0.037914
wy,2020-04-29,0.052583
ak,2020-04-30,0.028836
al,2020-04-30,0.105978
ar,2020-04-30,0.135611
az,2020-04-30,0.122677
ca,2020-04-30,0.164583
co,2020-04-30,0.309749
ct,2020-04-30,1.399862
dc,2020-04-30,1.046187
de,2020-04-30,0.88737
fl,2020-04-30,0.119096
ga,2020-04-30,0.235635
hi,2020-04-30,0.025122
ia,2020-04-30,0.187047
id,2020-04-30,0.026518
il,2020-04-30,0.624145
in,2020-04-30,0.28884
ks,2020-04-30,0.253763
ky,2020-04-30,0.106375
la,2020-04-30,0.28851
ma,2020-04-30,0.689372
md,2020-04-30,0.673448
me,2020-04-30,0.058746
mi,2020-04-30,0.395384
mn,2020-04-30,0.592201
mo,2020-04-30,0.291627
ms,2020-04-30,0.294735
mt,2020-04-30,0.033017
nc,2020-04-30,0.188909
nd,2020-04-30,0.129177
ne,2020-04-30,0.820129
nh,2020-04-30,0.095252
nj,2020-04-30,1.690127
nm,2020-04-30,0.234805
nv,2020-04-30,0.163723
ny,2020-04-30,1.302836
oh,2020-04-30,0.197234
ok,2020-04-30,0.144506
or,2020-04-30,0.058407
pa,2020-04-30,0.276252
pr,2020-04-30,0.11784
ri,2020-04-30,0.362899
sc,2020-04-30,0.049831
sd,2020-04-30,0.408338
tn,2020-04-30,0.184359
tx,2020-04-30,0.234552
ut,2020-04-30,0.060928
va,2020-04-30,0.334529
vt,2020-04-30,0.039619
wa,2020-04-30,0.157698
wi,2020-04-30,0.197691
wv,2020-04-30,0.042956
wy,2020-04-30,0.043691
ak,2020-05-01,0.027655
al,2020-05-01,0.102485
ar,2020-05-01,0.116363
az,2020-05-01,0.125486
ca,2020-05-01,0.161335
co,2020-05-01,0.277321
ct,2020-05-01,1.286543
dc,2020-05-01,1.121347
de,2020-05-01,0.728277
fl,2020-05-01,0.117031
ga,2020-05-01,0.215685
hi,2020-05-01,0.02319
ia,2020-05-01,0.167303
id,2020-05-01,0.034166
il,2020-05-01,0.617023
in,2020-05-01,0.288062
ks,2020-05-01,0.215065
ky,2020-05-01,0.089055
la,2020-05-01,0.282326
ma,2020-05-01,0.605099
md,2020-05-01,0.645702
me,2020-05-01,0.073466
mi,2020-05-01,0.363996
mn,2020-05-01,0.561285
mo,2020-05-01,0.411518
ms,2020-05-01,0.268433
mt,2020-05-01,0.032795
nc,2020-05-01,0.221274
nd,2020-05-01,0.111823
ne,2020-05-01,0.832302
nh,2020-05-01,0.149412
nj,2020-05-01,1.692483
nm,2020-05-01,0.227463
nv,2020-05-01,0.159928
ny,2020-05-01,1.237671
oh,2020-05-01,0.189039
ok,2020-05-01,0.143015
or,2020-05-01,0.057358
pa,2020-05-01,0.271122
pr,2020-05-01,0.118113
ri,2020-05-01,0.373151
sc,2020-05-01,0.04636
sd,2020-05-01,0.359285
tn,2020-05-01,0.173418
tx,2020-05-01,0.2236
ut,2020-05-01,0.059113
va,2020-05-01,0.333124
vt,2020-05-01,0.034496
wa,2020-05-01,0.146486
wi,2020-05-01,0.200553
wv,2020-05-01,0.044105
wy,2020-05-01,0.034973
ak,2020-05-02,0.035655
al,2020-05-02,0.106292
ar,2020-05-02,0.117434
az,2020-05-02,0.135361
ca,2020-05-02,0.158205
co,2020-05-02,0.286394
ct,2020-05-02,1.38952
dc,2020-05-02,1.161736
de,2020-05-02,0.630555
fl,2020-05-02,0.131691
ga,2020-05-02,0.221672
hi,2020-05-02,0.02156
ia,2020-05-02,0.158923
id,2020-05-02,0.03235
il,2020-05-02,0.599834
in,2020-05-02,0.31417
ks,2020-05-02,0.203645
ky,2020-05-02,0.08397
la,2020-05-02,0.290993
ma,2020-05-02,0.568322
md,2020-05-02,0.651133
me,2020-05-02,0.077998
mi,2020-05-02,0.306665
mn,2020-05-02,0.580827
mo,2020-05-02,0.436667
ms,2020-05-02,0.235068
mt,2020-05-02,0.025032
nc,2020-05-02,0.208871
nd,2020-05-02,0.100808
ne,2020-05-02,0.835164
nh,2020-05-02,0.177087
nj,2020-05-02,1.681091
nm,2020-05-02,0.302654
nv,2020-05-02,0.154694
ny,2020-05-02,1.190442
oh,2020-05-02,0.193947
ok,2020-05-02,0.138896
or,2020-05-02,0.052879
pa,2020-05-02,0.248897
pr,2020-05-02,0.110803
ri,2020-05-02,0.411981
sc,2020-05-02,0.051153
sd,2020-05-02,0.356627
tn,2020-05-02,0.15743
tx,2020-05-02,0.217455
ut,2020-05-02,0.073285
va,2020-05-02,0.340963
vt,2020-05-02,0.041411
wa,2020-05-02,0.15919
wi,2020-05-02,0.179591
wv,2020-05-02,0.051989
wy,2020-05-02,0.043166
ak,2020-05-03,0.044185
al,2020-05-03,0.112727
ar,2020-05-03,0.11952
az,2020-05-03,0.159057
ca,2020-05-03,0.16415
co,2020-05-03,0.292536
ct,2020-05-03,1.406073
dc,2020-05-03,1.265897
de,2020-05-03,0.568163
fl,2020-05-03,0.134309
ga,2020-05-03,0.215694
hi,2020-05-03,0.018953
ia,2020-05-03,0.15608
id,2020-05-03,0.034746
il,2020-05-03,0.640626
in,2020-05-03,0.335998
ks,2020-05-03,0.197508
ky,2020-05-03,0.101517
la,2020-05-03,0.299556
ma,2020-05-03,0.576605
md,2020-05-03,0.693909
me,2020-05-03,0.072519
mi,2020-05-03,0.314882
mn,2020-05-03,0.636197
mo,2020-05-03,0.447068
ms,2020-05-03,0.245015
mt,2020-05-03,0.026492
nc,2020-05-03,0.216051
nd,2020-05-03,0.095788
ne,2020-05-03,0.998796
nh,2020-05-03,0.21509
nj,2020-05-03,1.671874
nm,2020-05-03,0.320669
nv,2020-05-03,0.146845
ny,2020-05-03,1.161584
oh,2020-05-03,0.219538
ok,2020-05-03,0.146565
or,2020-05-03,0.051048
pa,2020-05-03,0.24225
pr,2020-05-03,0.10837
ri,2020-05-03,0.417431
sc,2020-05-03,0.056261
sd,2020-05-03,0.393019
tn,2020-05-03,0.152212
tx,2020-05-03,0.218957
ut,2020-05-03,0.094723
va,2020-05-03,0.35198
vt,2020-05-03,0.054884
wa,2020-05-03,0.164123
wi,2020-05-03,0.194879
wv,2020-05-03,0.054469
wy,2020-05-03,0.060638
ak,2020-05-04,0.062033
al,2020-05-04,0.130614
ar,2020-05-04,0.12408
az,2020-05-04,0.173854
ca,2020-05-04,0.179304
co,2020-05-04,0.294469
ct,2020-05-04,1.478239
dc,2020-05-04,1.411807
de,2020-05-04,0.535913
fl,2020-05-04,0.136058
ga,2020-05-04,0.227372
hi,2020-05-04,0.018482
ia,2020-05-04,0.163288
id,2020-05-04,0.039234
il,2020-05-04,0.689533
