geo_value,time_value,percent_covid_visits
nm,2020-07-17,0.153759
nv,2020-07-17,0.827249
ny,2020-07-17,0.316894
oh,2020-07-17,0.298903
ok,2020-07-17,0.419438
or,2020-07-17,0.182703
pa,2020-07-17,0.132618
pr,2020-07-17,0.208943
ri,2020-07-17,0.109367
sc,2020-07-17,0.665944
sd,2020-07-17,0.240285
tn,2020-07-17,0.596777
tx,2020-07-17,1.504996
ut,2020-07-17,0.252733
va,2020-07-17,0.198263
vt,2020-07-17,0.227504
wa,2020-07-17,0.198828
wi,2020-07-17,0.249003
wv,2020-07-17,0.152045
wy,2020-07-17,0.121223
ak,2020-07-18,0.071716
al,2020-07-18,0.624761
ar,2020-07-18,0.388706
az,2020-07-18,0.875546
ca,2020-07-18,0.691528
co,2020-07-18,0.144459
ct,2020-07-18,0.128789
dc,2020-07-18,0.291227
de,2020-07-18,0.228244
fl,2020-07-18,1.008472
ga,2020-07-18,0.758769
hi,2020-07-18,0.071903
ia,2020-07-18,0.114081
id,2020-07-18,0.464922
il,2020-07-18,0.267682
in,2020-07-18,0.229955
ks,2020-07-18,0.268047
ky,2020-07-18,0.172753
la,2020-07-18,0.699659
ma,2020-07-18,0.115379
md,2020-07-18,0.325082
me,2020-07-18,0.050302
mi,2020-07-18,0.170348
mn,2020-07-18,0.512982
mo,2020-07-18,0.334898
ms,2020-07-18,0.846625
mt,2020-07-18,0.117025
nc,2020-07-18,0.332237
nd,2020-07-18,0.204161
ne,2020-07-18,0.154239
nh,2020-07-18,0.020491
nj,2020-07-18,0.621079
nm,2020-07-18,0.162727
nv,2020-07-18,0.81222
ny,2020-07-18,0.308999
oh,2020-07-18,0.298926
ok,2020-07-18,0.423368
or,2020-07-18,0.172178
pa,2020-07-18,0.130002
pr,2020-07-18,0.206494
ri,2020-07-18,0.102187
sc,2020-07-18,0.660305
sd,2020-07-18,0.246987
tn,2020-07-18,0.593057
tx,2020-07-18,1.461301
ut,2020-07-18,0.238276
va,2020-07-18,0.206186
vt,2020-07-18,0.218223
wa,2020-07-18,0.19905
wi,2020-07-18,0.24907
wv,2020-07-18,0.169577
wy,2020-07-18,0.131865
ak,2020-07-19,0.134179
al,2020-07-19,0.669912
ar,2020-07-19,0.414802
az,2020-07-19,0.889923
ca,2020-07-19,0.722683
co,2020-07-19,0.149688
ct,2020-07-19,0.144417
dc,2020-07-19,0.309463
de,2020-07-19,0.214655
fl,2020-07-19,1.086161
ga,2020-07-19,0.811222
hi,2020-07-19,0.066636
ia,2020-07-19,0.116273
id,2020-07-19,0.533397
il,2020-07-19,0.274672
in,2020-07-19,0.23995
ks,2020-07-19,0.287465
ky,2020-07-19,0.193188
la,2020-07-19,0.7443
ma,2020-07-19,0.119422
md,2020-07-19,0.362324
me,2020-07-19,0.054406
mi,2020-07-19,0.185822
mn,2020-07-19,0.545326
mo,2020-07-19,0.352332
ms,2020-07-19,0.897614
mt,2020-07-19,0.127819
nc,2020-07-19,0.360505
nd,2020-07-19,0.240658
ne,2020-07-19,0.172342
nh,2020-07-19,0.018517
nj,2020-07-19,0.62418
nm,2020-07-19,0.167758
nv,2020-07-19,0.870816
ny,2020-07-19,0.306919
oh,2020-07-19,0.324221
ok,2020-07-19,0.449949
or,2020-07-19,0.185364
pa,2020-07-19,0.124101
pr,2020-07-19,0.221529
ri,2020-07-19,0.119729
sc,2020-07-19,0.694692
sd,2020-07-19,0.250857
tn,2020-07-19,0.617124
tx,2020-07-19,1.489964
ut,2020-07-19,0.251553
va,2020-07-19,0.227194
vt,2020-07-19,0.221681
wa,2020-07-19,0.220322
wi,2020-07-19,0.270735
wv,2020-07-19,0.168587
wy,2020-07-19,0.158148
ak,2020-07-20,0.255856
al,2020-07-20,0.728651
ar,2020-07-20,0.439475
az,2020-07-20,0.931063
ca,2020-07-20,0.797338
co,2020-07-20,0.171838
ct,2020-07-20,0.145652
dc,2020-07-20,0.351801
de,2020-07-20,0.206941
fl,2020-07-20,1.206209
ga,2020-07-20,0.902084
hi,2020-07-20,0.072727
ia,2020-07-20,0.117762
id,2020-07-20,0.619957
il,2020-07-20,0.289593
in,2020-07-20,0.263528
ks,2020-07-20,0.324866
ky,2020-07-20,0.211298
la,2020-07-20,0.827629
ma,2020-07-20,0.121979
md,2020-07-20,0.415421
me,2020-07-20,0.059305
mi,2020-07-20,0.210916
mn,2020-07-20,0.581756
mo,2020-07-20,0.377115
ms,2020-07-20,1.011479
mt,2020-07-20,0.125658
nc,2020-07-20,0.378432
nd,2020-07-20,0.291295
ne,2020-07-20,0.197198
nh,2020-07-20,0.021597
nj,2020-07-20,0.618937
nm,2020-07-20,0.193036
nv,2020-07-20,0.950745
ny,2020-07-20,0.316028
oh,2020-07-20,0.35434
ok,2020-07-20,0.520807
or,2020-07-20,0.19781
pa,2020-07-20,0.129122
pr,2020-07-20,0.225179
ri,2020-07-20,0.118811
sc,2020-07-20,0.756519
sd,2020-07-20,0.277581
tn,2020-07-20,0.662838
tx,2020-07-20,1.550971
ut,2020-07-20,0.288162
va,2020-07-20,0.240369
vt,2020-07-20,0.227339
wa,2020-07-20,0.2464
wi,2020-07-20,0.299579
wv,2020-07-20,0.169779
wy,2020-07-20,0.215808
ak,2020-07-21,0.273203
al,2020-07-21,0.735803
ar,2020-07-21,0.480403
az,2020-07-21,0.875025
ca,2020-07-21,0.762413
co,2020-07-21,0.164109
ct,2020-07-21,0.152818
dc,2020-07-21,0.313363
de,2020-07-21,0.159602
fl,2020-07-21,1.098732
ga,2020-07-21,0.873465
hi,2020-07-21,0.056311
ia,2020-07-21,0.125516
id,2020-07-21,0.566751
il,2020-07-21,0.287767
in,2020-07-21,0.267431
ks,2020-07-21,0.302147
ky,2020-07-21,0.25724
la,2020-07-21,0.826045
ma,2020-07-21,0.11456
md,2020-07-21,0.375525
me,2020-07-21,0.043631
mi,2020-07-21,0.201257
mn,2020-07-21,0.626004
mo,2020-07-21,0.340745
ms,2020-07-21,1.036947
mt,2020-07-21,0.101593
nc,2020-07-21,0.37819
nd,2020-07-21,0.334291
ne,2020-07-21,0.205889
nh,2020-07-21,0.021181
nj,2020-07-21,0.607506
nm,2020-07-21,0.201054
nv,2020-07-21,0.875657
ny,2020-07-21,0.316056
oh,2020-07-21,0.323066
ok,2020-07-21,0.481489
or,2020-07-21,0.180642
pa,2020-07-21,0.131327
pr,2020-07-21,0.291144
ri,2020-07-21,0.145897
sc,2020-07-21,0.706717
sd,2020-07-21,0.309554
tn,2020-07-21,0.61017
tx,2020-07-21,1.461249
ut,2020-07-21,0.283917
va,2020-07-21,0.242035
vt,2020-07-21,0.197327
wa,2020-07-21,0.229437
wi,2020-07-21,0.27678
wv,2020-07-21,0.15547
wy,2020-07-21,0.204299
ak,2020-07-22,0.325767
al,2020-07-22,0.699368
ar,2020-07-22,0.463328
az,2020-07-22,0.834676
ca,2020-07-22,0.726743
co,2020-07-22,0.145218
ct,2020-07-22,0.143499
dc,2020-07-22,0.310797
de,2020-07-22,0.152242
fl,2020-07-22,1.007926
ga,2020-07-22,0.819505
hi,2020-07-22,0.057211
ia,2020-07-22,0.123016
id,2020-07-22,0.509813
il,2020-07-22,0.281215
in,2020-07-22,0.258767
ks,2020-07-22,0.270319
ky,2020-07-22,0.268776
la,2020-07-22,0.796784
ma,2020-07-22,0.111053
md,2020-07-22,0.382241
me,2020-07-22,0.036524
mi,2020-07-22,0.185542
mn,2020-07-22,0.596397
mo,2020-07-22,0.318157
ms,2020-07-22,1.00984
mt,2020-07-22,0.080952
nc,2020-07-22,0.355691
nd,2020-07-22,0.307055
ne,2020-07-22,0.194027
nh,2020-07-22,0.017567
nj,2020-07-22,0.651294
nm,2020-07-22,0.16223
nv,2020-07-22,0.806384
ny,2020-07-22,0.330706
oh,2020-07-22,0.286226
ok,2020-07-22,0.468732
or,2020-07-22,0.145258
pa,2020-07-22,0.132121
pr,2020-07-22,0.300401
ri,2020-07-22,0.143252
sc,2020-07-22,0.654836
sd,2020-07-22,0.283354
tn,2020-07-22,0.566819
tx,2020-07-22,1.384811
ut,2020-07-22,0.271572
va,2020-07-22,0.237823
vt,2020-07-22,0.151187
wa,2020-07-22,0.22795
wi,2020-07-22,0.261178
wv,2020-07-22,0.148828
wy,2020-07-22,0.183121
ak,2020-07-23,0.331377
al,2020-07-23,0.679435
ar,2020-07-23,0.453492
az,2020-07-23,0.772481
ca,2020-07-23,0.672107
co,2020-07-23,0.127293
ct,2020-07-23,0.141175
dc,2020-07-23,0.324117
de,2020-07-23,0.145193
fl,2020-07-23,0.923398
ga,2020-07-23,0.769363
hi,2020-07-23,0.065332
ia,2020-07-23,0.133888
id,2020-07-23,0.443373
il,2020-07-23,0.276315
in,2020-07-23,0.268992
ks,2020-07-23,0.252767
ky,2020-07-23,0.250917
la,2020-07-23,0.746915
ma,2020-07-23,0.114329
md,2020-07-23,0.347258
me,2020-07-23,0.027681
mi,2020-07-23,0.183243
mn,2020-07-23,0.564941
mo,2020-07-23,0.320673
ms,2020-07-23,0.924918
mt,2020-07-23,0.074463
nc,2020-07-23,0.327802
nd,2020-07-23,0.251581
ne,2020-07-23,0.184695
nh,2020-07-23,0.024795
nj,2020-07-23,0.636494
nm,2020-07-23,0.148508
nv,2020-07-23,0.771565
ny,2020-07-23,0.325167
oh,2020-07-23,0.271768
ok,2020-07-23,0.435722
or,2020-07-23,0.117744
pa,2020-07-23,0.130107
pr,2020-07-23,0.301775
ri,2020-07-23,0.151146
sc,2020-07-23,0.602236
sd,2020-07-23,0.294873
tn,2020-07-23,0.542233
tx,2020-07-23,1.296925
ut,2020-07-23,0.261572
va,2020-07-23,0.217183
vt,2020-07-23,0.134097
wa,2020-07-23,0.227669
wi,2020-07-23,0.242698
wv,2020-07-23,0.163565
wy,2020-07-23,0.182553
ak,2020-07-24,0.301694
al,2020-07-24,0.643
ar,2020-07-24,0.438405
az,2020-07-24,0.741841
ca,2020-07-24,0.642604
co,2020-07-24,0.120698
ct,2020-07-24,0.137743
dc,2020-07-24,0.35748
de,2020-07-24,0.143592
fl,2020-07-24,0.864728
ga,2020-07-24,0.746539
hi,2020-07-24,0.073365
ia,2020-07-24,0.129106
id,2020-07-24,0.368228
il,2020-07-24,0.262565
in,2020-07-24,0.259278
ks,2020-07-24,0.237247
ky,2020-07-24,0.232583
la,2020-07-24,0.72435
ma,2020-07-24,0.108054
md,2020-07-24,0.341933
me,2020-07-24,0.027493
mi,2020-07-24,0.169812
mn,2020-07-24,0.56403
mo,2020-07-24,0.325532
ms,2020-07-24,0.896031
mt,2020-07-24,0.06604
nc,2020-07-24,0.311892
nd,2020-07-24,0.227118
ne,2020-07-24,0.172261
nh,2020-07-24,0.024725
nj,2020-07-24,0.64508
nm,2020-07-24,0.143734
nv,2020-07-24,0.759722
ny,2020-07-24,0.320922
oh,2020-07-24,0.258723
ok,2020-07-24,0.418649
or,2020-07-24,0.124219
pa,2020-07-24,0.129779
pr,2020-07-24,0.300791
ri,2020-07-24,0.162548
sc,2020-07-24,0.566851
sd,2020-07-24,0.400309
tn,2020-07-24,0.535308
tx,2020-07-24,1.231258
ut,2020-07-24,0.254559
va,2020-07-24,0.203706
vt,2020-07-24,0.117699
wa,2020-07-24,0.230209
wi,2020-07-24,0.233862
wv,2020-07-24,0.143555
wy,2020-07-24,0.181618
ak,2020-07-25,0.313638
al,2020-07-25,0.644568
ar,2020-07-25,0.411171
az,2020-07-25,0.724224
ca,2020-07-25,0.614222
co,2020-07-25,0.122066
ct,2020-07-25,0.133145
dc,2020-07-25,0.372602
de,2020-07-25,0.14217
fl,2020-07-25,0.841038
ga,2020-07-25,0.715691
hi,2020-07-25,0.096696
ia,2020-07-25,0.134859
id,2020-07-25,0.360617
il,2020-07-25,0.255812
in,2020-07-25,0.247988
ks,2020-07-25,0.241025
ky,2020-07-25,0.219837
la,2020-07-25,0.747231
ma,2020-07-25,0.112456
md,2020-07-25,0.335902
me,2020-07-25,0.023441
mi,2020-07-25,0.170476
mn,2020-07-25,0.582811
mo,2020-07-25,0.329356
ms,2020-07-25,0.889732
mt,2020-07-25,0.074825
nc,2020-07-25,0.307578
nd,2020-07-25,0.189834
ne,2020-07-25,0.148166
nh,2020-07-25,0.028599
nj,2020-07-25,0.639777
nm,2020-07-25,0.156203
nv,2020-07-25,0.758946
ny,2020-07-25,0.310926
oh,2020-07-25,0.267475
ok,2020-07-25,0.436881
or,2020-07-25,0.112824
pa,2020-07-25,0.142059
pr,2020-07-25,0.330748
ri,2020-07-25,0.159654
sc,2020-07-25,0.548263
sd,2020-07-25,0.420302
tn,2020-07-25,0.53531
tx,2020-07-25,1.174166
ut,2020-07-25,0.283003
va,2020-07-25,0.197203
vt,2020-07-25,0.106859
wa,2020-07-25,0.23001
wi,2020-07-25,0.223749
wv,2020-07-25,0.126788
wy,2020-07-25,0.155711
ak,2020-07-26,0.315709
al,2020-07-26,0.682455
ar,2020-07-26,0.460386
az,2020-07-26,0.741611
ca,2020-07-26,0.634373
co,2020-07-26,0.132931
ct,2020-07-26,0.130676
dc,2020-07-26,0.434283
de,2020-07-26,0.145912
fl,2020-07-26,0.868067
ga,2020-07-26,0.743154
hi,2020-07-26,0.104186
ia,2020-07-26,0.137143
id,2020-07-26,0.394747
il,2020-07-26,0.264984
in,2020-07-26,0.268925
ks,2020-07-26,0.250998
ky,2020-07-26,0.239594
la,2020-07-26,0.793209
ma,2020-07-26,0.120226
md,2020-07-26,0.358715
me,2020-07-26,0.025755
mi,2020-07-26,0.18354
mn,2020-07-26,0.589906
mo,2020-07-26,0.354329
ms,2020-07-26,0.928316
mt,2020-07-26,0.076929
nc,2020-07-26,0.307979
nd,2020-07-26,0.204318
ne,2020-07-26,0.160462
nh,2020-07-26,0.032486
nj,2020-07-26,0.638089
nm,2020-07-26,0.146665
nv,2020-07-26,0.820491
ny,2020-07-26,0.308423
oh,2020-07-26,0.278049
ok,2020-07-26,0.45588
or,2020-07-26,0.128027
pa,2020-07-26,0.147552
pr,2020-07-26,0.323979
ri,2020-07-26,0.151236
sc,2020-07-26,0.540198
sd,2020-07-26,0.504661
tn,2020-07-26,0.559141
tx,2020-07-26,1.161197
ut,2020-07-26,0.332345
va,2020-07-26,0.214185
vt,2020-07-26,0.104057
wa,2020-07-26,0.249487
wi,2020-07-26,0.237395
wv,2020-07-26,0.126617
wy,2020-07-26,0.16914
ak,2020-07-27,0.319494
al,2020-07-27,0.755845
ar,2020-07-27,0.480726
az,2020-07-27,0.769371
ca,2020-07-27,0.6876
co,2020-07-27,0.136269
ct,2020-07-27,0.124214
dc,2020-07-27,0.511339
de,2020-07-27,0.149485
fl,2020-07-27,0.948177
ga,2020-07-27,0.797523
hi,2020-07-27,0.136351
ia,2020-07-27,0.133479
id,2020-07-27,0.464749
il,2020-07-27,0.284206
in,2020-07-27,0.304373
ks,2020-07-27,0.260995
ky,2020-07-27,0.260267
la,2020-07-27,0.872678
ma,2020-07-27,0.129782
md,2020-07-27,0.386891
me,2020-07-27,0.030307
mi,2020-07-27,0.205459
mn,2020-07-27,0.598871
mo,2020-07-27,0.389095
ms,2020-07-27,0.97342
mt,2020-07-27,0.105025
nc,2020-07-27,0.313063
nd,2020-07-27,0.210631
ne,2020-07-27,0.163733
nh,2020-07-27,0.043572
nj,2020-07-27,0.643344
nm,2020-07-27,0.143153
nv,2020-07-27,0.93427
ny,2020-07-27,0.320804
oh,2020-07-27,0.306279
ok,2020-07-27,0.522946
or,2020-07-27,0.144941
pa,2020-07-27,0.156566
pr,2020-07-27,0.339413
ri,2020-07-27,0.140644
sc,2020-07-27,0.568389
sd,2020-07-27,0.627083
tn,2020-07-27,0.60903
tx,2020-07-27,1.185296
ut,2020-07-27,0.386488
va,2020-07-27,0.239993
vt,2020-07-27,0.104365
wa,2020-07-27,0.289886
wi,2020-07-27,0.27459
wv,2020-07-27,0.120687
wy,2020-07-27,0.222234
ak,2020-07-28,0.233718
al,2020-07-28,0.7558
ar,2020-07-28,0.466652
az,2020-07-28,0.691548
ca,2020-07-28,0.647147
co,2020-07-28,0.134311
ct,2020-07-28,0.121333
dc,2020-07-28,0.529266
de,2020-07-28,0.136502
fl,2020-07-28,0.862524
ga,2020-07-28,0.725315
hi,2020-07-28,0.173066
ia,2020-07-28,0.121652
id,2020-07-28,0.511428
il,2020-07-28,0.274333
in,2020-07-28,0.30279
ks,2020-07-28,0.239478
ky,2020-07-28,0.235762
la,2020-07-28,0.793198
ma,2020-07-28,0.124711
md,2020-07-28,0.365767
me,2020-07-28,0.034612
mi,2020-07-28,0.201482
mn,2020-07-28,0.609316
mo,2020-07-28,0.400566
ms,2020-07-28,0.954788
mt,2020-07-28,0.108077
nc,2020-07-28,0.313623
nd,2020-07-28,0.230356
ne,2020-07-28,0.143911
nh,2020-07-28,0.030061
nj,2020-07-28,0.621444
nm,2020-07-28,0.139919
nv,2020-07-28,0.914065
ny,2020-07-28,0.330314
oh,2020-07-28,0.276182
ok,2020-07-28,0.481559
or,2020-07-28,0.130906
pa,2020-07-28,0.151455
pr,2020-07-28,0.344135
ri,2020-07-28,0.145191
sc,2020-07-28,0.535024
sd,2020-07-28,0.578099
tn,2020-07-28,0.566178
tx,2020-07-28,1.143263
ut,2020-07-28,0.34416
va,2020-07-28,0.224866
vt,2020-07-28,0.099359
wa,2020-07-28,0.26284
wi,2020-07-28,0.234107
wv,2020-07-28,0.100775
wy,2020-07-28,0.182126
ak,2020-07-29,0.204539
al,2020-07-29,0.707826
ar,2020-07-29,0.454857
az,2020-07-29,0.665403
ca,2020-07-29,0.615563
co,2020-07-29,0.121086
ct,2020-07-29,0.11313
dc,2020-07-29,0.519298
de,2020-07-29,0.153458
fl,2020-07-29,0.785404
ga,2020-07-29,0.70955
hi,2020-07-29,0.151618
ia,2020-07-29,0.114743
id,2020-07-29,0.480678
il,2020-07-29,0.262918
in,2020-07-29,0.275348
ks,2020-07-29,0.244122
ky,2020-07-29,0.218661
la,2020-07-29,0.740222
ma,2020-07-29,0.12428
md,2020-07-29,0.357012
me,2020-07-29,0.029668
mi,2020-07-29,0.202076
mn,2020-07-29,0.552282
mo,2020-07-29,0.380337
ms,2020-07-29,0.872151
mt,2020-07-29,0.086746
nc,2020-07-29,0.306844
nd,2020-07-29,0.177573
ne,2020-07-29,0.146687
nh,2020-07-29,0.027736
nj,2020-07-29,0.611233
nm,2020-07-29,0.147628
nv,2020-07-29,0.83611
ny,2020-07-29,0.319841
oh,2020-07-29,0.249987
ok,2020-07-29,0.436625
or,2020-07-29,0.125984
pa,2020-07-29,0.152205
pr,2020-07-29,0.325967
ri,2020-07-29,0.137639
sc,2020-07-29,0.51216
sd,2020-07-29,0.550967
tn,2020-07-29,0.526444
tx,2020-07-29,1.078147
ut,2020-07-29,0.282126
va,2020-07-29,0.222109
vt,2020-07-29,0.103197
wa,2020-07-29,0.250386
wi,2020-07-29,0.220867
wv,2020-07-29,0.115146
wy,2020-07-29,0.155148
ak,2020-07-30,0.217096
al,2020-07-30,0.654764
ar,2020-07-30,0.41924
az,2020-07-30,0.64682
ca,2020-07-30,0.571406
co,2020-07-30,0.128927
ct,2020-07-30,0.115599
dc,2020-07-30,0.457629
de,2020-07-30,0.154115
fl,2020-07-30,0.730617
ga,2020-07-30,0.677475
hi,2020-07-30,0.160191
ia,2020-07-30,0.111526
id,2020-07-30,0.42796
il,2020-07-30,0.251507
in,2020-07-30,0.252035
ks,2020-07-30,0.224282
ky,2020-07-30,0.206034
la,2020-07-30,0.682297
ma,2020-07-30,0.123486
md,2020-07-30,0.345017
me,2020-07-30,0.022913
mi,2020-07-30,0.185527
mn,2020-07-30,0.536499
mo,2020-07-30,0.37645
ms,2020-07-30,0.780975
mt,2020-07-30,0.071371
nc,2020-07-30,0.292277
nd,2020-07-30,0.192614
ne,2020-07-30,0.143843
nh,2020-07-30,0.039158
nj,2020-07-30,0.601192
nm,2020-07-30,0.145791
nv,2020-07-30,0.78155
ny,2020-07-30,0.31102
oh,2020-07-30,0.229578
ok,2020-07-30,0.391589
or,2020-07-30,0.115303
pa,2020-07-30,0.147835
pr,2020-07-30,0.281175
ri,2020-07-30,0.141172
sc,2020-07-30,0.46807
sd,2020-07-30,0.494599
tn,2020-07-30,0.482496
tx,2020-07-30,1.032602
ut,2020-07-30,0.24773
va,2020-07-30,0.225225
vt,2020-07-30,0.159913
wa,2020-07-30,0.245571
wi,2020-07-30,0.196975
wv,2020-07-30,0.105243
wy,2020-07-30,0.120989
ak,2020-07-31,0.220671
al,2020-07-31,0.636764
ar,2020-07-31,0.391766
az,2020-07-31,0.632617
ca,2020-07-31,0.550927
co,2020-07-31,0.111114
ct,2020-07-31,0.119784
dc,2020-07-31,0.467478
de,2020-07-31,0.153365
fl,2020-07-31,0.70392
ga,2020-07-31,0.64209
hi,2020-07-31,0.174988
ia,2020-07-31,0.118232
id,2020-07-31,0.370779
il,2020-07-31,0.242788
in,2020-07-31,0.241373
ks,2020-07-31,0.208712
ky,2020-07-31,0.224365
la,2020-07-31,0.640788
ma,2020-07-31,0.117834
md,2020-07-31,0.343309
me,2020-07-31,0.019851
mi,2020-07-31,0.176662
mn,2020-07-31,0.507526
mo,2020-07-31,0.363769
ms,2020-07-31,0.771708
mt,2020-07-31,0.081912
nc,2020-07-31,0.273086
nd,2020-07-31,0.173801
ne,2020-07-31,0.152195
nh,2020-07-31,0.033091
nj,2020-07-31,0.59054
nm,2020-07-31,0.147079
nv,2020-07-31,0.754462
ny,2020-07-31,0.299081
oh,2020-07-31,0.215925
ok,2020-07-31,0.372068
or,2020-07-31,0.112683
pa,2020-07-31,0.135
pr,2020-07-31,0.256296
ri,2020-07-31,0.134631
sc,2020-07-31,0.441002
sd,2020-07-31,0.441508
tn,2020-07-31,0.466687
tx,2020-07-31,0.999647
ut,2020-07-31,0.236224
va,2020-07-31,0.227336
vt,2020-07-31,0.119434
wa,2020-07-31,0.229573
wi,2020-07-31,0.19076
wv,2020-07-31,0.100653
wy,2020-07-31,0.117742
ak,2020-08-01,0.205807
al,2020-08-01,0.664913
ar,2020-08-01,0.414183
az,2020-08-01,0.631188
ca,2020-08-01,0.527966
co,2020-08-01,0.114254
ct,2020-08-01,0.123077
dc,2020-08-01,0.477171
de,2020-08-01,0.163852
fl,2020-08-01,0.692082
ga,2020-08-01,0.644522
hi,2020-08-01,0.205412
ia,2020-08-01,0.110679
id,2020-08-01,0.368158
il,2020-08-01,0.235642
in,2020-08-01,0.231386
ks,2020-08-01,0.23382
ky,2020-08-01,0.250205
la,2020-08-01,0.619889
ma,2020-08-01,0.109983
md,2020-08-01,0.342962
me,2020-08-01,0.018609
mi,2020-08-01,0.167596
mn,2020-08-01,0.473915
mo,2020-08-01,0.376325
ms,2020-08-01,0.789043
mt,2020-08-01,0.086645
nc,2020-08-01,0.271916
nd,2020-08-01,0.153615
ne,2020-08-01,0.151597
nh,2020-08-01,0.032808
nj,2020-08-01,0.602092
nm,2020-08-01,0.166723
nv,2020-08-01,0.693065
ny,2020-08-01,0.288913
oh,2020-08-01,0.220651
ok,2020-08-01,0.35172
or,2020-08-01,0.140007
pa,2020-08-01,0.128706
pr,2020-08-01,0.27174
ri,2020-08-01,0.152879
sc,2020-08-01,0.442775
sd,2020-08-01,0.46906
tn,2020-08-01,0.457673
tx,2020-08-01,0.979659
ut,2020-08-01,0.233428
va,2020-08-01,0.216624
vt,2020-08-01,0.097872
wa,2020-08-01,0.224228
wi,2020-08-01,0.187445
wv,2020-08-01,0.101244
wy,2020-08-01,0.100346
ak,2020-08-02,0.200603
al,2020-08-02,0.692828
ar,2020-08-02,0.435739
az,2020-08-02,0.642915
ca,2020-08-02,0.537581
co,2020-08-02,0.125033
ct,2020-08-02,0.133113
dc,2020-08-02,0.481418
de,2020-08-02,0.142057
fl,2020-08-02,0.734361
ga,2020-08-02,0.673434
hi,2020-08-02,0.236045
ia,2020-08-02,0.102541
id,2020-08-02,0.395617
il,2020-08-02,0.235818
in,2020-08-02,0.252531
ks,2020-08-02,0.253924
ky,2020-08-02,0.260347
la,2020-08-02,0.640041
ma,2020-08-02,0.102838
md,2020-08-02,0.349361
me,2020-08-02,0.018665
mi,2020-08-02,0.163695
mn,2020-08-02,0.457743
mo,2020-08-02,0.396694
ms,2020-08-02,0.826771
mt,2020-08-02,0.078698
nc,2020-08-02,0.266613
nd,2020-08-02,0.184519
ne,2020-08-02,0.160701
nh,2020-08-02,0.039457
nj,2020-08-02,0.593365
nm,2020-08-02,0.187941
nv,2020-08-02,0.711932
ny,2020-08-02,0.279982
oh,2020-08-02,0.226407
ok,2020-08-02,0.365346
or,2020-08-02,0.15871
pa,2020-08-02,0.110935
pr,2020-08-02,0.247126
ri,2020-08-02,0.143468
sc,2020-08-02,0.451418
sd,2020-08-02,0.532317
tn,2020-08-02,0.481446
tx,2020-08-02,0.956502
ut,2020-08-02,0.241361
va,2020-08-02,0.226394
vt,2020-08-02,0.122404
wa,2020-08-02,0.227506
wi,2020-08-02,0.188831
wv,2020-08-02,0.109209
wy,2020-08-02,0.117327
ak,2020-08-03,0.201124
al,2020-08-03,0.765711
ar,2020-08-03,0.478046
az,2020-08-03,0.662025
ca,2020-08-03,0.594785
co,2020-08-03,0.135423
ct,2020-08-03,0.145498
dc,2020-08-03,0.494696
de,2020-08-03,0.147545
fl,2020-08-03,0.799331
ga,2020-08-03,0.724273
hi,2020-08-03,0.283355
ia,2020-08-03,0.114038
id,2020-08-03,0.431461
il,2020-08-03,0.260658
in,2020-08-03,0.285323
ks,2020-08-03,0.288983
ky,2020-08-03,0.286299
la,2020-08-03,0.699697
ma,2020-08-03,0.110691
md,2020-08-03,0.393177
me,2020-08-03,0.019619
mi,2020-08-03,0.187651
mn,2020-08-03,0.458992
mo,2020-08-03,0.440877
ms,2020-08-03,0.884201
mt,2020-08-03,0.081146
nc,2020-08-03,0.278628
nd,2020-08-03,0.231261
ne,2020-08-03,0.169085
nh,2020-08-03,0.045506
nj,2020-08-03,0.598552
nm,2020-08-03,0.183907
nv,2020-08-03,0.773158
ny,2020-08-03,0.288497
oh,2020-08-03,0.249389
ok,2020-08-03,0.413077
or,2020-08-03,0.179424
pa,2020-08-03,0.108977
pr,2020-08-03,0.242888
ri,2020-08-03,0.132519
sc,2020-08-03,0.491921
sd,2020-08-03,0.641621
tn,2020-08-03,0.518417
tx,2020-08-03,0.965994
ut,2020-08-03,0.24651
va,2020-08-03,0.258052
vt,2020-08-03,0.131471
wa,2020-08-03,0.245136
wi,2020-08-03,0.217578
wv,2020-08-03,0.117528
wy,2020-08-03,0.151814
ak,2020-08-04,0.167795
al,2020-08-04,0.732075
ar,2020-08-04,0.434983
az,2020-08-04,0.600629
ca,2020-08-04,0.564895
co,2020-08-04,0.128637
ct,2020-08-04,0.135944
dc,2020-08-04,0.395661
de,2020-08-04,0.172556
fl,2020-08-04,0.754067
ga,2020-08-04,0.725261
hi,2020-08-04,0.281274
ia,2020-08-04,0.121595
id,2020-08-04,0.398174
il,2020-08-04,0.273039
in,2020-08-04,0.261365
ks,2020-08-04,0.25062
ky,2020-08-04,0.313501
la,2020-08-04,0.665474
ma,2020-08-04,0.106008
md,2020-08-04,0.378569
me,2020-08-04,0.026018
mi,2020-08-04,0.17349
mn,2020-08-04,0.46359
mo,2020-08-04,0.413742
ms,2020-08-04,0.835917
mt,2020-08-04,0.139435
nc,2020-08-04,0.266936
nd,2020-08-04,0.195739
ne,2020-08-04,0.172703
nh,2020-08-04,0.054492
nj,2020-08-04,0.596504
nm,2020-08-04,0.171465
nv,2020-08-04,0.652591
ny,2020-08-04,0.294591
oh,2020-08-04,0.228207
ok,2020-08-04,0.369513
or,2020-08-04,0.183144
pa,2020-08-04,0.113068
pr,2020-08-04,0.251203
ri,2020-08-04,0.165358
sc,2020-08-04,0.461291
