geo_value,time_value,percent_home
mt,2019-01-03,0.33387779534058
nc,2019-01-03,0.33337346524125
nd,2019-01-03,0.30982409969208
ne,2019-01-03,0.33090183649698
nh,2019-01-03,0.34689114248716
nj,2019-01-03,0.31033343811152
nm,2019-01-03,0.39833201848619
nv,2019-01-03,0.39403741454601
ny,2019-01-03,0.34965129200429
oh,2019-01-03,0.35074618537396
ok,2019-01-03,0.41935684555206
or,2019-01-03,0.37347357078057
pa,2019-01-03,0.34964698892124
pr,2019-01-03,0.43862987294908
ri,2019-01-03,0.34289901469705
sc,2019-01-03,0.32554492569146
sd,2019-01-03,0.30503667896355
tn,2019-01-03,0.33448265204422
tx,2019-01-03,0.37700078625081
ut,2019-01-03,0.33707656313292
va,2019-01-03,0.33762880090991
vi,2019-01-03,0.38020882306001
vt,2019-01-03,0.38625906708757
wa,2019-01-03,0.36650823116497
wi,2019-01-03,0.34513811408111
wv,2019-01-03,0.35605438633185
wy,2019-01-03,0.36265942004151
ak,2019-01-04,0.37514518312497
al,2019-01-04,0.29676044702717
ar,2019-01-04,0.30778830146523
as,2019-01-04,0.43760040301577
az,2019-01-04,0.37740952403856
ca,2019-01-04,0.34686136860202
co,2019-01-04,0.35498327088437
ct,2019-01-04,0.3192173648626
dc,2019-01-04,0.29799142945422
de,2019-01-04,0.33811859485053
fl,2019-01-04,0.33804066253697
ga,2019-01-04,0.32244137954674
gu,2019-01-04,0.41782742342886
hi,2019-01-04,0.30510698688222
ia,2019-01-04,0.2910725723362
id,2019-01-04,0.35818617188193
il,2019-01-04,0.31770438413523
in,2019-01-04,0.31646745182788
ks,2019-01-04,0.31404245799795
ky,2019-01-04,0.33881247551309
la,2019-01-04,0.31277591514893
ma,2019-01-04,0.32408540302428
md,2019-01-04,0.32503939078308
me,2019-01-04,0.36038460598509
mi,2019-01-04,0.34808005675884
mn,2019-01-04,0.3017788421881
mo,2019-01-04,0.31276311331366
mp,2019-01-04,0.41586055369548
ms,2019-01-04,0.28942984551155
mt,2019-01-04,0.32621462672236
nc,2019-01-04,0.3314462319968
nd,2019-01-04,0.29709458358511
ne,2019-01-04,0.31087047126298
nh,2019-01-04,0.31929160685312
nj,2019-01-04,0.30220938525601
nm,2019-01-04,0.37491561160824
nv,2019-01-04,0.38222626872756
ny,2019-01-04,0.33740480114119
oh,2019-01-04,0.34182496756802
ok,2019-01-04,0.34116208600989
or,2019-01-04,0.37304536055479
pa,2019-01-04,0.34713888336757
pr,2019-01-04,0.41959602479151
ri,2019-01-04,0.34295671017666
sc,2019-01-04,0.32919427871747
sd,2019-01-04,0.30236751323007
tn,2019-01-04,0.33150565407091
tx,2019-01-04,0.33342160802066
ut,2019-01-04,0.3221930170283
va,2019-01-04,0.32221898139127
vi,2019-01-04,0.37822545443245
vt,2019-01-04,0.35139881126202
wa,2019-01-04,0.34327186435586
wi,2019-01-04,0.32570972167802
wv,2019-01-04,0.34240853802643
wy,2019-01-04,0.33661859644872
ak,2019-01-05,0.39256241613575
al,2019-01-05,0.339275914664
ar,2019-01-05,0.32358405701913
as,2019-01-05,0.4818626558296
az,2019-01-05,0.40595508839671
ca,2019-01-05,0.40924626649473
co,2019-01-05,0.40059268274846
ct,2019-01-05,0.39746953478381
dc,2019-01-05,0.36125299636058
de,2019-01-05,0.41268685219172
fl,2019-01-05,0.37619315944572
ga,2019-01-05,0.35836867237081
gu,2019-01-05,0.47679956452087
hi,2019-01-05,0.35593850429325
ia,2019-01-05,0.35208931462331
id,2019-01-05,0.42506206404124
il,2019-01-05,0.36662027923177
in,2019-01-05,0.36851765930106
ks,2019-01-05,0.36253347265681
ky,2019-01-05,0.38539572652887
la,2019-01-05,0.34439951834633
ma,2019-01-05,0.39854723547975
md,2019-01-05,0.39546408514859
me,2019-01-05,0.41618062082649
mi,2019-01-05,0.39467721349333
mn,2019-01-05,0.36738926598217
mo,2019-01-05,0.36060155092721
mp,2019-01-05,0.42760059065936
ms,2019-01-05,0.32534044107776
mt,2019-01-05,0.39599008165378
nc,2019-01-05,0.36895564958119
nd,2019-01-05,0.3830837374004
ne,2019-01-05,0.36122735984508
nh,2019-01-05,0.39828194573638
nj,2019-01-05,0.38505397105365
nm,2019-01-05,0.42523302396519
nv,2019-01-05,0.43773255618531
ny,2019-01-05,0.42167496788528
oh,2019-01-05,0.38962880433633
ok,2019-01-05,0.36039120686198
or,2019-01-05,0.42574717268939
pa,2019-01-05,0.407002248432
pr,2019-01-05,0.44914891838198
ri,2019-01-05,0.41290758511896
sc,2019-01-05,0.34845447103458
sd,2019-01-05,0.35154340451335
tn,2019-01-05,0.35655658176956
tx,2019-01-05,0.36937529194669
ut,2019-01-05,0.39772262273999
va,2019-01-05,0.37998799730499
vi,2019-01-05,0.41398405738301
vt,2019-01-05,0.41711402428348
wa,2019-01-05,0.40974505415876
wi,2019-01-05,0.38700256386217
wv,2019-01-05,0.40159909337749
wy,2019-01-05,0.40493762556068
ak,2019-01-06,0.43443119976701
al,2019-01-06,0.33640950364104
ar,2019-01-06,0.35840481350654
as,2019-01-06,0.48796078670559
az,2019-01-06,0.45410684721361
ca,2019-01-06,0.4387403978742
co,2019-01-06,0.44726341909171
ct,2019-01-06,0.4378990960388
dc,2019-01-06,0.39443583366897
de,2019-01-06,0.45404545381081
fl,2019-01-06,0.41057805847043
ga,2019-01-06,0.37968254063864
gu,2019-01-06,0.48517933902097
hi,2019-01-06,0.36906481419005
ia,2019-01-06,0.40833921386164
id,2019-01-06,0.45412203108663
il,2019-01-06,0.40297842053118
in,2019-01-06,0.40052564054698
ks,2019-01-06,0.40777688067117
ky,2019-01-06,0.41092588851744
la,2019-01-06,0.37265779141234
ma,2019-01-06,0.4284473758625
md,2019-01-06,0.42641158422902
me,2019-01-06,0.45921649159149
mi,2019-01-06,0.44165319780233
mn,2019-01-06,0.42192795930613
mo,2019-01-06,0.40238825092669
mp,2019-01-06,0.45726635482004
ms,2019-01-06,0.34555468589957
mt,2019-01-06,0.44255404492977
nc,2019-01-06,0.38710613213507
nd,2019-01-06,0.43045696336604
ne,2019-01-06,0.40994960302621
nh,2019-01-06,0.44029251680841
nj,2019-01-06,0.41581409478152
nm,2019-01-06,0.4656030302724
nv,2019-01-06,0.4644163815191
ny,2019-01-06,0.44050790093883
oh,2019-01-06,0.41501861880176
ok,2019-01-06,0.38220239487296
or,2019-01-06,0.44780365419577
pa,2019-01-06,0.43083691892175
pr,2019-01-06,0.47483048421397
ri,2019-01-06,0.42825046045796
sc,2019-01-06,0.37107950517321
sd,2019-01-06,0.4006498737535
tn,2019-01-06,0.37176227481742
tx,2019-01-06,0.39306427112628
ut,2019-01-06,0.43499274331878
va,2019-01-06,0.40166908971023
vi,2019-01-06,0.43791654419112
vt,2019-01-06,0.45496761660324
wa,2019-01-06,0.43230468902068
wi,2019-01-06,0.4434851669155
wv,2019-01-06,0.42100144352801
wy,2019-01-06,0.4477993860197
ak,2019-01-07,0.40185801557989
al,2019-01-07,0.32367353807696
ar,2019-01-07,0.32204016153022
as,2019-01-07,0.47065098790099
az,2019-01-07,0.39369343010578
ca,2019-01-07,0.3615016188279
co,2019-01-07,0.37657655930461
ct,2019-01-07,0.36668714521553
dc,2019-01-07,0.32011527086409
de,2019-01-07,0.38319983177185
fl,2019-01-07,0.3656551997395
ga,2019-01-07,0.34474028729378
gu,2019-01-07,0.4415588925514
hi,2019-01-07,0.33607931488489
ia,2019-01-07,0.34648402825148
id,2019-01-07,0.39582510969014
il,2019-01-07,0.36786010397556
in,2019-01-07,0.36730327847188
ks,2019-01-07,0.34787083109044
ky,2019-01-07,0.37003632820113
la,2019-01-07,0.33535181387788
ma,2019-01-07,0.37845401111731
md,2019-01-07,0.37714927012372
me,2019-01-07,0.40732886754266
mi,2019-01-07,0.40471414944434
mn,2019-01-07,0.36504268853433
mo,2019-01-07,0.35255215406818
mp,2019-01-07,0.42796155206146
ms,2019-01-07,0.31215035320881
mt,2019-01-07,0.37321330970385
nc,2019-01-07,0.34430824887618
nd,2019-01-07,0.34185858786674
ne,2019-01-07,0.345378401267
nh,2019-01-07,0.38197838945834
nj,2019-01-07,0.36020085961496
nm,2019-01-07,0.38949005709006
nv,2019-01-07,0.40273820181915
ny,2019-01-07,0.38190771383295
oh,2019-01-07,0.37155794254573
ok,2019-01-07,0.32233337476964
or,2019-01-07,0.37936722028271
pa,2019-01-07,0.39300113122261
pr,2019-01-07,0.49727100992039
ri,2019-01-07,0.39066480881173
sc,2019-01-07,0.33879710912842
sd,2019-01-07,0.34089354662014
tn,2019-01-07,0.3466321089955
tx,2019-01-07,0.36142923644054
ut,2019-01-07,0.36800135519604
va,2019-01-07,0.36645423347058
vi,2019-01-07,0.42134026164793
vt,2019-01-07,0.40944292400825
wa,2019-01-07,0.36756121205082
wi,2019-01-07,0.39908083306644
wv,2019-01-07,0.3894697882496
wy,2019-01-07,0.38432953792749
ak,2019-01-08,0.39156096325196
al,2019-01-08,0.31087254564099
ar,2019-01-08,0.29869947010283
as,2019-01-08,0.44466831589396
az,2019-01-08,0.38287376535728
ca,2019-01-08,0.35917664357555
co,2019-01-08,0.36914126954901
ct,2019-01-08,0.36261501210344
dc,2019-01-08,0.31594894966642
de,2019-01-08,0.37509383987278
fl,2019-01-08,0.34276172475917
ga,2019-01-08,0.32274201774771
gu,2019-01-08,0.43767105538431
hi,2019-01-08,0.32904355037717
ia,2019-01-08,0.33084321852318
id,2019-01-08,0.38145997154187
il,2019-01-08,0.34254138208711
in,2019-01-08,0.34238691472095
ks,2019-01-08,0.33171395727898
ky,2019-01-08,0.35201728050423
la,2019-01-08,0.32012636387675
ma,2019-01-08,0.3609141241266
md,2019-01-08,0.35754069570078
me,2019-01-08,0.43838313461529
mi,2019-01-08,0.37019120842477
mn,2019-01-08,0.34021583621827
mo,2019-01-08,0.33547030999454
mp,2019-01-08,0.40078107498519
ms,2019-01-08,0.28754108444737
mt,2019-01-08,0.37041809393396
nc,2019-01-08,0.33260731770635
nd,2019-01-08,0.34023501640294
ne,2019-01-08,0.33554650278765
nh,2019-01-08,0.38449138963909
nj,2019-01-08,0.33960873421618
nm,2019-01-08,0.38961159337086
nv,2019-01-08,0.3919536818458
ny,2019-01-08,0.37645263236379
oh,2019-01-08,0.36189423491999
ok,2019-01-08,0.31422282080556
or,2019-01-08,0.38392677943868
pa,2019-01-08,0.38171942952124
pr,2019-01-08,0.45334631346283
ri,2019-01-08,0.37567997824592
sc,2019-01-08,0.32197336450934
sd,2019-01-08,0.33413371364731
tn,2019-01-08,0.32460053639871
tx,2019-01-08,0.33275485470948
ut,2019-01-08,0.34019636587261
va,2019-01-08,0.34313706373882
vi,2019-01-08,0.38931536686113
vt,2019-01-08,0.41876495878212
wa,2019-01-08,0.36416877240759
wi,2019-01-08,0.36804437889604
wv,2019-01-08,0.38107774923255
wy,2019-01-08,0.36624226172683
ak,2019-01-09,0.36794778905499
al,2019-01-09,0.29315224817348
ar,2019-01-09,0.29225226613915
as,2019-01-09,0.41806136980111
az,2019-01-09,0.37133325349306
ca,2019-01-09,0.3486478891213
co,2019-01-09,0.35031499323241
ct,2019-01-09,0.3335431789887
dc,2019-01-09,0.30853383321251
de,2019-01-09,0.35990720777444
fl,2019-01-09,0.32830421640466
ga,2019-01-09,0.31070659278352
gu,2019-01-09,0.45758957662214
hi,2019-01-09,0.32587125210367
ia,2019-01-09,0.31372974073293
id,2019-01-09,0.37689487239915
il,2019-01-09,0.3322402826085
in,2019-01-09,0.33284702042877
ks,2019-01-09,0.31820504490627
ky,2019-01-09,0.34005886859284
la,2019-01-09,0.30257859595233
ma,2019-01-09,0.33609836464533
md,2019-01-09,0.3427151767428
me,2019-01-09,0.4430740869118
mi,2019-01-09,0.35570636148481
mn,2019-01-09,0.32170973062512
mo,2019-01-09,0.32691018472968
mp,2019-01-09,0.37012632420384
ms,2019-01-09,0.27700619974797
mt,2019-01-09,0.3582912297606
nc,2019-01-09,0.32054311341346
nd,2019-01-09,0.3107865033275
ne,2019-01-09,0.32503367236044
nh,2019-01-09,0.40465715227446
nj,2019-01-09,0.32594920162477
nm,2019-01-09,0.38282554156831
nv,2019-01-09,0.3871727148976
ny,2019-01-09,0.35805007447186
oh,2019-01-09,0.35062929313818
ok,2019-01-09,0.30210254286625
or,2019-01-09,0.37053408149489
pa,2019-01-09,0.36910511971304
pr,2019-01-09,0.45597213513432
ri,2019-01-09,0.3599224078361
sc,2019-01-09,0.31448599042087
sd,2019-01-09,0.3253634978173
tn,2019-01-09,0.31904450631422
tx,2019-01-09,0.32497833521432
ut,2019-01-09,0.33835107452779
va,2019-01-09,0.34211486312423
vi,2019-01-09,0.39944162622083
vt,2019-01-09,0.47616684973272
wa,2019-01-09,0.36270643810853
wi,2019-01-09,0.3556664622161
wv,2019-01-09,0.38988208410099
wy,2019-01-09,0.3592164072692
ak,2019-01-10,0.38506035347605
al,2019-01-10,0.27657557999946
ar,2019-01-10,0.28889313958681
as,2019-01-10,0.43401810019032
az,2019-01-10,0.36950472302415
ca,2019-01-10,0.33765562238849
co,2019-01-10,0.34070127931371
ct,2019-01-10,0.31694134958949
dc,2019-01-10,0.29771835579371
de,2019-01-10,0.34722204791717
fl,2019-01-10,0.32639058700867
ga,2019-01-10,0.30673177420147
gu,2019-01-10,0.46469513207034
hi,2019-01-10,0.32451172508238
ia,2019-01-10,0.30968722575856
id,2019-01-10,0.36356518868563
il,2019-01-10,0.32550186767855
in,2019-01-10,0.32800744439535
ks,2019-01-10,0.322869021863
ky,2019-01-10,0.34181766831214
la,2019-01-10,0.3060232922808
ma,2019-01-10,0.32772183299546
md,2019-01-10,0.33750944870088
me,2019-01-10,0.36817269289592
mi,2019-01-10,0.34199636275429
mn,2019-01-10,0.30943818976638
mo,2019-01-10,0.31778130937885
mp,2019-01-10,0.40227309024797
ms,2019-01-10,0.26724136772569
mt,2019-01-10,0.33948151979343
nc,2019-01-10,0.32051307352838
nd,2019-01-10,0.32093395087034
ne,2019-01-10,0.31003029924973
nh,2019-01-10,0.32661125919422
nj,2019-01-10,0.3118285318607
nm,2019-01-10,0.37022193178219
nv,2019-01-10,0.37100313200806
ny,2019-01-10,0.35281255453537
oh,2019-01-10,0.34654352622797
ok,2019-01-10,0.30419930717515
or,2019-01-10,0.35893855754748
pa,2019-01-10,0.35485753688502
pr,2019-01-10,0.44796086445243
ri,2019-01-10,0.33938206165851
sc,2019-01-10,0.30311633762938
sd,2019-01-10,0.30550668552257
tn,2019-01-10,0.30773492311577
tx,2019-01-10,0.31593148896574
ut,2019-01-10,0.33194853715736
va,2019-01-10,0.33283025294065
vi,2019-01-10,0.3783485713527
vt,2019-01-10,0.38255763776629
wa,2019-01-10,0.35047764599765
wi,2019-01-10,0.34618172126278
wv,2019-01-10,0.37545492787155
wy,2019-01-10,0.35316115525485
ak,2019-01-11,0.3686769994154
al,2019-01-11,0.26855140327035
ar,2019-01-11,0.30243926228895
as,2019-01-11,0.43941440937121
az,2019-01-11,0.36094948432204
ca,2019-01-11,0.35091979090748
co,2019-01-11,0.3774023724326
ct,2019-01-11,0.31415606178356
dc,2019-01-11,0.29683386046241
de,2019-01-11,0.34517526034621
fl,2019-01-11,0.31851602936204
ga,2019-01-11,0.30113114510852
gu,2019-01-11,0.4311814673639
hi,2019-01-11,0.31630725325874
ia,2019-01-11,0.31153048668198
id,2019-01-11,0.35488135031244
il,2019-01-11,0.32999672988788
in,2019-01-11,0.32886255124015
ks,2019-01-11,0.3382364706548
ky,2019-01-11,0.33955308477072
la,2019-01-11,0.29459109638779
ma,2019-01-11,0.31746308551525
md,2019-01-11,0.329026846473
me,2019-01-11,0.34907573808348
mi,2019-01-11,0.33044527317576
mn,2019-01-11,0.30329995989652
mo,2019-01-11,0.35705629709527
mp,2019-01-11,0.37785780611149
ms,2019-01-11,0.26760773174528
mt,2019-01-11,0.33871228172393
nc,2019-01-11,0.32019083735014
nd,2019-01-11,0.31337161304705
ne,2019-01-11,0.32814748757172
nh,2019-01-11,0.32955448293866
nj,2019-01-11,0.31418956487763
nm,2019-01-11,0.38526655237658
nv,2019-01-11,0.37297131946993
ny,2019-01-11,0.34781060189831
oh,2019-01-11,0.34361367955795
ok,2019-01-11,0.31914281948728
or,2019-01-11,0.36203941012686
pa,2019-01-11,0.35211210978301
pr,2019-01-11,0.43576221445918
ri,2019-01-11,0.34420919926575
sc,2019-01-11,0.3073388240258
sd,2019-01-11,0.31178179481652
tn,2019-01-11,0.31515068358288
tx,2019-01-11,0.32573351373619
ut,2019-01-11,0.34302379749418
va,2019-01-11,0.33181998720205
vi,2019-01-11,0.37466723827709
vt,2019-01-11,0.37884210472822
wa,2019-01-11,0.34394203257144
wi,2019-01-11,0.33888599157693
wv,2019-01-11,0.36937739122085
wy,2019-01-11,0.36020387017845
ak,2019-01-12,0.43374909193132
al,2019-01-12,0.35549520061823
ar,2019-01-12,0.37262025774108
as,2019-01-12,0.46505642606795
az,2019-01-12,0.41458793526193
ca,2019-01-12,0.39823630985704
co,2019-01-12,0.40827931000242
ct,2019-01-12,0.36890636803663
dc,2019-01-12,0.37230300228165
de,2019-01-12,0.41362097840036
fl,2019-01-12,0.37079652611551
ga,2019-01-12,0.37054618432934
gu,2019-01-12,0.49377358662738
hi,2019-01-12,0.35446547024054
ia,2019-01-12,0.42563463652593
id,2019-01-12,0.4169030462762
il,2019-01-12,0.44577451346097
in,2019-01-12,0.46333748562137
ks,2019-01-12,0.4628267538401
ky,2019-01-12,0.43869064514869
la,2019-01-12,0.36220085731411
ma,2019-01-12,0.38461346734498
md,2019-01-12,0.41935205105166
me,2019-01-12,0.40931624030806
mi,2019-01-12,0.39575382401168
mn,2019-01-12,0.35940849352586
mo,2019-01-12,0.50680904342612
mp,2019-01-12,0.44509879519537
ms,2019-01-12,0.34676017429657
mt,2019-01-12,0.39155704805287
nc,2019-01-12,0.38736717548706
nd,2019-01-12,0.36310259387924
ne,2019-01-12,0.42757104755595
nh,2019-01-12,0.38848873376459
nj,2019-01-12,0.37636428750811
nm,2019-01-12,0.42713501257479
nv,2019-01-12,0.4176485010906
ny,2019-01-12,0.4079954015758
oh,2019-01-12,0.43965900920041
ok,2019-01-12,0.3761427990611
or,2019-01-12,0.40904579089353
pa,2019-01-12,0.41675829257187
pr,2019-01-12,0.45977224771854
ri,2019-01-12,0.40238774027997
sc,2019-01-12,0.37118388043254
sd,2019-01-12,0.36140871518604
tn,2019-01-12,0.38329975211121
tx,2019-01-12,0.37430985879984
ut,2019-01-12,0.38777523533234
va,2019-01-12,0.41617710913128
vi,2019-01-12,0.41449849301936
vt,2019-01-12,0.43094861887613
wa,2019-01-12,0.39464636898021
wi,2019-01-12,0.38946700723103
wv,2019-01-12,0.4564577431381
wy,2019-01-12,0.40496783973217
ak,2019-01-13,0.45341349243352
al,2019-01-13,0.36894436191981
ar,2019-01-13,0.37261486689473
as,2019-01-13,0.46264837051935
az,2019-01-13,0.44141625850603
ca,2019-01-13,0.42530449516888
co,2019-01-13,0.4343331398739
ct,2019-01-13,0.42078291845735
dc,2019-01-13,0.50716106304666
de,2019-01-13,0.53477348227282
fl,2019-01-13,0.39985959234066
ga,2019-01-13,0.39566526023982
gu,2019-01-13,0.50815609011047
hi,2019-01-13,0.36932171791658
ia,2019-01-13,0.41185668282652
id,2019-01-13,0.43605832434328
il,2019-01-13,0.43140368090881
in,2019-01-13,0.44489842312002
ks,2019-01-13,0.43060324150387
ky,2019-01-13,0.43927837572068
la,2019-01-13,0.37934091428254
ma,2019-01-13,0.42839901679885
md,2019-01-13,0.57986350833776
me,2019-01-13,0.45383568590554
mi,2019-01-13,0.42882086313662
mn,2019-01-13,0.39849369076122
mo,2019-01-13,0.45384625595693
mp,2019-01-13,0.42786822473539
ms,2019-01-13,0.34980242392345
mt,2019-01-13,0.4207270916453
nc,2019-01-13,0.44960651663344
nd,2019-01-13,0.41474695557753
ne,2019-01-13,0.4130742201474
nh,2019-01-13,0.43256371051345
nj,2019-01-13,0.4371479737311
nm,2019-01-13,0.4739134018687
nv,2019-01-13,0.44253536545757
ny,2019-01-13,0.44613638215751
oh,2019-01-13,0.46437786350609
ok,2019-01-13,0.40074175692034
or,2019-01-13,0.43587923494866
pa,2019-01-13,0.46931862921511
pr,2019-01-13,0.50079578242576
ri,2019-01-13,0.44274129439931
sc,2019-01-13,0.40656921505437
sd,2019-01-13,0.39316876043005
tn,2019-01-13,0.40162496897981
tx,2019-01-13,0.40404637314734
ut,2019-01-13,0.40832073925248
va,2019-01-13,0.54220208702951
vi,2019-01-13,0.45450739542632
vt,2019-01-13,0.4651921336877
wa,2019-01-13,0.42094713309139
wi,2019-01-13,0.42868992694674
wv,2019-01-13,0.49465275118824
wy,2019-01-13,0.437320340288
ak,2019-01-14,0.37567085345751
al,2019-01-14,0.30546682147313
ar,2019-01-14,0.29673210359078
as,2019-01-14,0.40477072620618
az,2019-01-14,0.37653059345587
ca,2019-01-14,0.35765854050092
co,2019-01-14,0.34925698356195
ct,2019-01-14,0.33116160847424
dc,2019-01-14,0.44789873518243
de,2019-01-14,0.38386979455587
fl,2019-01-14,0.33323187321303
ga,2019-01-14,0.31864867838675
gu,2019-01-14,0.43205676942093
hi,2019-01-14,0.31550304803117
ia,2019-01-14,0.33529740333222
id,2019-01-14,0.36731794324851
il,2019-01-14,0.341669593434
in,2019-01-14,0.34305055827314
ks,2019-01-14,0.33867156148847
ky,2019-01-14,0.35065052981545
la,2019-01-14,0.32131693267335
ma,2019-01-14,0.34516695301948
md,2019-01-14,0.44299792716259
me,2019-01-14,0.37103781792295
mi,2019-01-14,0.35528686186516
mn,2019-01-14,0.32845555159433
mo,2019-01-14,0.35408756192085
mp,2019-01-14,0.39280980575146
ms,2019-01-14,0.29022070324381
mt,2019-01-14,0.35778659861128
nc,2019-01-14,0.33879930833468
nd,2019-01-14,0.3190728260625
ne,2019-01-14,0.33438549947036
nh,2019-01-14,0.34617354724644
nj,2019-01-14,0.32816393546927
nm,2019-01-14,0.38383452961636
nv,2019-01-14,0.38930810621702
ny,2019-01-14,0.35780800685338
oh,2019-01-14,0.36073776333117
ok,2019-01-14,0.31424169572446
or,2019-01-14,0.36754930411666
pa,2019-01-14,0.36608808117045
pr,2019-01-14,0.42348160478821
ri,2019-01-14,0.3558933413775
sc,2019-01-14,0.31923642799973
sd,2019-01-14,0.31716437659936
tn,2019-01-14,0.32148471686775
tx,2019-01-14,0.32605544205439
ut,2019-01-14,0.34400644127048
va,2019-01-14,0.41432394139596
vi,2019-01-14,0.36267125730334
vt,2019-01-14,0.37803208738538
wa,2019-01-14,0.35337417887
wi,2019-01-14,0.35746315927664
wv,2019-01-14,0.39452933160883
wy,2019-01-14,0.35983645551653
ak,2019-01-15,0.40720144914515
al,2019-01-15,0.30400583700922
