geo_value,time_value,fb_illness
ut,2020-07-22,0.6847279
va,2020-07-22,0.6004051
vt,2020-07-22,0.3148775
wa,2020-07-22,0.3341468
wi,2020-07-22,0.5366923
wv,2020-07-22,0.6233772
wy,2020-07-22,0.5302697
ak,2020-07-23,0.3898607
al,2020-07-23,1.2524962
ar,2020-07-23,1.1469895
az,2020-07-23,0.8023943
ca,2020-07-23,0.7683878
co,2020-07-23,0.597758
ct,2020-07-23,0.3463898
dc,2020-07-23,0.2159258
de,2020-07-23,0.7980848
fl,2020-07-23,1.0821797
ga,2020-07-23,0.9004178
hi,2020-07-23,0.5208897
ia,2020-07-23,1.023597
id,2020-07-23,0.9899868
il,2020-07-23,0.4891881
in,2020-07-23,0.5081001
ks,2020-07-23,0.7969747
ky,2020-07-23,0.6429752
la,2020-07-23,1.2403553
ma,2020-07-23,0.3479778
md,2020-07-23,0.4902613
me,2020-07-23,0.4457537
mi,2020-07-23,0.4155938
mn,2020-07-23,0.3736007
mo,2020-07-23,0.587899
ms,2020-07-23,1.074509
mt,2020-07-23,0.5362908
nc,2020-07-23,0.678399
nd,2020-07-23,0.8106112
ne,2020-07-23,0.7579252
nh,2020-07-23,0.1581728
nj,2020-07-23,0.4017328
nm,2020-07-23,0.5885572
nv,2020-07-23,0.8678837
ny,2020-07-23,0.3562618
oh,2020-07-23,0.5627199
ok,2020-07-23,1.1355167
or,2020-07-23,0.3664993
pa,2020-07-23,0.4120803
pr,2020-07-23,0.0
ri,2020-07-23,0.505076
sc,2020-07-23,1.2298764
sd,2020-07-23,0.5610891
tn,2020-07-23,0.9353385
tx,2020-07-23,1.1856723
ut,2020-07-23,0.6625708
va,2020-07-23,0.6222942
vt,2020-07-23,0.3152202
wa,2020-07-23,0.3757691
wi,2020-07-23,0.5722621
wv,2020-07-23,0.6605453
wy,2020-07-23,0.6695823
ak,2020-07-24,0.4652866
al,2020-07-24,1.2163483
ar,2020-07-24,1.041314
az,2020-07-24,0.7772141
ca,2020-07-24,0.7744448
co,2020-07-24,0.5501381
ct,2020-07-24,0.3861802
dc,2020-07-24,0.2196265
de,2020-07-24,0.7591629
fl,2020-07-24,1.0680584
ga,2020-07-24,0.9362897
hi,2020-07-24,0.5477801
ia,2020-07-24,1.0339826
id,2020-07-24,1.1021807
il,2020-07-24,0.5214074
in,2020-07-24,0.5757765
ks,2020-07-24,0.8386339
ky,2020-07-24,0.5509615
la,2020-07-24,1.2277077
ma,2020-07-24,0.2954328
md,2020-07-24,0.5506969
me,2020-07-24,0.4121931
mi,2020-07-24,0.4553745
mn,2020-07-24,0.3701566
mo,2020-07-24,0.6181613
ms,2020-07-24,1.1617684
mt,2020-07-24,0.6661316
nc,2020-07-24,0.6450845
nd,2020-07-24,0.8737232
ne,2020-07-24,0.7326862
nh,2020-07-24,0.1189596
nj,2020-07-24,0.3895138
nm,2020-07-24,0.4831577
nv,2020-07-24,0.8586116
ny,2020-07-24,0.3713657
oh,2020-07-24,0.6343171
ok,2020-07-24,1.2705012
or,2020-07-24,0.4000061
pa,2020-07-24,0.4264206
pr,2020-07-24,0.0
ri,2020-07-24,0.5079261
sc,2020-07-24,1.2558274
sd,2020-07-24,0.521819
tn,2020-07-24,0.8769741
tx,2020-07-24,1.1506453
ut,2020-07-24,0.7032033
va,2020-07-24,0.527897
vt,2020-07-24,0.2046312
wa,2020-07-24,0.4083667
wi,2020-07-24,0.5551519
wv,2020-07-24,0.6931601
wy,2020-07-24,0.872973
ak,2020-07-25,0.5355379
al,2020-07-25,1.1391225
ar,2020-07-25,0.8384288
az,2020-07-25,0.8517313
ca,2020-07-25,0.8325427
co,2020-07-25,0.621226
ct,2020-07-25,0.2816748
dc,2020-07-25,0.1510283
de,2020-07-25,0.776398
fl,2020-07-25,1.018154
ga,2020-07-25,0.9858493
hi,2020-07-25,0.4580674
ia,2020-07-25,0.9940143
id,2020-07-25,1.033818
il,2020-07-25,0.5376575
in,2020-07-25,0.5266584
ks,2020-07-25,0.7603013
ky,2020-07-25,0.5910949
la,2020-07-25,1.3055702
ma,2020-07-25,0.3107837
md,2020-07-25,0.5151777
me,2020-07-25,0.5095527
mi,2020-07-25,0.4145466
mn,2020-07-25,0.4260485
mo,2020-07-25,0.6745192
ms,2020-07-25,1.2869668
mt,2020-07-25,0.5946503
nc,2020-07-25,0.6411821
nd,2020-07-25,1.0348642
ne,2020-07-25,0.7795275
nh,2020-07-25,0.2044777
nj,2020-07-25,0.3695282
nm,2020-07-25,0.5369655
nv,2020-07-25,0.7450462
ny,2020-07-25,0.3886052
oh,2020-07-25,0.6486037
ok,2020-07-25,1.2140495
or,2020-07-25,0.4088114
pa,2020-07-25,0.4077515
pr,2020-07-25,0.0
ri,2020-07-25,0.4057016
sc,2020-07-25,1.2023881
sd,2020-07-25,0.6190559
tn,2020-07-25,0.8577272
tx,2020-07-25,1.1084563
ut,2020-07-25,0.6561916
va,2020-07-25,0.5513162
vt,2020-07-25,0.2849794
wa,2020-07-25,0.4394855
wi,2020-07-25,0.5985373
wv,2020-07-25,0.6378359
wy,2020-07-25,1.10407
ak,2020-07-26,0.736736
al,2020-07-26,1.2008098
ar,2020-07-26,0.867975
az,2020-07-26,0.810118
ca,2020-07-26,0.8262473
co,2020-07-26,0.5093026
ct,2020-07-26,0.2608589
dc,2020-07-26,0.1313909
de,2020-07-26,0.7642789
fl,2020-07-26,0.9865058
ga,2020-07-26,1.0488178
hi,2020-07-26,0.5024199
ia,2020-07-26,0.9663396
id,2020-07-26,1.0354241
il,2020-07-26,0.5830313
in,2020-07-26,0.4889884
ks,2020-07-26,0.6390721
ky,2020-07-26,0.5245927
la,2020-07-26,1.2554906
ma,2020-07-26,0.2526957
md,2020-07-26,0.4700349
me,2020-07-26,0.3810095
mi,2020-07-26,0.4445235
mn,2020-07-26,0.4645547
mo,2020-07-26,0.6950536
ms,2020-07-26,1.2104293
mt,2020-07-26,0.7072011
nc,2020-07-26,0.6315984
nd,2020-07-26,0.8034352
ne,2020-07-26,0.7967713
nh,2020-07-26,0.1878539
nj,2020-07-26,0.3943195
nm,2020-07-26,0.4503556
nv,2020-07-26,0.6946249
ny,2020-07-26,0.3978886
oh,2020-07-26,0.6560865
ok,2020-07-26,1.0166268
or,2020-07-26,0.3901643
pa,2020-07-26,0.430612
pr,2020-07-26,0.2070236
ri,2020-07-26,0.4807185
sc,2020-07-26,1.1392709
sd,2020-07-26,0.5669336
tn,2020-07-26,0.8525638
tx,2020-07-26,1.1002686
ut,2020-07-26,0.6905085
va,2020-07-26,0.5149006
vt,2020-07-26,0.3775345
wa,2020-07-26,0.4463689
wi,2020-07-26,0.5941574
wv,2020-07-26,0.6634397
wy,2020-07-26,1.049186
ak,2020-07-27,0.6574077
al,2020-07-27,1.1477294
ar,2020-07-27,0.8218385
az,2020-07-27,0.7691028
ca,2020-07-27,0.8278409
co,2020-07-27,0.5106507
ct,2020-07-27,0.2723887
dc,2020-07-27,0.2477764
de,2020-07-27,0.8146076
fl,2020-07-27,1.0333476
ga,2020-07-27,1.1103659
hi,2020-07-27,0.4782074
ia,2020-07-27,0.9503939
id,2020-07-27,0.8949656
il,2020-07-27,0.590561
in,2020-07-27,0.4863012
ks,2020-07-27,0.5554292
ky,2020-07-27,0.4550925
la,2020-07-27,1.2640396
ma,2020-07-27,0.2682518
md,2020-07-27,0.4449495
me,2020-07-27,0.3106131
mi,2020-07-27,0.5316731
mn,2020-07-27,0.4424921
mo,2020-07-27,0.7166091
ms,2020-07-27,1.2796039
mt,2020-07-27,0.7067231
nc,2020-07-27,0.6394829
nd,2020-07-27,0.8659263
ne,2020-07-27,0.8172383
nh,2020-07-27,0.2667683
nj,2020-07-27,0.356884
nm,2020-07-27,0.5117262
nv,2020-07-27,0.7185591
ny,2020-07-27,0.3941037
oh,2020-07-27,0.6838334
ok,2020-07-27,0.9097523
or,2020-07-27,0.4616438
pa,2020-07-27,0.4387429
pr,2020-07-27,0.2220953
ri,2020-07-27,0.5528177
sc,2020-07-27,1.0772416
sd,2020-07-27,0.4592002
tn,2020-07-27,0.8722813
tx,2020-07-27,1.0526029
ut,2020-07-27,0.6719954
va,2020-07-27,0.5177452
vt,2020-07-27,0.4306649
wa,2020-07-27,0.4275455
wi,2020-07-27,0.5620663
wv,2020-07-27,0.6379795
wy,2020-07-27,0.8322005
ak,2020-07-28,0.4546247
al,2020-07-28,1.097978
ar,2020-07-28,0.8009615
az,2020-07-28,0.707207
ca,2020-07-28,0.8677366
co,2020-07-28,0.4697834
ct,2020-07-28,0.299198
dc,2020-07-28,0.2534039
de,2020-07-28,0.8253703
fl,2020-07-28,0.9871562
ga,2020-07-28,1.160437
hi,2020-07-28,0.2883237
ia,2020-07-28,0.9105477
id,2020-07-28,0.8354584
il,2020-07-28,0.5335776
in,2020-07-28,0.5341173
ks,2020-07-28,0.5591872
ky,2020-07-28,0.5404347
la,2020-07-28,1.2877262
ma,2020-07-28,0.2397875
md,2020-07-28,0.4250639
me,2020-07-28,0.277915
mi,2020-07-28,0.5475872
mn,2020-07-28,0.4687151
mo,2020-07-28,0.7207406
ms,2020-07-28,1.286678
mt,2020-07-28,0.6152277
nc,2020-07-28,0.6684485
nd,2020-07-28,1.0671542
ne,2020-07-28,0.7107182
nh,2020-07-28,0.2875968
nj,2020-07-28,0.3676544
nm,2020-07-28,0.5459939
nv,2020-07-28,0.6253629
ny,2020-07-28,0.4040797
oh,2020-07-28,0.6590823
ok,2020-07-28,1.0634417
or,2020-07-28,0.4330847
pa,2020-07-28,0.3726812
ri,2020-07-28,0.4939262
sc,2020-07-28,0.9432369
sd,2020-07-28,0.4015344
tn,2020-07-28,0.7936293
tx,2020-07-28,0.9967639
ut,2020-07-28,0.5829802
va,2020-07-28,0.5025642
vt,2020-07-28,0.4842583
wa,2020-07-28,0.454531
wi,2020-07-28,0.56916
wv,2020-07-28,0.5290918
wy,2020-07-28,0.8864928
ak,2020-07-29,0.6686565
al,2020-07-29,1.0805081
ar,2020-07-29,0.7280506
az,2020-07-29,0.7600403
ca,2020-07-29,0.8687958
co,2020-07-29,0.4574691
ct,2020-07-29,0.2187407
dc,2020-07-29,0.1218161
de,2020-07-29,0.7086851
fl,2020-07-29,0.9574817
ga,2020-07-29,1.2380831
hi,2020-07-29,0.2561757
ia,2020-07-29,0.8775109
id,2020-07-29,0.9874496
il,2020-07-29,0.5824638
in,2020-07-29,0.5622943
ks,2020-07-29,0.4945821
ky,2020-07-29,0.5388101
la,2020-07-29,1.2389419
ma,2020-07-29,0.2666991
md,2020-07-29,0.4033988
me,2020-07-29,0.1654375
mi,2020-07-29,0.5656822
mn,2020-07-29,0.4469849
mo,2020-07-29,0.7466664
ms,2020-07-29,1.2734668
mt,2020-07-29,0.692812
nc,2020-07-29,0.6847697
nd,2020-07-29,1.0725208
ne,2020-07-29,0.6394777
nh,2020-07-29,0.2885705
nj,2020-07-29,0.3949158
nm,2020-07-29,0.5142305
nv,2020-07-29,0.8241849
ny,2020-07-29,0.4169772
oh,2020-07-29,0.6001682
ok,2020-07-29,1.0153793
or,2020-07-29,0.4451914
pa,2020-07-29,0.3689528
ri,2020-07-29,0.4846317
sc,2020-07-29,0.9485926
sd,2020-07-29,0.5432852
tn,2020-07-29,0.8217208
tx,2020-07-29,1.0159232
ut,2020-07-29,0.5773754
va,2020-07-29,0.4585981
vt,2020-07-29,0.4061651
wa,2020-07-29,0.4380672
wi,2020-07-29,0.6307996
wv,2020-07-29,0.8640093
wy,2020-07-29,0.885239
ak,2020-07-30,0.8313443
al,2020-07-30,1.0859051
ar,2020-07-30,0.6357445
az,2020-07-30,0.6972292
ca,2020-07-30,0.8489582
co,2020-07-30,0.4864357
ct,2020-07-30,0.187306
dc,2020-07-30,0.1245813
de,2020-07-30,0.3451442
fl,2020-07-30,0.9416614
ga,2020-07-30,1.2949977
hi,2020-07-30,0.2324831
ia,2020-07-30,0.884548
id,2020-07-30,0.8154788
il,2020-07-30,0.5628883
in,2020-07-30,0.5961773
ks,2020-07-30,0.4568492
ky,2020-07-30,0.647318
la,2020-07-30,1.20969
ma,2020-07-30,0.2820429
md,2020-07-30,0.4006517
me,2020-07-30,0.1655436
mi,2020-07-30,0.582968
mn,2020-07-30,0.5376468
mo,2020-07-30,0.6515736
ms,2020-07-30,1.1993126
mt,2020-07-30,0.774826
nc,2020-07-30,0.704191
nd,2020-07-30,1.1426055
ne,2020-07-30,0.6129843
nh,2020-07-30,0.2911441
nj,2020-07-30,0.4257875
nm,2020-07-30,0.4932425
nv,2020-07-30,0.9222846
ny,2020-07-30,0.4047696
oh,2020-07-30,0.6376747
ok,2020-07-30,1.0206249
or,2020-07-30,0.4856959
pa,2020-07-30,0.3805567
pr,2020-07-30,0.2301005
ri,2020-07-30,0.4782471
sc,2020-07-30,0.8319457
sd,2020-07-30,0.5022009
tn,2020-07-30,0.7731366
tx,2020-07-30,1.009134
ut,2020-07-30,0.6385424
va,2020-07-30,0.4420457
vt,2020-07-30,0.5551645
wa,2020-07-30,0.4205544
wi,2020-07-30,0.5784468
wv,2020-07-30,0.8361606
wy,2020-07-30,0.7626861
ak,2020-07-31,0.8435953
al,2020-07-31,1.0894638
ar,2020-07-31,0.7423714
az,2020-07-31,0.7135897
ca,2020-07-31,0.8438118
co,2020-07-31,0.537381
ct,2020-07-31,0.1698016
dc,2020-07-31,0.1227108
de,2020-07-31,0.4141542
fl,2020-07-31,0.9256724
ga,2020-07-31,1.3340186
hi,2020-07-31,0.2016497
ia,2020-07-31,0.8399653
id,2020-07-31,0.816053
il,2020-07-31,0.5648098
in,2020-07-31,0.6250325
ks,2020-07-31,0.4184149
ky,2020-07-31,0.7878469
la,2020-07-31,1.2361352
ma,2020-07-31,0.3050724
md,2020-07-31,0.3517423
me,2020-07-31,0.1572364
mi,2020-07-31,0.5583497
mn,2020-07-31,0.6106821
mo,2020-07-31,0.5454424
ms,2020-07-31,1.2862236
mt,2020-07-31,0.6987067
nc,2020-07-31,0.6843533
nd,2020-07-31,1.1682367
ne,2020-07-31,0.6225454
nh,2020-07-31,0.3885575
nj,2020-07-31,0.4526098
nm,2020-07-31,0.4776958
nv,2020-07-31,0.7997976
ny,2020-07-31,0.3984943
oh,2020-07-31,0.6472747
ok,2020-07-31,0.8917998
or,2020-07-31,0.5525259
pa,2020-07-31,0.4410937
pr,2020-07-31,0.2190838
ri,2020-07-31,0.4594532
sc,2020-07-31,0.8885416
sd,2020-07-31,0.560277
tn,2020-07-31,0.8808182
tx,2020-07-31,0.997855
ut,2020-07-31,0.5751003
va,2020-07-31,0.4539483
vt,2020-07-31,0.5976164
wa,2020-07-31,0.3993483
wi,2020-07-31,0.5790203
wv,2020-07-31,0.7717538
wy,2020-07-31,0.7954486
ak,2020-08-01,1.0568517
al,2020-08-01,1.1083994
ar,2020-08-01,0.8382818
az,2020-08-01,0.6404132
ca,2020-08-01,0.8469196
co,2020-08-01,0.4803319
ct,2020-08-01,0.1974261
dc,2020-08-01,0.1446152
de,2020-08-01,0.3055583
fl,2020-08-01,0.924147
ga,2020-08-01,1.3425627
hi,2020-08-01,0.263395
ia,2020-08-01,0.7548995
id,2020-08-01,0.8831513
il,2020-08-01,0.5670463
in,2020-08-01,0.7002282
ks,2020-08-01,0.3414799
ky,2020-08-01,0.8489385
la,2020-08-01,1.0861025
ma,2020-08-01,0.3043724
md,2020-08-01,0.2998132
me,2020-08-01,0.0532042
mi,2020-08-01,0.550009
mn,2020-08-01,0.6470602
mo,2020-08-01,0.5263712
ms,2020-08-01,1.1379836
mt,2020-08-01,0.7886378
nc,2020-08-01,0.6476354
nd,2020-08-01,1.090799
ne,2020-08-01,0.7064318
nh,2020-08-01,0.3483865
nj,2020-08-01,0.464271
nm,2020-08-01,0.3529185
nv,2020-08-01,0.8961259
ny,2020-08-01,0.3812585
oh,2020-08-01,0.6302263
ok,2020-08-01,0.9862311
or,2020-08-01,0.5216122
pa,2020-08-01,0.4594093
pr,2020-08-01,0.2380011
ri,2020-08-01,0.4160783
sc,2020-08-01,0.8702347
sd,2020-08-01,0.4479952
tn,2020-08-01,0.9250769
tx,2020-08-01,1.0206408
ut,2020-08-01,0.5937638
va,2020-08-01,0.4390147
vt,2020-08-01,0.4860605
wa,2020-08-01,0.3442247
wi,2020-08-01,0.528058
wv,2020-08-01,0.8193937
wy,2020-08-01,0.5448511
ak,2020-08-02,0.9855409
al,2020-08-02,1.1411566
ar,2020-08-02,0.8033026
az,2020-08-02,0.6408494
ca,2020-08-02,0.824386
co,2020-08-02,0.5051082
ct,2020-08-02,0.2414881
dc,2020-08-02,0.1442629
de,2020-08-02,0.4560309
fl,2020-08-02,0.9237728
ga,2020-08-02,1.3140541
hi,2020-08-02,0.2223144
ia,2020-08-02,0.750752
id,2020-08-02,0.8313487
il,2020-08-02,0.562175
in,2020-08-02,0.7461074
ks,2020-08-02,0.352889
ky,2020-08-02,0.9054376
la,2020-08-02,1.1559605
ma,2020-08-02,0.3540642
md,2020-08-02,0.3499069
me,2020-08-02,0.0929334
mi,2020-08-02,0.5964136
mn,2020-08-02,0.575325
mo,2020-08-02,0.6159299
ms,2020-08-02,1.1492254
mt,2020-08-02,0.7918677
nc,2020-08-02,0.6678801
nd,2020-08-02,1.2386529
ne,2020-08-02,0.8113367
nh,2020-08-02,0.3480836
nj,2020-08-02,0.3522124
nm,2020-08-02,0.4187992
nv,2020-08-02,0.9826283
ny,2020-08-02,0.4187041
oh,2020-08-02,0.6102444
ok,2020-08-02,1.0128298
or,2020-08-02,0.4974991
pa,2020-08-02,0.4479299
ri,2020-08-02,0.3959327
sc,2020-08-02,0.8969607
sd,2020-08-02,0.6042599
tn,2020-08-02,0.9050012
tx,2020-08-02,1.0353023
ut,2020-08-02,0.6157952
va,2020-08-02,0.440425
vt,2020-08-02,0.3919867
wa,2020-08-02,0.3215893
wi,2020-08-02,0.5511021
wv,2020-08-02,0.7541575
wy,2020-08-02,0.5140532
ak,2020-08-03,1.1023702
al,2020-08-03,1.1071529
ar,2020-08-03,0.8635759
az,2020-08-03,0.6393721
ca,2020-08-03,0.8455388
co,2020-08-03,0.4874267
ct,2020-08-03,0.2226228
dc,2020-08-03,0.1225113
de,2020-08-03,0.4261777
fl,2020-08-03,0.897621
ga,2020-08-03,1.228449
hi,2020-08-03,0.1687142
ia,2020-08-03,0.7869002
id,2020-08-03,0.9947356
il,2020-08-03,0.5326354
in,2020-08-03,0.8168229
ks,2020-08-03,0.4007741
ky,2020-08-03,0.9423214
la,2020-08-03,1.0732982
ma,2020-08-03,0.3989565
md,2020-08-03,0.3306266
me,2020-08-03,0.1266814
mi,2020-08-03,0.5230976
mn,2020-08-03,0.5966561
mo,2020-08-03,0.5604996
ms,2020-08-03,1.2008723
mt,2020-08-03,0.8311741
nc,2020-08-03,0.6984037
nd,2020-08-03,0.9920045
ne,2020-08-03,0.7147757
nh,2020-08-03,0.2759664
nj,2020-08-03,0.3295531
nm,2020-08-03,0.4337789
nv,2020-08-03,1.064288
ny,2020-08-03,0.392914
oh,2020-08-03,0.5958492
ok,2020-08-03,0.9904814
or,2020-08-03,0.4287498
pa,2020-08-03,0.4687354
pr,2020-08-03,0.0
ri,2020-08-03,0.2819684
sc,2020-08-03,1.0093609
sd,2020-08-03,0.9325538
tn,2020-08-03,0.8211413
tx,2020-08-03,1.0523959
ut,2020-08-03,0.6382717
va,2020-08-03,0.4492382
vt,2020-08-03,0.3963485
wa,2020-08-03,0.3121326
wi,2020-08-03,0.5140698
wv,2020-08-03,0.7062812
wy,2020-08-03,0.5387182
ak,2020-08-04,1.0997113
al,2020-08-04,1.1125264
ar,2020-08-04,0.9178612
az,2020-08-04,0.678099
ca,2020-08-04,0.7867164
co,2020-08-04,0.526095
ct,2020-08-04,0.19086
dc,2020-08-04,0.2774786
de,2020-08-04,0.4062946
fl,2020-08-04,0.8962801
ga,2020-08-04,1.2159947
hi,2020-08-04,0.1943892
ia,2020-08-04,0.7970145
id,2020-08-04,0.9308041
il,2020-08-04,0.547797
in,2020-08-04,0.8674667
ks,2020-08-04,0.3938669
ky,2020-08-04,0.8859392
la,2020-08-04,1.0153102
ma,2020-08-04,0.3857849
md,2020-08-04,0.3734046
me,2020-08-04,0.1879464
mi,2020-08-04,0.5113327
mn,2020-08-04,0.5983752
mo,2020-08-04,0.5427528
ms,2020-08-04,1.176688
mt,2020-08-04,0.8549075
nc,2020-08-04,0.6521448
nd,2020-08-04,0.6914446
ne,2020-08-04,0.6512231
nh,2020-08-04,0.3093008
nj,2020-08-04,0.3359362
nm,2020-08-04,0.3828873
nv,2020-08-04,1.0182886
ny,2020-08-04,0.3816839
oh,2020-08-04,0.6245086
ok,2020-08-04,0.9545308
or,2020-08-04,0.5284689
pa,2020-08-04,0.4869342
ri,2020-08-04,0.3293329
sc,2020-08-04,1.0159747
sd,2020-08-04,0.8728528
tn,2020-08-04,0.7902087
tx,2020-08-04,1.0365548
ut,2020-08-04,0.7822624
va,2020-08-04,0.4329041
vt,2020-08-04,0.3161029
wa,2020-08-04,0.3415689
wi,2020-08-04,0.4800364
wv,2020-08-04,0.825238
wy,2020-08-04,0.5089722
ak,2020-08-05,0.9041814
al,2020-08-05,1.1276527
ar,2020-08-05,0.9980112
az,2020-08-05,0.68583
ca,2020-08-05,0.7838038
co,2020-08-05,0.5208372
ct,2020-08-05,0.2078185
dc,2020-08-05,0.2748982
de,2020-08-05,0.4020644
fl,2020-08-05,0.9254495
ga,2020-08-05,1.1208538
hi,2020-08-05,0.2115241
ia,2020-08-05,0.8609863
id,2020-08-05,0.7340063
il,2020-08-05,0.5011432
in,2020-08-05,0.8541089
ks,2020-08-05,0.4723403
ky,2020-08-05,0.898125
la,2020-08-05,1.0366844
ma,2020-08-05,0.3074667
md,2020-08-05,0.393138
me,2020-08-05,0.2203412
mi,2020-08-05,0.4721403
mn,2020-08-05,0.5588593
mo,2020-08-05,0.550608
ms,2020-08-05,1.1869074
mt,2020-08-05,0.7776139
nc,2020-08-05,0.5856376
nd,2020-08-05,0.7128651
ne,2020-08-05,0.9477812
nh,2020-08-05,0.3085277
nj,2020-08-05,0.3157271
nm,2020-08-05,0.3813648
nv,2020-08-05,1.0929362
ny,2020-08-05,0.3938713
oh,2020-08-05,0.6434291
ok,2020-08-05,0.8646373
or,2020-08-05,0.525511
pa,2020-08-05,0.4971416
pr,2020-08-05,0.0
ri,2020-08-05,0.3207713
sc,2020-08-05,0.9165514
sd,2020-08-05,0.7187582
tn,2020-08-05,0.8939741
tx,2020-08-05,1.006185
ut,2020-08-05,0.8290327
va,2020-08-05,0.4221025
vt,2020-08-05,0.2987782
wa,2020-08-05,0.4054562
wi,2020-08-05,0.4333374
wv,2020-08-05,0.5191462
wy,2020-08-05,0.6438622
ak,2020-08-06,0.7826499
al,2020-08-06,1.065133
ar,2020-08-06,1.1028679
az,2020-08-06,0.7215645
ca,2020-08-06,0.7817099
co,2020-08-06,0.5832586
ct,2020-08-06,0.2242957
dc,2020-08-06,0.2725682
de,2020-08-06,0.362368
fl,2020-08-06,0.9447515
ga,2020-08-06,1.1088274
hi,2020-08-06,0.2584828
ia,2020-08-06,0.7715905
id,2020-08-06,0.7833685
il,2020-08-06,0.4982625
in,2020-08-06,0.9290048
ks,2020-08-06,0.541107
ky,2020-08-06,0.8458169
la,2020-08-06,1.0035923
ma,2020-08-06,0.3162541
md,2020-08-06,0.4391224
me,2020-08-06,0.300024
mi,2020-08-06,0.4413513
mn,2020-08-06,0.5317886
mo,2020-08-06,0.6207042
ms,2020-08-06,1.0927307
mt,2020-08-06,0.6635586
nc,2020-08-06,0.5782402
nd,2020-08-06,0.6280216
ne,2020-08-06,1.0023747
nh,2020-08-06,0.2666909
nj,2020-08-06,0.2792514
nm,2020-08-06,0.4159054
nv,2020-08-06,1.0458397
ny,2020-08-06,0.3879181
oh,2020-08-06,0.6110709
ok,2020-08-06,0.8882037
or,2020-08-06,0.5747542
pa,2020-08-06,0.5203421
pr,2020-08-06,0.0
ri,2020-08-06,0.3642268
sc,2020-08-06,0.9711325
sd,2020-08-06,0.9392143
tn,2020-08-06,0.9493979
tx,2020-08-06,1.0213101
ut,2020-08-06,0.8191052
va,2020-08-06,0.4557503
vt,2020-08-06,0.1531192
wa,2020-08-06,0.4654887
wi,2020-08-06,0.4453862
wv,2020-08-06,0.5038934
wy,2020-08-06,0.7006872
ak,2020-08-07,0.732114
al,2020-08-07,1.0510379
ar,2020-08-07,1.0604984
az,2020-08-07,0.698554
ca,2020-08-07,0.7832505
co,2020-08-07,0.6270601
ct,2020-08-07,0.2111051
dc,2020-08-07,0.3256255
de,2020-08-07,0.2629057
fl,2020-08-07,0.9974119
ga,2020-08-07,0.9751355
hi,2020-08-07,0.2759707
ia,2020-08-07,0.7654658
id,2020-08-07,0.6474776
il,2020-08-07,0.4710047
in,2020-08-07,0.8420043
ks,2020-08-07,0.5092639
ky,2020-08-07,0.7763009
la,2020-08-07,1.0018103
ma,2020-08-07,0.383497
md,2020-08-07,0.4707205
me,2020-08-07,0.32192
mi,2020-08-07,0.4399499
mn,2020-08-07,0.5059084
mo,2020-08-07,0.6233129
ms,2020-08-07,0.9468118
mt,2020-08-07,0.682989
nc,2020-08-07,0.5343144
nd,2020-08-07,0.5451898
ne,2020-08-07,1.0171904
nh,2020-08-07,0.1991126
nj,2020-08-07,0.2769778
nm,2020-08-07,0.445712
nv,2020-08-07,1.2096323
ny,2020-08-07,0.4109492
oh,2020-08-07,0.5220895
ok,2020-08-07,1.1020994
or,2020-08-07,0.4906034
pa,2020-08-07,0.4628536
ri,2020-08-07,0.4013224
sc,2020-08-07,0.889101
sd,2020-08-07,0.998589
tn,2020-08-07,0.88282
tx,2020-08-07,1.0303667
ut,2020-08-07,0.8468443
va,2020-08-07,0.4706928
vt,2020-08-07,0.1470537
wa,2020-08-07,0.4368961
wi,2020-08-07,0.5122186
wv,2020-08-07,0.5671577
wy,2020-08-07,0.5422733
ak,2020-08-08,0.4202425
al,2020-08-08,1.0681951
ar,2020-08-08,0.9616716
az,2020-08-08,0.7353853
ca,2020-08-08,0.7521917
co,2020-08-08,0.5978251
ct,2020-08-08,0.2201497
dc,2020-08-08,0.3052314
de,2020-08-08,0.246876
fl,2020-08-08,1.0312905
ga,2020-08-08,0.9230013
hi,2020-08-08,0.2132581
ia,2020-08-08,0.8379764
id,2020-08-08,0.6666802
il,2020-08-08,0.4128289
in,2020-08-08,0.833025
ks,2020-08-08,0.6035504
ky,2020-08-08,0.7423022
la,2020-08-08,0.9792163
ma,2020-08-08,0.3463974
md,2020-08-08,0.5099174
me,2020-08-08,0.4322575
mi,2020-08-08,0.4742129
mn,2020-08-08,0.4385797
mo,2020-08-08,0.6110013
ms,2020-08-08,1.1167856
mt,2020-08-08,0.6480865
nc,2020-08-08,0.5214596
nd,2020-08-08,0.5572217
ne,2020-08-08,0.9309692
nh,2020-08-08,0.2311719
nj,2020-08-08,0.2527369
nm,2020-08-08,0.4899031
nv,2020-08-08,1.056773
ny,2020-08-08,0.4473109
oh,2020-08-08,0.5449993
ok,2020-08-08,0.9707301
or,2020-08-08,0.5152496
pa,2020-08-08,0.4876646
ri,2020-08-08,0.3409996
sc,2020-08-08,0.8832976
sd,2020-08-08,0.9757569
tn,2020-08-08,0.8321803
tx,2020-08-08,1.0141598
ut,2020-08-08,0.8401906
va,2020-08-08,0.4393422
vt,2020-08-08,0.4245741
wa,2020-08-08,0.5437768
wi,2020-08-08,0.5838124
wv,2020-08-08,0.6735511
wy,2020-08-08,0.6211152
ak,2020-08-09,0.2647733
al,2020-08-09,1.0167128
ar,2020-08-09,1.0433439
az,2020-08-09,0.6694874
ca,2020-08-09,0.7621107
co,2020-08-09,0.595085
ct,2020-08-09,0.2025233
dc,2020-08-09,0.411797
