geo_value,time_value,fb_illness
in,2020-06-01,0.5911606
ks,2020-06-01,0.3737375
ky,2020-06-01,0.3988203
la,2020-06-01,0.5175527
ma,2020-06-01,0.2974748
md,2020-06-01,0.7695837
me,2020-06-01,0.213036
mi,2020-06-01,0.3757288
mn,2020-06-01,0.5456411
mo,2020-06-01,0.5292927
ms,2020-06-01,0.742736
mt,2020-06-01,0.4706933
nc,2020-06-01,0.404208
nd,2020-06-01,0.5207566
ne,2020-06-01,0.6019806
nh,2020-06-01,0.2967574
nj,2020-06-01,0.4702916
nm,2020-06-01,0.3260192
nv,2020-06-01,0.4781086
ny,2020-06-01,0.4284174
oh,2020-06-01,0.3824515
ok,2020-06-01,0.5525486
or,2020-06-01,0.4072346
pa,2020-06-01,0.326023
pr,2020-06-01,0.0
ri,2020-06-01,0.5184937
sc,2020-06-01,0.3658688
sd,2020-06-01,0.3668175
tn,2020-06-01,0.4513955
tx,2020-06-01,0.4442807
ut,2020-06-01,0.4646116
va,2020-06-01,0.5859557
vt,2020-06-01,0.1652535
wa,2020-06-01,0.3715893
wi,2020-06-01,0.4350148
wv,2020-06-01,0.4711822
wy,2020-06-01,0.7307179
ak,2020-06-02,0.5902121
al,2020-06-02,0.5208391
ar,2020-06-02,0.7541494
az,2020-06-02,0.6008288
ca,2020-06-02,0.3460237
co,2020-06-02,0.482631
ct,2020-06-02,0.3937894
dc,2020-06-02,0.364781
de,2020-06-02,0.4406283
fl,2020-06-02,0.4072494
ga,2020-06-02,0.4563604
hi,2020-06-02,0.2086626
ia,2020-06-02,0.5776761
id,2020-06-02,0.580244
il,2020-06-02,0.4638521
in,2020-06-02,0.6463597
ks,2020-06-02,0.3547977
ky,2020-06-02,0.3935629
la,2020-06-02,0.5567365
ma,2020-06-02,0.2865391
md,2020-06-02,0.6860676
me,2020-06-02,0.2531718
mi,2020-06-02,0.3469027
mn,2020-06-02,0.5675082
mo,2020-06-02,0.6013465
ms,2020-06-02,0.7728139
mt,2020-06-02,0.4944295
nc,2020-06-02,0.3838036
nd,2020-06-02,0.5901697
ne,2020-06-02,0.7046704
nh,2020-06-02,0.2922785
nj,2020-06-02,0.4617888
nm,2020-06-02,0.36372
nv,2020-06-02,0.5259398
ny,2020-06-02,0.4303414
oh,2020-06-02,0.432786
ok,2020-06-02,0.570845
or,2020-06-02,0.3552247
pa,2020-06-02,0.3602644
pr,2020-06-02,0.5766197
ri,2020-06-02,0.4735899
sc,2020-06-02,0.347449
sd,2020-06-02,0.4157598
tn,2020-06-02,0.5134347
tx,2020-06-02,0.4583478
ut,2020-06-02,0.6499134
va,2020-06-02,0.5988871
vt,2020-06-02,0.1820223
wa,2020-06-02,0.3195968
wi,2020-06-02,0.4420269
wv,2020-06-02,0.5154088
wy,2020-06-02,0.691848
ak,2020-06-03,0.5691027
al,2020-06-03,0.4881933
ar,2020-06-03,0.8231916
az,2020-06-03,0.5907202
ca,2020-06-03,0.3451428
co,2020-06-03,0.4760701
ct,2020-06-03,0.3813946
dc,2020-06-03,0.3666525
de,2020-06-03,0.3943679
fl,2020-06-03,0.4036973
ga,2020-06-03,0.4554572
hi,2020-06-03,0.1809669
ia,2020-06-03,0.5864573
id,2020-06-03,0.5294927
il,2020-06-03,0.4433169
in,2020-06-03,0.6685732
ks,2020-06-03,0.343027
ky,2020-06-03,0.3945572
la,2020-06-03,0.5320051
ma,2020-06-03,0.2825923
md,2020-06-03,0.6557128
me,2020-06-03,0.3102585
mi,2020-06-03,0.3690525
mn,2020-06-03,0.5361806
mo,2020-06-03,0.6096645
ms,2020-06-03,0.7095348
mt,2020-06-03,0.3977286
nc,2020-06-03,0.4145182
nd,2020-06-03,0.5091665
ne,2020-06-03,0.7079021
nh,2020-06-03,0.3565337
nj,2020-06-03,0.4214446
nm,2020-06-03,0.3419144
nv,2020-06-03,0.575335
ny,2020-06-03,0.4079471
oh,2020-06-03,0.4351658
ok,2020-06-03,0.5860379
or,2020-06-03,0.2762774
pa,2020-06-03,0.4064407
pr,2020-06-03,0.5136791
ri,2020-06-03,0.4103076
sc,2020-06-03,0.3832013
sd,2020-06-03,0.4237021
tn,2020-06-03,0.5138868
tx,2020-06-03,0.4672084
ut,2020-06-03,0.6402984
va,2020-06-03,0.5930741
vt,2020-06-03,0.1958361
wa,2020-06-03,0.3584801
wi,2020-06-03,0.4307108
wv,2020-06-03,0.4788792
wy,2020-06-03,0.7551616
ak,2020-06-04,0.4259696
al,2020-06-04,0.5113135
ar,2020-06-04,0.857652
az,2020-06-04,0.562828
ca,2020-06-04,0.3612982
co,2020-06-04,0.4548912
ct,2020-06-04,0.3548911
dc,2020-06-04,0.2946592
de,2020-06-04,0.4116579
fl,2020-06-04,0.3985056
ga,2020-06-04,0.4741904
hi,2020-06-04,0.3009385
ia,2020-06-04,0.5528809
id,2020-06-04,0.4796844
il,2020-06-04,0.4101544
in,2020-06-04,0.6776562
ks,2020-06-04,0.3314359
ky,2020-06-04,0.4141631
la,2020-06-04,0.5919865
ma,2020-06-04,0.3125153
md,2020-06-04,0.6706288
me,2020-06-04,0.2684363
mi,2020-06-04,0.4003817
mn,2020-06-04,0.5158024
mo,2020-06-04,0.5739799
ms,2020-06-04,0.5578282
mt,2020-06-04,0.4608433
nc,2020-06-04,0.4225358
nd,2020-06-04,0.5962708
ne,2020-06-04,0.7235657
nh,2020-06-04,0.3888018
nj,2020-06-04,0.3906541
nm,2020-06-04,0.3435857
nv,2020-06-04,0.5563
ny,2020-06-04,0.4519288
oh,2020-06-04,0.4342498
ok,2020-06-04,0.6558627
or,2020-06-04,0.2730126
pa,2020-06-04,0.4123001
pr,2020-06-04,0.5240104
ri,2020-06-04,0.5906205
sc,2020-06-04,0.3810184
sd,2020-06-04,0.3698425
tn,2020-06-04,0.5617135
tx,2020-06-04,0.5015304
ut,2020-06-04,0.7055348
va,2020-06-04,0.5630791
vt,2020-06-04,0.2714168
wa,2020-06-04,0.3619362
wi,2020-06-04,0.448927
wv,2020-06-04,0.5320841
wy,2020-06-04,0.7306539
ak,2020-06-05,0.3459176
al,2020-06-05,0.5484749
ar,2020-06-05,0.8419333
az,2020-06-05,0.613982
ca,2020-06-05,0.3711031
co,2020-06-05,0.4450491
ct,2020-06-05,0.3243687
dc,2020-06-05,0.2840908
de,2020-06-05,0.4438096
fl,2020-06-05,0.3850281
ga,2020-06-05,0.477721
hi,2020-06-05,0.2544217
ia,2020-06-05,0.5288187
id,2020-06-05,0.532625
il,2020-06-05,0.4191891
in,2020-06-05,0.6121007
ks,2020-06-05,0.4450664
ky,2020-06-05,0.3813299
la,2020-06-05,0.5992442
ma,2020-06-05,0.2843991
md,2020-06-05,0.6788831
me,2020-06-05,0.289098
mi,2020-06-05,0.3819142
mn,2020-06-05,0.5347969
mo,2020-06-05,0.6340082
ms,2020-06-05,0.5432256
mt,2020-06-05,0.3579672
nc,2020-06-05,0.416101
nd,2020-06-05,0.8028165
ne,2020-06-05,0.700184
nh,2020-06-05,0.387099
nj,2020-06-05,0.3579622
nm,2020-06-05,0.3821394
nv,2020-06-05,0.5741706
ny,2020-06-05,0.4702831
oh,2020-06-05,0.4240633
ok,2020-06-05,0.6276911
or,2020-06-05,0.2802705
pa,2020-06-05,0.3853685
pr,2020-06-05,0.5708072
ri,2020-06-05,0.5322383
sc,2020-06-05,0.5149655
sd,2020-06-05,0.338794
tn,2020-06-05,0.5617109
tx,2020-06-05,0.4531092
ut,2020-06-05,0.6788835
va,2020-06-05,0.5257558
vt,2020-06-05,0.2538533
wa,2020-06-05,0.3288273
wi,2020-06-05,0.3817194
wv,2020-06-05,0.5446755
wy,2020-06-05,0.593492
ak,2020-06-06,0.3910827
al,2020-06-06,0.636454
ar,2020-06-06,0.8734817
az,2020-06-06,0.6250856
ca,2020-06-06,0.4134561
co,2020-06-06,0.4944279
ct,2020-06-06,0.3129039
dc,2020-06-06,0.2677398
de,2020-06-06,0.457729
fl,2020-06-06,0.3863624
ga,2020-06-06,0.4123883
hi,2020-06-06,0.3268264
ia,2020-06-06,0.4834083
id,2020-06-06,0.4693011
il,2020-06-06,0.4650499
in,2020-06-06,0.6548904
ks,2020-06-06,0.4284596
ky,2020-06-06,0.3167898
la,2020-06-06,0.5377203
ma,2020-06-06,0.2543615
md,2020-06-06,0.6827504
me,2020-06-06,0.2684467
mi,2020-06-06,0.3981919
mn,2020-06-06,0.5841331
mo,2020-06-06,0.6362191
ms,2020-06-06,0.6403567
mt,2020-06-06,0.311949
nc,2020-06-06,0.3953516
nd,2020-06-06,0.8219701
ne,2020-06-06,0.7190143
nh,2020-06-06,0.3939281
nj,2020-06-06,0.3699336
nm,2020-06-06,0.407871
nv,2020-06-06,0.6654016
ny,2020-06-06,0.4788059
oh,2020-06-06,0.4447422
ok,2020-06-06,0.5617471
or,2020-06-06,0.2634078
pa,2020-06-06,0.3928824
pr,2020-06-06,0.6075511
ri,2020-06-06,0.404259
sc,2020-06-06,0.5577851
sd,2020-06-06,0.4070026
tn,2020-06-06,0.5985366
tx,2020-06-06,0.4655193
ut,2020-06-06,0.7441087
va,2020-06-06,0.4840224
vt,2020-06-06,0.2830964
wa,2020-06-06,0.407503
wi,2020-06-06,0.3533371
wv,2020-06-06,0.4915537
wy,2020-06-06,0.6605117
ak,2020-06-07,0.5540089
al,2020-06-07,0.6318751
ar,2020-06-07,0.8702011
az,2020-06-07,0.6361451
ca,2020-06-07,0.4224672
co,2020-06-07,0.5024394
ct,2020-06-07,0.3393571
dc,2020-06-07,0.6016558
de,2020-06-07,0.4128874
fl,2020-06-07,0.4120602
ga,2020-06-07,0.461804
hi,2020-06-07,0.3566593
ia,2020-06-07,0.5032623
id,2020-06-07,0.3238786
il,2020-06-07,0.4695678
in,2020-06-07,0.6936373
ks,2020-06-07,0.4502618
ky,2020-06-07,0.3557569
la,2020-06-07,0.6321306
ma,2020-06-07,0.2809081
md,2020-06-07,0.7423641
me,2020-06-07,0.242569
mi,2020-06-07,0.4032033
mn,2020-06-07,0.5415522
mo,2020-06-07,0.6801025
ms,2020-06-07,0.6696724
mt,2020-06-07,0.2926899
nc,2020-06-07,0.418045
nd,2020-06-07,0.8125746
ne,2020-06-07,0.7029831
nh,2020-06-07,0.2705077
nj,2020-06-07,0.40327
nm,2020-06-07,0.3898538
nv,2020-06-07,0.5581377
ny,2020-06-07,0.4725545
oh,2020-06-07,0.4279701
ok,2020-06-07,0.5502047
or,2020-06-07,0.2778501
pa,2020-06-07,0.3623081
pr,2020-06-07,0.6495714
ri,2020-06-07,0.4165212
sc,2020-06-07,0.5584945
sd,2020-06-07,0.5236387
tn,2020-06-07,0.6477372
tx,2020-06-07,0.4580724
ut,2020-06-07,0.6469273
va,2020-06-07,0.4609779
vt,2020-06-07,0.2372175
wa,2020-06-07,0.4036367
wi,2020-06-07,0.3093214
wv,2020-06-07,0.4352283
wy,2020-06-07,0.7572981
ak,2020-06-08,0.5805766
al,2020-06-08,0.603398
ar,2020-06-08,0.8821022
az,2020-06-08,0.6021287
ca,2020-06-08,0.4181144
co,2020-06-08,0.5091827
ct,2020-06-08,0.3818836
dc,2020-06-08,0.4513185
de,2020-06-08,0.3271922
fl,2020-06-08,0.4270489
ga,2020-06-08,0.4702155
hi,2020-06-08,0.3695751
ia,2020-06-08,0.5842861
id,2020-06-08,0.2568064
il,2020-06-08,0.4597857
in,2020-06-08,0.6706172
ks,2020-06-08,0.4978397
ky,2020-06-08,0.387545
la,2020-06-08,0.7188698
ma,2020-06-08,0.3421648
md,2020-06-08,0.641492
me,2020-06-08,0.347026
mi,2020-06-08,0.4196017
mn,2020-06-08,0.4737364
mo,2020-06-08,0.5852729
ms,2020-06-08,0.6550618
mt,2020-06-08,0.2587938
nc,2020-06-08,0.3966424
nd,2020-06-08,0.7760469
ne,2020-06-08,0.6935766
nh,2020-06-08,0.3196061
nj,2020-06-08,0.3808974
nm,2020-06-08,0.3545258
nv,2020-06-08,0.5007894
ny,2020-06-08,0.447793
oh,2020-06-08,0.4278556
ok,2020-06-08,0.4967734
or,2020-06-08,0.2480287
pa,2020-06-08,0.3539786
pr,2020-06-08,0.7177205
ri,2020-06-08,0.3886526
sc,2020-06-08,0.5462739
sd,2020-06-08,0.6012462
tn,2020-06-08,0.5898831
tx,2020-06-08,0.4484637
ut,2020-06-08,0.5421249
va,2020-06-08,0.4484269
vt,2020-06-08,0.1758041
wa,2020-06-08,0.3744311
wi,2020-06-08,0.3327178
wv,2020-06-08,0.4364656
wy,2020-06-08,0.8660482
ak,2020-06-09,0.6389083
al,2020-06-09,0.6483685
ar,2020-06-09,0.8304272
az,2020-06-09,0.692853
ca,2020-06-09,0.4411713
co,2020-06-09,0.4605704
ct,2020-06-09,0.3736246
dc,2020-06-09,0.4551456
de,2020-06-09,0.3479687
fl,2020-06-09,0.4354208
ga,2020-06-09,0.5236125
hi,2020-06-09,0.3698664
ia,2020-06-09,0.6701832
id,2020-06-09,0.2800898
il,2020-06-09,0.4562879
in,2020-06-09,0.6959947
ks,2020-06-09,0.5186365
ky,2020-06-09,0.3934232
la,2020-06-09,0.7471658
ma,2020-06-09,0.3706375
md,2020-06-09,0.6603039
me,2020-06-09,0.351217
mi,2020-06-09,0.4379247
mn,2020-06-09,0.4020798
mo,2020-06-09,0.5266902
ms,2020-06-09,0.6402849
mt,2020-06-09,0.232448
nc,2020-06-09,0.4234604
nd,2020-06-09,0.7203169
ne,2020-06-09,0.5547076
nh,2020-06-09,0.3903263
nj,2020-06-09,0.3772452
nm,2020-06-09,0.3575523
nv,2020-06-09,0.5273379
ny,2020-06-09,0.447503
oh,2020-06-09,0.4189844
ok,2020-06-09,0.5505492
or,2020-06-09,0.2655402
pa,2020-06-09,0.3214558
pr,2020-06-09,0.0
ri,2020-06-09,0.4416979
sc,2020-06-09,0.598788
sd,2020-06-09,0.544367
tn,2020-06-09,0.5172816
tx,2020-06-09,0.5103388
ut,2020-06-09,0.3060518
va,2020-06-09,0.4573642
vt,2020-06-09,0.2655122
wa,2020-06-09,0.3857403
wi,2020-06-09,0.2797383
wv,2020-06-09,0.4735635
wy,2020-06-09,0.8723472
ak,2020-06-10,0.5379563
al,2020-06-10,0.6946801
ar,2020-06-10,0.8059744
az,2020-06-10,0.7177199
ca,2020-06-10,0.4772075
co,2020-06-10,0.4163028
ct,2020-06-10,0.3554392
dc,2020-06-10,0.6773095
de,2020-06-10,0.30224
fl,2020-06-10,0.4484772
ga,2020-06-10,0.474687
hi,2020-06-10,0.4300905
ia,2020-06-10,0.7020365
id,2020-06-10,0.2962174
il,2020-06-10,0.4558074
in,2020-06-10,0.6837138
ks,2020-06-10,0.5725608
ky,2020-06-10,0.446971
la,2020-06-10,0.7690933
ma,2020-06-10,0.3606088
md,2020-06-10,0.6573625
me,2020-06-10,0.2942441
mi,2020-06-10,0.4317433
mn,2020-06-10,0.440914
mo,2020-06-10,0.5333026
ms,2020-06-10,0.5886844
mt,2020-06-10,0.1914547
nc,2020-06-10,0.4353399
nd,2020-06-10,0.7401364
ne,2020-06-10,0.6244581
nh,2020-06-10,0.3244072
nj,2020-06-10,0.3672017
nm,2020-06-10,0.3245055
nv,2020-06-10,0.5387496
ny,2020-06-10,0.4616948
oh,2020-06-10,0.3987798
ok,2020-06-10,0.5842323
or,2020-06-10,0.308478
pa,2020-06-10,0.2927281
pr,2020-06-10,0.0
ri,2020-06-10,0.5069984
sc,2020-06-10,0.5561887
sd,2020-06-10,0.4654521
tn,2020-06-10,0.58614
tx,2020-06-10,0.5250488
ut,2020-06-10,0.4009449
va,2020-06-10,0.4937547
vt,2020-06-10,0.2624595
wa,2020-06-10,0.3939419
wi,2020-06-10,0.3047831
wv,2020-06-10,0.4507542
wy,2020-06-10,0.7626406
ak,2020-06-11,0.5612348
al,2020-06-11,0.6738416
ar,2020-06-11,0.7822616
az,2020-06-11,0.7865531
ca,2020-06-11,0.4739546
co,2020-06-11,0.4051284
ct,2020-06-11,0.4068356
dc,2020-06-11,0.7116113
de,2020-06-11,0.2574084
fl,2020-06-11,0.4744119
ga,2020-06-11,0.532051
hi,2020-06-11,0.3390614
ia,2020-06-11,0.6690395
id,2020-06-11,0.2988954
il,2020-06-11,0.448211
in,2020-06-11,0.6983132
ks,2020-06-11,0.5896539
ky,2020-06-11,0.4131734
la,2020-06-11,0.7655285
ma,2020-06-11,0.3727892
md,2020-06-11,0.5829353
me,2020-06-11,0.3389377
mi,2020-06-11,0.4029214
mn,2020-06-11,0.5120421
mo,2020-06-11,0.5056381
ms,2020-06-11,0.6888738
mt,2020-06-11,0.1558819
nc,2020-06-11,0.452439
nd,2020-06-11,0.6149842
ne,2020-06-11,0.6187871
nh,2020-06-11,0.2976938
nj,2020-06-11,0.4329929
nm,2020-06-11,0.2763131
nv,2020-06-11,0.5545194
ny,2020-06-11,0.4139956
oh,2020-06-11,0.3814524
ok,2020-06-11,0.5488454
or,2020-06-11,0.2917472
pa,2020-06-11,0.3049076
pr,2020-06-11,0.0
ri,2020-06-11,0.3602831
sc,2020-06-11,0.5732069
sd,2020-06-11,0.5555797
tn,2020-06-11,0.5592036
tx,2020-06-11,0.5332641
ut,2020-06-11,0.3593902
va,2020-06-11,0.5044179
vt,2020-06-11,0.1701784
wa,2020-06-11,0.4226139
wi,2020-06-11,0.2961571
wv,2020-06-11,0.371993
wy,2020-06-11,0.8587268
ak,2020-06-12,0.625993
al,2020-06-12,0.6267886
ar,2020-06-12,0.6820433
az,2020-06-12,0.7900418
ca,2020-06-12,0.4778698
co,2020-06-12,0.4174457
ct,2020-06-12,0.3896884
dc,2020-06-12,0.5847084
de,2020-06-12,0.4040413
fl,2020-06-12,0.4841584
ga,2020-06-12,0.5390039
hi,2020-06-12,0.333325
ia,2020-06-12,0.681556
id,2020-06-12,0.2413391
il,2020-06-12,0.4527047
in,2020-06-12,0.7206597
ks,2020-06-12,0.4324078
ky,2020-06-12,0.4305813
la,2020-06-12,0.7498979
ma,2020-06-12,0.4117646
md,2020-06-12,0.5468951
me,2020-06-12,0.3863135
mi,2020-06-12,0.3668007
mn,2020-06-12,0.4596294
mo,2020-06-12,0.5021908
ms,2020-06-12,0.6899154
mt,2020-06-12,0.2163868
nc,2020-06-12,0.4890597
nd,2020-06-12,0.4680221
ne,2020-06-12,0.6569672
nh,2020-06-12,0.3309076
nj,2020-06-12,0.4346713
nm,2020-06-12,0.2898652
nv,2020-06-12,0.5996712
ny,2020-06-12,0.4190214
oh,2020-06-12,0.404244
ok,2020-06-12,0.6427972
or,2020-06-12,0.3276414
pa,2020-06-12,0.3018053
pr,2020-06-12,0.0
ri,2020-06-12,0.422421
sc,2020-06-12,0.4549529
sd,2020-06-12,0.6381375
tn,2020-06-12,0.6245038
tx,2020-06-12,0.5757572
ut,2020-06-12,0.4089534
va,2020-06-12,0.5056351
vt,2020-06-12,0.2011926
wa,2020-06-12,0.455265
wi,2020-06-12,0.3252982
wv,2020-06-12,0.3319622
wy,2020-06-12,1.0025182
ak,2020-06-13,0.6676841
al,2020-06-13,0.6772551
ar,2020-06-13,0.5015012
az,2020-06-13,0.783007
ca,2020-06-13,0.4540847
co,2020-06-13,0.4015858
ct,2020-06-13,0.3502503
dc,2020-06-13,0.6164835
de,2020-06-13,0.4214448
fl,2020-06-13,0.4793506
ga,2020-06-13,0.5830534
hi,2020-06-13,0.2733081
ia,2020-06-13,0.6770033
id,2020-06-13,0.2239541
il,2020-06-13,0.4303679
in,2020-06-13,0.7178008
ks,2020-06-13,0.4065235
ky,2020-06-13,0.4860403
la,2020-06-13,0.7519986
ma,2020-06-13,0.4156664
md,2020-06-13,0.5191079
me,2020-06-13,0.4927431
mi,2020-06-13,0.3336914
mn,2020-06-13,0.4242427
mo,2020-06-13,0.4800095
ms,2020-06-13,0.5905649
mt,2020-06-13,0.252827
nc,2020-06-13,0.5435157
nd,2020-06-13,0.3825916
ne,2020-06-13,0.609005
nh,2020-06-13,0.3386192
nj,2020-06-13,0.4006346
nm,2020-06-13,0.3810888
nv,2020-06-13,0.4296349
ny,2020-06-13,0.4377443
oh,2020-06-13,0.4149469
ok,2020-06-13,0.6704744
or,2020-06-13,0.3652335
pa,2020-06-13,0.3065579
ri,2020-06-13,0.4243949
sc,2020-06-13,0.4281735
sd,2020-06-13,0.6106467
tn,2020-06-13,0.6692892
tx,2020-06-13,0.5821329
ut,2020-06-13,0.4476687
va,2020-06-13,0.5122889
vt,2020-06-13,0.2561458
wa,2020-06-13,0.436909
wi,2020-06-13,0.3100224
wv,2020-06-13,0.509963
wy,2020-06-13,0.9081634
ak,2020-06-14,0.4951957
al,2020-06-14,0.7065205
ar,2020-06-14,0.4916198
az,2020-06-14,0.7557096
ca,2020-06-14,0.4544865
co,2020-06-14,0.3649487
ct,2020-06-14,0.3661498
dc,2020-06-14,0.2918797
de,2020-06-14,0.4029104
fl,2020-06-14,0.492586
ga,2020-06-14,0.5287631
hi,2020-06-14,0.284549
ia,2020-06-14,0.6679938
id,2020-06-14,0.2887073
il,2020-06-14,0.4182586
in,2020-06-14,0.6552884
ks,2020-06-14,0.3969516
ky,2020-06-14,0.4874982
la,2020-06-14,0.6694689
ma,2020-06-14,0.3698617
md,2020-06-14,0.4316191
me,2020-06-14,0.6289164
mi,2020-06-14,0.3203503
mn,2020-06-14,0.4658254
mo,2020-06-14,0.4361138
ms,2020-06-14,0.6081785
mt,2020-06-14,0.4020833
nc,2020-06-14,0.5298852
nd,2020-06-14,0.5305951
ne,2020-06-14,0.623927
nh,2020-06-14,0.3377286
nj,2020-06-14,0.4125966
nm,2020-06-14,0.4090383
nv,2020-06-14,0.4735527
ny,2020-06-14,0.4587391
oh,2020-06-14,0.4493228
ok,2020-06-14,0.6701391
or,2020-06-14,0.3607743
pa,2020-06-14,0.3095199
pr,2020-06-14,0.0
ri,2020-06-14,0.5660318
sc,2020-06-14,0.5005741
sd,2020-06-14,0.530218
tn,2020-06-14,0.5749056
tx,2020-06-14,0.5803636
ut,2020-06-14,0.4680362
va,2020-06-14,0.4437266
vt,2020-06-14,0.2455011
wa,2020-06-14,0.4243522
wi,2020-06-14,0.3087398
wv,2020-06-14,0.4976202
wy,2020-06-14,0.7792933
ak,2020-06-15,0.4117406
al,2020-06-15,0.708429
ar,2020-06-15,0.4656476
az,2020-06-15,0.82607
ca,2020-06-15,0.4565784
co,2020-06-15,0.3427899
ct,2020-06-15,0.3511865
dc,2020-06-15,0.2916368
de,2020-06-15,0.3285377
fl,2020-06-15,0.4691045
ga,2020-06-15,0.5313209
hi,2020-06-15,0.3016333
ia,2020-06-15,0.6342286
id,2020-06-15,0.4307678
il,2020-06-15,0.4130831
in,2020-06-15,0.6636452
ks,2020-06-15,0.3766496
ky,2020-06-15,0.4809865
la,2020-06-15,0.5970149
ma,2020-06-15,0.3356908
md,2020-06-15,0.4084077
me,2020-06-15,0.4777925
mi,2020-06-15,0.3260973
mn,2020-06-15,0.4954925
mo,2020-06-15,0.43185
ms,2020-06-15,0.5506194
mt,2020-06-15,0.4488026
nc,2020-06-15,0.5398216
nd,2020-06-15,0.4556398
ne,2020-06-15,0.5315663
nh,2020-06-15,0.3185899
nj,2020-06-15,0.400705
nm,2020-06-15,0.4101785
nv,2020-06-15,0.4545663
ny,2020-06-15,0.4724647
oh,2020-06-15,0.4522901
ok,2020-06-15,0.7344296
or,2020-06-15,0.39559
pa,2020-06-15,0.3307347
pr,2020-06-15,0.0
ri,2020-06-15,0.6054307
sc,2020-06-15,0.5360502
sd,2020-06-15,0.4273302
tn,2020-06-15,0.650195
tx,2020-06-15,0.6207698
ut,2020-06-15,0.4830845
va,2020-06-15,0.4401578
vt,2020-06-15,0.4253121
wa,2020-06-15,0.4426803
wi,2020-06-15,0.3432951
wv,2020-06-15,0.4704122
wy,2020-06-15,0.6302923
ak,2020-06-16,0.6989817
al,2020-06-16,0.6763603
ar,2020-06-16,0.5025766
az,2020-06-16,0.8677112
ca,2020-06-16,0.4484978
co,2020-06-16,0.3088255
ct,2020-06-16,0.3233456
dc,2020-06-16,0.2907997
de,2020-06-16,0.5055818
fl,2020-06-16,0.510748
ga,2020-06-16,0.4641924
hi,2020-06-16,0.3178266
ia,2020-06-16,0.5290594
id,2020-06-16,0.4879297
il,2020-06-16,0.4009928
in,2020-06-16,0.6794172
ks,2020-06-16,0.3784006
ky,2020-06-16,0.4746067
la,2020-06-16,0.5418302
ma,2020-06-16,0.2896665
md,2020-06-16,0.4213509
me,2020-06-16,0.4481315
mi,2020-06-16,0.2994254
mn,2020-06-16,0.463409
mo,2020-06-16,0.4479628
ms,2020-06-16,0.5568826
mt,2020-06-16,0.4330272
nc,2020-06-16,0.5332572
nd,2020-06-16,0.3877408
ne,2020-06-16,0.5749869
nh,2020-06-16,0.251901
nj,2020-06-16,0.3846965
nm,2020-06-16,0.4012888
nv,2020-06-16,0.5043611
ny,2020-06-16,0.4583699
oh,2020-06-16,0.4058808
ok,2020-06-16,0.7450262
or,2020-06-16,0.3962398
pa,2020-06-16,0.333076
pr,2020-06-16,0.0
ri,2020-06-16,0.5549924
sc,2020-06-16,0.5890927
sd,2020-06-16,0.457606
tn,2020-06-16,0.7007962
tx,2020-06-16,0.5694439
ut,2020-06-16,0.5462517
va,2020-06-16,0.3994786
vt,2020-06-16,0.4531854
wa,2020-06-16,0.4883682
wi,2020-06-16,0.3305651
wv,2020-06-16,0.4063291
wy,2020-06-16,0.7408695
ak,2020-06-17,0.7136275
al,2020-06-17,0.7246341
ar,2020-06-17,0.5048713
az,2020-06-17,0.8654265
ca,2020-06-17,0.4191741
co,2020-06-17,0.328036
ct,2020-06-17,0.3618299
dc,2020-06-17,0.0728268
de,2020-06-17,0.5261017
fl,2020-06-17,0.5255766
ga,2020-06-17,0.4745661
hi,2020-06-17,0.2557604
ia,2020-06-17,0.5803595
id,2020-06-17,0.4987244
il,2020-06-17,0.4117792
in,2020-06-17,0.6477432
ks,2020-06-17,0.3140983
ky,2020-06-17,0.4704095
la,2020-06-17,0.5746012
ma,2020-06-17,0.2674152
md,2020-06-17,0.4230258
me,2020-06-17,0.5012426
mi,2020-06-17,0.2870912
mn,2020-06-17,0.4520248
mo,2020-06-17,0.4023336
ms,2020-06-17,0.5569976
mt,2020-06-17,0.4415969
nc,2020-06-17,0.4881222
nd,2020-06-17,0.419465
ne,2020-06-17,0.4723041
nh,2020-06-17,0.259137
nj,2020-06-17,0.4258984
nm,2020-06-17,0.5146985
nv,2020-06-17,0.5596533
ny,2020-06-17,0.424083
oh,2020-06-17,0.4259289
ok,2020-06-17,0.6966376
or,2020-06-17,0.3550929
pa,2020-06-17,0.3554709
pr,2020-06-17,0.9915566
ri,2020-06-17,0.539806
sc,2020-06-17,0.6121513
sd,2020-06-17,0.4353972
tn,2020-06-17,0.6629955
tx,2020-06-17,0.6098088
ut,2020-06-17,0.4812793
va,2020-06-17,0.3796144
vt,2020-06-17,0.534996
wa,2020-06-17,0.4662172
wi,2020-06-17,0.3407219
wv,2020-06-17,0.3739281
wy,2020-06-17,0.64838
ak,2020-06-18,0.728878
al,2020-06-18,0.8015881
ar,2020-06-18,0.4804783
az,2020-06-18,0.8401324
ca,2020-06-18,0.4251024
co,2020-06-18,0.3564958
ct,2020-06-18,0.269346
dc,2020-06-18,0.1355701
de,2020-06-18,0.5803577
fl,2020-06-18,0.5314182
ga,2020-06-18,0.4342285
hi,2020-06-18,0.25461
ia,2020-06-18,0.6641498
id,2020-06-18,0.4891972
il,2020-06-18,0.4425642
in,2020-06-18,0.6327012
ks,2020-06-18,0.3869629
ky,2020-06-18,0.6115269
la,2020-06-18,0.5520348
ma,2020-06-18,0.2682771
md,2020-06-18,0.4517106
me,2020-06-18,0.5860197
mi,2020-06-18,0.3265351
mn,2020-06-18,0.4163331
mo,2020-06-18,0.4186455
