geo_value,time_value,covid_admissions
ga,2020-04-03,4.59757
hi,2020-04-03,0.486906
ia,2020-04-03,0.687407
id,2020-04-03,0.202679
il,2020-04-03,9.840732
in,2020-04-03,3.770537
ks,2020-04-03,0.869489
ky,2020-04-03,1.457403
la,2020-04-03,7.433678
ma,2020-04-03,7.294774
md,2020-04-03,2.699584
me,2020-04-03,1.726455
mi,2020-04-03,9.037852
mn,2020-04-03,0.852298
mo,2020-04-03,4.50397
ms,2020-04-03,2.083562
nc,2020-04-03,1.307023
nd,2020-04-03,0.491977
ne,2020-04-03,0.471472
nh,2020-04-03,0.844676
nj,2020-04-03,11.001472
nm,2020-04-03,1.879064
nv,2020-04-03,0.980614
ny,2020-04-03,17.049489
oh,2020-04-03,1.703865
ok,2020-04-03,2.174933
or,2020-04-03,2.674434
pa,2020-04-03,3.841301
ri,2020-04-03,0.48387
sc,2020-04-03,1.868678
tn,2020-04-03,1.127539
tx,2020-04-03,2.09566
ut,2020-04-03,1.325538
va,2020-04-03,1.237617
vt,2020-04-03,2.19534
wa,2020-04-03,5.487617
wi,2020-04-03,5.106197
wv,2020-04-03,1.947035
wy,2020-04-03,0.485468
al,2020-04-04,1.975911
ar,2020-04-04,5.13534
az,2020-04-04,1.884788
ca,2020-04-04,4.802174
co,2020-04-04,4.534676
ct,2020-04-04,13.105544
dc,2020-04-04,1.701257
de,2020-04-04,0.979847
fl,2020-04-04,2.545951
ga,2020-04-04,5.811485
hi,2020-04-04,0.602379
ia,2020-04-04,1.124903
id,2020-04-04,0.29861
il,2020-04-04,11.215465
in,2020-04-04,5.107026
ks,2020-04-04,1.382465
ky,2020-04-04,1.556269
la,2020-04-04,9.154814
ma,2020-04-04,8.45216
md,2020-04-04,3.182457
me,2020-04-04,2.58372
mi,2020-04-04,10.582325
mn,2020-04-04,1.061903
mo,2020-04-04,4.864021
ms,2020-04-04,2.41929
nc,2020-04-04,1.758708
nd,2020-04-04,0.468445
ne,2020-04-04,0.693495
nh,2020-04-04,1.003878
nj,2020-04-04,13.501033
nm,2020-04-04,1.92031
nv,2020-04-04,1.353723
ny,2020-04-04,20.521751
oh,2020-04-04,2.006037
ok,2020-04-04,2.619818
or,2020-04-04,2.782515
pa,2020-04-04,5.241692
ri,2020-04-04,0.78722
sc,2020-04-04,2.424631
tn,2020-04-04,1.34541
tx,2020-04-04,2.498013
ut,2020-04-04,1.283956
va,2020-04-04,1.543552
vt,2020-04-04,3.577005
wa,2020-04-04,6.30061
wi,2020-04-04,6.22926
wv,2020-04-04,2.05616
wy,2020-04-04,0.480878
al,2020-04-05,2.544615
ar,2020-04-05,6.101901
az,2020-04-05,2.164387
ca,2020-04-05,5.315927
co,2020-04-05,5.158189
ct,2020-04-05,15.5281
dc,2020-04-05,2.20795
de,2020-04-05,2.024811
fl,2020-04-05,3.072049
ga,2020-04-05,6.86651
hi,2020-04-05,0.700863
ia,2020-04-05,1.775244
id,2020-04-05,0.37799
il,2020-04-05,12.484
in,2020-04-05,6.573463
ks,2020-04-05,1.972936
ky,2020-04-05,1.607788
la,2020-04-05,10.417859
ma,2020-04-05,10.072986
md,2020-04-05,3.555953
me,2020-04-05,3.483375
mi,2020-04-05,11.857591
mn,2020-04-05,1.23069
mo,2020-04-05,5.519454
ms,2020-04-05,2.682969
nc,2020-04-05,2.226793
nd,2020-04-05,0.454975
ne,2020-04-05,0.94214
nh,2020-04-05,1.206111
nj,2020-04-05,16.135631
nm,2020-04-05,2.013152
nv,2020-04-05,1.819298
ny,2020-04-05,23.811263
oh,2020-04-05,2.558679
ok,2020-04-05,3.432243
or,2020-04-05,2.915883
pa,2020-04-05,6.270481
ri,2020-04-05,1.089947
sc,2020-04-05,2.883432
tn,2020-04-05,1.501368
tx,2020-04-05,2.77611
ut,2020-04-05,1.228158
va,2020-04-05,1.85423
vt,2020-04-05,5.176161
wa,2020-04-05,6.91829
wi,2020-04-05,7.173267
wv,2020-04-05,2.093009
wy,2020-04-05,0.477393
al,2020-04-06,3.107093
ar,2020-04-06,7.245439
az,2020-04-06,2.150724
ca,2020-04-06,5.380207
co,2020-04-06,5.877034
ct,2020-04-06,18.112438
dc,2020-04-06,2.910606
de,2020-04-06,3.278839
fl,2020-04-06,3.482153
ga,2020-04-06,7.95115
hi,2020-04-06,0.781228
ia,2020-04-06,2.327248
id,2020-04-06,0.538248
il,2020-04-06,14.561331
in,2020-04-06,8.692824
ks,2020-04-06,2.65438
ky,2020-04-06,1.682434
la,2020-04-06,11.565508
ma,2020-04-06,11.891879
md,2020-04-06,4.113245
me,2020-04-06,4.389331
mi,2020-04-06,13.15964
mn,2020-04-06,1.354016
mo,2020-04-06,6.618441
ms,2020-04-06,2.916918
nc,2020-04-06,2.557804
nd,2020-04-06,0.446838
ne,2020-04-06,1.448114
nh,2020-04-06,1.440275
nj,2020-04-06,18.467288
nm,2020-04-06,2.244837
nv,2020-04-06,2.207615
ny,2020-04-06,26.636648
oh,2020-04-06,2.885354
ok,2020-04-06,4.4975
or,2020-04-06,2.944564
pa,2020-04-06,8.055904
ri,2020-04-06,1.393916
sc,2020-04-06,3.385596
tn,2020-04-06,1.63649
tx,2020-04-06,3.142605
ut,2020-04-06,1.233974
va,2020-04-06,2.241778
vt,2020-04-06,6.554303
wa,2020-04-06,7.17954
wi,2020-04-06,7.743125
wv,2020-04-06,2.057469
wy,2020-04-06,0.476077
al,2020-04-07,3.765022
ar,2020-04-07,8.434452
az,2020-04-07,2.618522
ca,2020-04-07,5.426745
co,2020-04-07,5.976609
ct,2020-04-07,20.231596
dc,2020-04-07,3.634108
de,2020-04-07,4.770044
fl,2020-04-07,3.645931
ga,2020-04-07,8.835322
hi,2020-04-07,0.830443
ia,2020-04-07,2.848209
id,2020-04-07,0.661658
il,2020-04-07,15.662427
in,2020-04-07,10.616614
ks,2020-04-07,3.190538
ky,2020-04-07,1.895812
la,2020-04-07,12.617646
ma,2020-04-07,13.851312
md,2020-04-07,5.213135
me,2020-04-07,5.383611
mi,2020-04-07,14.771764
mn,2020-04-07,1.43854
mo,2020-04-07,6.700002
ms,2020-04-07,2.807981
nc,2020-04-07,2.728269
nd,2020-04-07,0.436455
ne,2020-04-07,2.014073
nh,2020-04-07,1.669659
nj,2020-04-07,20.510948
nm,2020-04-07,2.221794
nv,2020-04-07,2.471477
ny,2020-04-07,28.924718
oh,2020-04-07,3.273334
ok,2020-04-07,5.561039
or,2020-04-07,2.996087
pa,2020-04-07,10.312131
ri,2020-04-07,1.798582
sc,2020-04-07,3.949342
tn,2020-04-07,2.057419
tx,2020-04-07,2.807322
ut,2020-04-07,1.225085
va,2020-04-07,2.586398
vt,2020-04-07,7.526675
wa,2020-04-07,7.385522
wi,2020-04-07,8.078906
wv,2020-04-07,1.928016
wy,2020-04-07,0.460201
al,2020-04-08,4.382193
ar,2020-04-08,9.185404
az,2020-04-08,2.684189
ca,2020-04-08,5.886262
co,2020-04-08,5.749672
ct,2020-04-08,21.732893
dc,2020-04-08,4.349899
de,2020-04-08,6.408876
fl,2020-04-08,3.94338
ga,2020-04-08,9.061712
hi,2020-04-08,0.867216
ia,2020-04-08,3.38762
id,2020-04-08,0.757164
il,2020-04-08,15.070811
in,2020-04-08,11.590443
ks,2020-04-08,3.533288
ky,2020-04-08,2.151909
la,2020-04-08,13.814815
ma,2020-04-08,15.760614
md,2020-04-08,6.369602
me,2020-04-08,6.338753
mi,2020-04-08,16.117498
mn,2020-04-08,1.55741
mo,2020-04-08,6.358603
ms,2020-04-08,2.722467
nc,2020-04-08,2.940906
nd,2020-04-08,0.426019
ne,2020-04-08,2.540587
nh,2020-04-08,2.037626
nj,2020-04-08,21.844204
nm,2020-04-08,2.242702
nv,2020-04-08,2.721526
ny,2020-04-08,30.166016
oh,2020-04-08,3.462731
ok,2020-04-08,5.965794
or,2020-04-08,2.977614
pa,2020-04-08,12.265242
ri,2020-04-08,2.246255
sc,2020-04-08,4.09761
tn,2020-04-08,2.136687
tx,2020-04-08,3.173349
ut,2020-04-08,1.356566
va,2020-04-08,2.7485
vt,2020-04-08,8.186183
wa,2020-04-08,7.288483
wi,2020-04-08,7.977456
wv,2020-04-08,1.737695
wy,2020-04-08,0.442185
al,2020-04-09,4.942188
ar,2020-04-09,9.514908
az,2020-04-09,3.326265
ca,2020-04-09,5.999828
co,2020-04-09,5.690462
ct,2020-04-09,22.777386
dc,2020-04-09,5.083516
de,2020-04-09,7.915065
fl,2020-04-09,4.045538
ga,2020-04-09,8.811709
hi,2020-04-09,0.887822
ia,2020-04-09,3.67374
id,2020-04-09,0.924228
il,2020-04-09,14.785644
in,2020-04-09,11.637718
ks,2020-04-09,3.504499
ky,2020-04-09,2.21327
la,2020-04-09,14.39507
ma,2020-04-09,17.428389
md,2020-04-09,7.422344
me,2020-04-09,7.484475
mi,2020-04-09,17.152269
mn,2020-04-09,1.633108
mo,2020-04-09,5.848925
ms,2020-04-09,2.557221
nc,2020-04-09,2.941458
nd,2020-04-09,0.428737
ne,2020-04-09,2.874096
nh,2020-04-09,2.528583
nj,2020-04-09,23.507953
nm,2020-04-09,2.270228
nv,2020-04-09,2.678655
ny,2020-04-09,30.201099
oh,2020-04-09,3.724751
ok,2020-04-09,6.00405
or,2020-04-09,2.977191
pa,2020-04-09,13.179201
ri,2020-04-09,2.686591
sc,2020-04-09,4.012938
tn,2020-04-09,1.927861
tx,2020-04-09,3.601873
ut,2020-04-09,1.509266
va,2020-04-09,2.938809
vt,2020-04-09,8.770897
wa,2020-04-09,6.558812
wi,2020-04-09,7.598046
wv,2020-04-09,1.46566
wy,2020-04-09,0.420414
al,2020-04-10,5.652407
ar,2020-04-10,9.305476
az,2020-04-10,3.478431
ca,2020-04-10,6.024871
co,2020-04-10,5.943641
ct,2020-04-10,23.803795
dc,2020-04-10,5.563663
de,2020-04-10,10.065941
fl,2020-04-10,4.03711
ga,2020-04-10,8.530987
hi,2020-04-10,0.806993
ia,2020-04-10,3.990066
id,2020-04-10,1.173521
il,2020-04-10,15.450029
in,2020-04-10,10.86658
ks,2020-04-10,3.282376
ky,2020-04-10,2.256709
la,2020-04-10,14.379423
ma,2020-04-10,19.323331
md,2020-04-10,7.90012
me,2020-04-10,8.105189
mi,2020-04-10,17.576611
mn,2020-04-10,1.579067
mo,2020-04-10,5.340354
ms,2020-04-10,2.271367
nc,2020-04-10,2.956675
nd,2020-04-10,0.442184
ne,2020-04-10,2.86945
nh,2020-04-10,2.948957
nj,2020-04-10,24.745823
nm,2020-04-10,2.245094
nv,2020-04-10,2.571626
ny,2020-04-10,30.57069
oh,2020-04-10,3.86971
ok,2020-04-10,5.9322
or,2020-04-10,2.8851
pa,2020-04-10,13.412031
ri,2020-04-10,2.95807
sc,2020-04-10,3.829125
tn,2020-04-10,2.058561
tx,2020-04-10,3.837011
ut,2020-04-10,1.701789
va,2020-04-10,3.417725
vt,2020-04-10,9.052768
wa,2020-04-10,6.044318
wi,2020-04-10,7.147811
wv,2020-04-10,1.2593
wy,2020-04-10,0.63777
al,2020-04-11,6.482176
ar,2020-04-11,8.732005
az,2020-04-11,3.505646
ca,2020-04-11,5.799421
co,2020-04-11,6.710915
ct,2020-04-11,24.178396
dc,2020-04-11,6.131064
de,2020-04-11,12.201051
fl,2020-04-11,4.099806
ga,2020-04-11,8.371901
hi,2020-04-11,0.777308
ia,2020-04-11,4.204795
id,2020-04-11,1.463833
il,2020-04-11,16.133722
in,2020-04-11,9.807343
ks,2020-04-11,2.966721
ky,2020-04-11,2.396056
la,2020-04-11,14.877548
ma,2020-04-11,21.105676
md,2020-04-11,8.226858
me,2020-04-11,8.621524
mi,2020-04-11,17.737381
mn,2020-04-11,1.528168
mo,2020-04-11,4.518244
ms,2020-04-11,2.14008
nc,2020-04-11,3.217359
nd,2020-04-11,0.453968
ne,2020-04-11,3.296499
nh,2020-04-11,3.240198
nj,2020-04-11,26.001282
nm,2020-04-11,2.304398
nv,2020-04-11,2.47894
ny,2020-04-11,30.238663
oh,2020-04-11,3.492184
ok,2020-04-11,5.905714
or,2020-04-11,2.660542
pa,2020-04-11,13.753151
ri,2020-04-11,3.203712
sc,2020-04-11,3.595783
sd,2020-04-11,0.485724
tn,2020-04-11,2.13935
tx,2020-04-11,3.945685
ut,2020-04-11,1.783309
va,2020-04-11,4.03947
vt,2020-04-11,9.096099
wa,2020-04-11,5.684256
wi,2020-04-11,7.076619
wv,2020-04-11,1.129504
wy,2020-04-11,1.263069
al,2020-04-12,7.071402
ar,2020-04-12,8.210133
az,2020-04-12,3.372997
ca,2020-04-12,5.622146
co,2020-04-12,7.457809
ct,2020-04-12,24.028155
dc,2020-04-12,6.477993
de,2020-04-12,14.539452
fl,2020-04-12,4.221006
ga,2020-04-12,8.244345
hi,2020-04-12,0.741973
ia,2020-04-12,4.405154
id,2020-04-12,1.809414
il,2020-04-12,15.917711
in,2020-04-12,9.253916
ks,2020-04-12,2.669079
ky,2020-04-12,2.602778
la,2020-04-12,15.254617
ma,2020-04-12,23.225884
md,2020-04-12,9.249357
me,2020-04-12,8.804947
mi,2020-04-12,17.876199
mn,2020-04-12,1.476217
mo,2020-04-12,4.402398
ms,2020-04-12,2.549722
nc,2020-04-12,3.316566
nd,2020-04-12,0.467907
ne,2020-04-12,3.443808
nh,2020-04-12,3.44919
nj,2020-04-12,27.487666
nm,2020-04-12,2.369404
nv,2020-04-12,2.441508
ny,2020-04-12,29.926401
oh,2020-04-12,3.534638
ok,2020-04-12,5.676425
or,2020-04-12,2.537992
pa,2020-04-12,13.695759
ri,2020-04-12,3.405677
sc,2020-04-12,3.619204
sd,2020-04-12,0.48012
tn,2020-04-12,1.939097
tx,2020-04-12,4.068831
ut,2020-04-12,1.851842
va,2020-04-12,4.158145
vt,2020-04-12,8.61854
wa,2020-04-12,5.518343
wi,2020-04-12,6.502731
wv,2020-04-12,1.031135
wy,2020-04-12,1.816149
al,2020-04-13,7.642007
ar,2020-04-13,8.242682
az,2020-04-13,3.2902
ca,2020-04-13,5.390914
co,2020-04-13,7.662393
ct,2020-04-13,23.768963
dc,2020-04-13,6.815677
de,2020-04-13,16.806288
fl,2020-04-13,4.522851
ga,2020-04-13,8.300832
hi,2020-04-13,0.765201
ia,2020-04-13,4.750818
id,2020-04-13,2.060999
il,2020-04-13,16.61339
in,2020-04-13,8.918868
ks,2020-04-13,2.646642
ky,2020-04-13,2.999237
la,2020-04-13,16.134799
ma,2020-04-13,24.678424
md,2020-04-13,10.175472
me,2020-04-13,8.662557
mi,2020-04-13,17.387204
mn,2020-04-13,1.359418
mo,2020-04-13,3.880267
ms,2020-04-13,3.207617
nc,2020-04-13,3.438435
nd,2020-04-13,0.488546
ne,2020-04-13,3.386388
nh,2020-04-13,3.596085
nj,2020-04-13,28.162808
nm,2020-04-13,2.451955
nv,2020-04-13,2.630885
ny,2020-04-13,29.262237
oh,2020-04-13,3.874567
ok,2020-04-13,5.484541
or,2020-04-13,2.606191
pa,2020-04-13,14.487559
ri,2020-04-13,3.622126
sc,2020-04-13,3.962015
tn,2020-04-13,1.639847
tx,2020-04-13,4.504149
ut,2020-04-13,1.6896
va,2020-04-13,4.680024
vt,2020-04-13,7.984619
wa,2020-04-13,5.627214
wi,2020-04-13,6.077412
wv,2020-04-13,1.018919
wy,2020-04-13,2.318167
al,2020-04-14,8.032198
ar,2020-04-14,8.036317
az,2020-04-14,3.790828
ca,2020-04-14,5.134975
co,2020-04-14,8.262261
ct,2020-04-14,23.68494
dc,2020-04-14,7.08017
de,2020-04-14,18.896426
fl,2020-04-14,4.729042
ga,2020-04-14,8.169897
hi,2020-04-14,0.769305
ia,2020-04-14,5.005123
id,2020-04-14,2.273027
il,2020-04-14,17.426802
in,2020-04-14,8.250186
ks,2020-04-14,2.724426
ky,2020-04-14,3.535924
la,2020-04-14,14.774255
ma,2020-04-14,26.108964
md,2020-04-14,10.382664
me,2020-04-14,7.960128
mi,2020-04-14,16.916591
mn,2020-04-14,1.219396
mo,2020-04-14,3.423012
ms,2020-04-14,3.478428
nc,2020-04-14,3.811125
ne,2020-04-14,3.496535
nh,2020-04-14,3.617492
nj,2020-04-14,28.23381
nm,2020-04-14,2.635514
nv,2020-04-14,3.158157
ny,2020-04-14,28.506148
oh,2020-04-14,4.174189
ok,2020-04-14,5.272551
or,2020-04-14,2.587172
pa,2020-04-14,14.031282
ri,2020-04-14,3.97148
sc,2020-04-14,3.916697
tn,2020-04-14,1.71806
tx,2020-04-14,3.892033
ut,2020-04-14,1.822999
va,2020-04-14,5.529795
vt,2020-04-14,7.209969
wa,2020-04-14,5.642896
wi,2020-04-14,5.62973
wv,2020-04-14,0.951548
wy,2020-04-14,2.653252
al,2020-04-15,8.192176
ar,2020-04-15,7.710848
az,2020-04-15,3.528407
ca,2020-04-15,4.36743
co,2020-04-15,8.015604
ct,2020-04-15,24.761232
dc,2020-04-15,7.44666
de,2020-04-15,20.811258
fl,2020-04-15,4.861901
ga,2020-04-15,7.753867
hi,2020-04-15,0.778845
ia,2020-04-15,5.338745
id,2020-04-15,2.361412
il,2020-04-15,17.295878
in,2020-04-15,7.705298
ks,2020-04-15,2.62151
ky,2020-04-15,3.979757
la,2020-04-15,13.879265
ma,2020-04-15,27.127015
md,2020-04-15,10.165736
me,2020-04-15,6.749858
mi,2020-04-15,16.144891
mn,2020-04-15,1.21434
mo,2020-04-15,3.37481
ms,2020-04-15,3.934387
nc,2020-04-15,3.894854
ne,2020-04-15,3.056669
nh,2020-04-15,3.460441
nj,2020-04-15,27.507387
nm,2020-04-15,2.668587
nv,2020-04-15,3.7889
ny,2020-04-15,27.995473
oh,2020-04-15,3.607057
ok,2020-04-15,4.617396
or,2020-04-15,2.644305
pa,2020-04-15,13.141359
ri,2020-04-15,4.123565
sc,2020-04-15,3.870174
tn,2020-04-15,1.806006
tx,2020-04-15,3.812
ut,2020-04-15,2.057868
va,2020-04-15,5.37293
vt,2020-04-15,6.659723
wa,2020-04-15,5.512282
wi,2020-04-15,5.760749
wv,2020-04-15,0.902606
wy,2020-04-15,2.977737
al,2020-04-16,8.156801
ar,2020-04-16,7.469397
az,2020-04-16,3.223671
ca,2020-04-16,4.306295
co,2020-04-16,7.40943
ct,2020-04-16,25.65604
dc,2020-04-16,7.6585
de,2020-04-16,22.393878
fl,2020-04-16,4.677029
ga,2020-04-16,7.698132
hi,2020-04-16,0.840941
ia,2020-04-16,5.491306
id,2020-04-16,2.440496
il,2020-04-16,16.901884
in,2020-04-16,7.702447
ks,2020-04-16,2.460785
ky,2020-04-16,4.250253
la,2020-04-16,12.745699
ma,2020-04-16,28.069244
md,2020-04-16,10.166141
me,2020-04-16,5.365887
mi,2020-04-16,15.347514
mn,2020-04-16,1.233431
mo,2020-04-16,3.450769
ms,2020-04-16,4.38502
nc,2020-04-16,4.103767
ne,2020-04-16,2.714645
nh,2020-04-16,3.223026
nj,2020-04-16,26.629116
nm,2020-04-16,2.665592
nv,2020-04-16,4.380253
ny,2020-04-16,27.495607
oh,2020-04-16,3.634033
ok,2020-04-16,3.890127
or,2020-04-16,2.643852
pa,2020-04-16,12.916871
ri,2020-04-16,4.190616
sc,2020-04-16,3.803685
tn,2020-04-16,2.087019
tx,2020-04-16,3.795861
ut,2020-04-16,2.25907
va,2020-04-16,5.673311
vt,2020-04-16,6.340092
wa,2020-04-16,5.337214
wi,2020-04-16,5.943816
wv,2020-04-16,0.817468
wy,2020-04-16,3.233544
al,2020-04-17,7.783462
ar,2020-04-17,7.080311
az,2020-04-17,2.988804
ca,2020-04-17,3.905167
co,2020-04-17,7.103567
ct,2020-04-17,26.803846
dc,2020-04-17,7.83936
de,2020-04-17,24.163536
fl,2020-04-17,4.42725
ga,2020-04-17,7.350089
hi,2020-04-17,0.830087
ia,2020-04-17,5.460072
id,2020-04-17,2.448358
il,2020-04-17,16.950024
in,2020-04-17,8.383751
ks,2020-04-17,2.222558
ky,2020-04-17,4.236615
la,2020-04-17,12.489571
ma,2020-04-17,28.368812
md,2020-04-17,10.647239
me,2020-04-17,3.923742
mi,2020-04-17,14.671431
mn,2020-04-17,1.220343
mo,2020-04-17,4.055186
ms,2020-04-17,4.40552
nc,2020-04-17,4.773263
ne,2020-04-17,2.849058
nh,2020-04-17,2.934853
nj,2020-04-17,25.990094
nm,2020-04-17,2.72899
nv,2020-04-17,4.694735
ny,2020-04-17,26.54695
oh,2020-04-17,3.395849
ok,2020-04-17,3.407525
or,2020-04-17,2.563893
pa,2020-04-17,12.782157
ri,2020-04-17,3.968362
sc,2020-04-17,3.728597
tn,2020-04-17,2.026916
tx,2020-04-17,3.258028
ut,2020-04-17,2.412109
va,2020-04-17,5.459503
vt,2020-04-17,6.117356
wa,2020-04-17,5.107668
wi,2020-04-17,5.373384
wv,2020-04-17,0.750305
wy,2020-04-17,3.417778
al,2020-04-18,7.334491
ar,2020-04-18,6.833991
az,2020-04-18,2.88213
ca,2020-04-18,3.554257
co,2020-04-18,7.050005
ct,2020-04-18,27.047825
dc,2020-04-18,8.045433
de,2020-04-18,25.207548
fl,2020-04-18,4.315937
ga,2020-04-18,6.789145
hi,2020-04-18,0.877296
ia,2020-04-18,5.294567
id,2020-04-18,2.484333
il,2020-04-18,17.338631
in,2020-04-18,9.126983
ks,2020-04-18,1.929859
ky,2020-04-18,4.181215
la,2020-04-18,11.826073
ma,2020-04-18,28.509539
md,2020-04-18,11.229955
me,2020-04-18,2.874082
mi,2020-04-18,13.778417
mn,2020-04-18,1.242921
mo,2020-04-18,4.678719
ms,2020-04-18,4.540581
nc,2020-04-18,4.541541
nd,2020-04-18,2.273665
ne,2020-04-18,2.95969
nh,2020-04-18,2.83559
nj,2020-04-18,25.635194
nm,2020-04-18,2.709652
nv,2020-04-18,4.696376
ny,2020-04-18,25.784787
oh,2020-04-18,3.370728
ok,2020-04-18,3.029057
or,2020-04-18,2.602743
pa,2020-04-18,12.209696
ri,2020-04-18,3.925706
sc,2020-04-18,3.878424
tn,2020-04-18,1.884557
tx,2020-04-18,3.268267
ut,2020-04-18,2.548241
va,2020-04-18,5.879565
vt,2020-04-18,5.831173
wa,2020-04-18,4.798863
wi,2020-04-18,5.157535
wv,2020-04-18,0.692538
wy,2020-04-18,3.176256
al,2020-04-19,6.984523
ar,2020-04-19,6.392517
az,2020-04-19,2.694678
ca,2020-04-19,3.521273
co,2020-04-19,7.131203
ct,2020-04-19,26.517588
dc,2020-04-19,8.172363
de,2020-04-19,26.21619
fl,2020-04-19,4.294582
ga,2020-04-19,6.75754
hi,2020-04-19,0.866425
ia,2020-04-19,5.158077
id,2020-04-19,2.748154
il,2020-04-19,17.228009
in,2020-04-19,9.931176
ks,2020-04-19,1.633773
ky,2020-04-19,4.033235
la,2020-04-19,11.672803
ma,2020-04-19,28.648911
md,2020-04-19,11.845565
me,2020-04-19,1.972432
mi,2020-04-19,13.31019
mn,2020-04-19,1.134217
mo,2020-04-19,4.915955
ms,2020-04-19,4.315231
nc,2020-04-19,5.077345
nd,2020-04-19,3.617359
ne,2020-04-19,2.951113
nh,2020-04-19,2.772315
nj,2020-04-19,26.099785
nm,2020-04-19,2.855161
nv,2020-04-19,4.627589
ny,2020-04-19,24.79889
oh,2020-04-19,3.601081
ok,2020-04-19,2.692887
or,2020-04-19,2.592456
pa,2020-04-19,11.445802
ri,2020-04-19,3.86626
sc,2020-04-19,4.113539
tn,2020-04-19,2.199502
tx,2020-04-19,3.449679
ut,2020-04-19,2.315992
va,2020-04-19,6.354357
vt,2020-04-19,5.439383
wa,2020-04-19,4.529271
wi,2020-04-19,5.108854
wv,2020-04-19,0.704453
wy,2020-04-19,2.449689
al,2020-04-20,6.694286
ar,2020-04-20,5.738964
az,2020-04-20,2.773833
ca,2020-04-20,3.384024
co,2020-04-20,7.309775
ct,2020-04-20,26.656785
dc,2020-04-20,8.693522
de,2020-04-20,27.401347
fl,2020-04-20,4.21706
ga,2020-04-20,6.675126
hi,2020-04-20,0.859203
ia,2020-04-20,5.077487
id,2020-04-20,2.791894
il,2020-04-20,18.144399
in,2020-04-20,10.851752
ks,2020-04-20,1.47971
ky,2020-04-20,3.906268
la,2020-04-20,12.362858
ma,2020-04-20,28.442107
md,2020-04-20,12.337204
me,2020-04-20,1.323017
mi,2020-04-20,13.247573
mn,2020-04-20,0.928423
mo,2020-04-20,4.742343
ms,2020-04-20,4.005746
nc,2020-04-20,5.270147
nd,2020-04-20,5.041843
ne,2020-04-20,2.948476
nh,2020-04-20,3.097267
nj,2020-04-20,26.571401
nm,2020-04-20,3.066867
nv,2020-04-20,5.346867
ny,2020-04-20,24.002179
oh,2020-04-20,3.543353
ok,2020-04-20,2.520894
or,2020-04-20,2.651306
pa,2020-04-20,11.788234
ri,2020-04-20,3.871097
sc,2020-04-20,4.786684
tn,2020-04-20,2.386905
tx,2020-04-20,3.682591
ut,2020-04-20,1.925696
va,2020-04-20,6.092089
vt,2020-04-20,5.174113
wa,2020-04-20,4.354097
wi,2020-04-20,5.160164
wv,2020-04-20,0.719723
wy,2020-04-20,1.80969
al,2020-04-21,6.341703
ar,2020-04-21,5.118628
az,2020-04-21,3.025343
ca,2020-04-21,3.228166
co,2020-04-21,6.945737
ct,2020-04-21,27.199913
dc,2020-04-21,9.231553
de,2020-04-21,28.038236
fl,2020-04-21,4.089071
ga,2020-04-21,6.892701
hi,2020-04-21,0.775608
ia,2020-04-21,4.817936
id,2020-04-21,3.125585
il,2020-04-21,17.490032
in,2020-04-21,10.975279
ks,2020-04-21,1.481202
ky,2020-04-21,3.853245
la,2020-04-21,11.140954
ma,2020-04-21,28.375754
md,2020-04-21,12.484688
me,2020-04-21,1.110619
mi,2020-04-21,12.875024
mn,2020-04-21,0.824475
mo,2020-04-21,4.553621
ms,2020-04-21,3.859616
nc,2020-04-21,5.928621
nd,2020-04-21,6.426813
ne,2020-04-21,2.438706
nh,2020-04-21,3.640344
nj,2020-04-21,26.097975
nm,2020-04-21,3.255517
nv,2020-04-21,6.046575
ny,2020-04-21,23.223109
oh,2020-04-21,3.844447
ok,2020-04-21,2.521438
or,2020-04-21,2.650421
pa,2020-04-21,12.079211
ri,2020-04-21,3.771652
sc,2020-04-21,4.969977
tn,2020-04-21,2.119571
tx,2020-04-21,3.168567
ut,2020-04-21,1.532808
va,2020-04-21,6.029487
vt,2020-04-21,4.703487
wa,2020-04-21,3.984561
wi,2020-04-21,5.386406
wv,2020-04-21,0.736927
wy,2020-04-21,1.44318
al,2020-04-22,5.961865
ar,2020-04-22,4.755906
az,2020-04-22,3.047303
ca,2020-04-22,2.72274
co,2020-04-22,6.964563
ct,2020-04-22,27.670577
dc,2020-04-22,9.346097
de,2020-04-22,28.28053
fl,2020-04-22,3.847171
ga,2020-04-22,6.351196
hi,2020-04-22,0.752268
ia,2020-04-22,5.019944
id,2020-04-22,3.366723
il,2020-04-22,16.44124
in,2020-04-22,10.912788
ks,2020-04-22,1.471264
ky,2020-04-22,3.816966
la,2020-04-22,10.532467
ma,2020-04-22,28.042051
md,2020-04-22,12.623069
me,2020-04-22,1.251348
mi,2020-04-22,12.1086
mn,2020-04-22,1.047187
mo,2020-04-22,4.418982
ms,2020-04-22,3.9801
nc,2020-04-22,6.130541
nd,2020-04-22,8.503278
ne,2020-04-22,2.315072
nh,2020-04-22,4.315938
nj,2020-04-22,25.867021
nm,2020-04-22,3.449228
nv,2020-04-22,6.770008
ny,2020-04-22,22.224194
oh,2020-04-22,3.776794
ok,2020-04-22,2.268053
or,2020-04-22,2.504578
pa,2020-04-22,11.113403
ri,2020-04-22,3.859486
sc,2020-04-22,5.033255
tn,2020-04-22,1.956629
tx,2020-04-22,3.283739
ut,2020-04-22,1.094523
va,2020-04-22,5.882653
vt,2020-04-22,4.297793
wa,2020-04-22,3.784932
wi,2020-04-22,5.422423
wv,2020-04-22,0.945344
