geo_value,time_value,covid_admissions
in,2020-09-30,2.945325
ks,2020-09-30,2.489422
ky,2020-09-30,1.871962
la,2020-09-30,3.108923
ma,2020-09-30,1.102482
md,2020-09-30,2.841251
me,2020-09-30,1.004425
mi,2020-09-30,2.029847
mn,2020-09-30,2.593892
mo,2020-09-30,4.750633
ms,2020-09-30,3.32486
nc,2020-09-30,4.044776
nd,2020-09-30,8.762927
ne,2020-09-30,2.315923
nh,2020-09-30,0.999158
nj,2020-09-30,1.484229
nm,2020-09-30,1.851877
nv,2020-09-30,5.022559
ny,2020-09-30,0.791539
oh,2020-09-30,1.589352
ok,2020-09-30,3.917826
or,2020-09-30,1.276894
pa,2020-09-30,1.01563
ri,2020-09-30,0.261037
sc,2020-09-30,4.338423
sd,2020-09-30,3.592213
tn,2020-09-30,3.550732
tx,2020-09-30,4.867195
ut,2020-09-30,3.564451
va,2020-09-30,2.644224
vt,2020-09-30,0.125286
wa,2020-09-30,2.376954
wi,2020-09-30,3.551794
wv,2020-09-30,1.926173
al,2020-10-01,4.114237
ar,2020-10-01,6.485346
az,2020-10-01,1.391777
ca,2020-10-01,1.683141
co,2020-10-01,1.003827
ct,2020-10-01,1.374607
dc,2020-10-01,1.474902
de,2020-10-01,2.568948
fl,2020-10-01,3.211557
ga,2020-10-01,4.163436
hi,2020-10-01,1.047201
ia,2020-10-01,1.470535
id,2020-10-01,4.869945
il,2020-10-01,3.376651
in,2020-10-01,3.170662
ks,2020-10-01,2.458483
ky,2020-10-01,1.779656
la,2020-10-01,2.921068
ma,2020-10-01,1.13885
md,2020-10-01,2.87627
me,2020-10-01,1.093385
mi,2020-10-01,1.916398
mn,2020-10-01,2.527187
mo,2020-10-01,4.819245
ms,2020-10-01,3.696373
nc,2020-10-01,3.770187
nd,2020-10-01,8.803988
ne,2020-10-01,2.038645
nh,2020-10-01,1.013292
nj,2020-10-01,1.553076
nm,2020-10-01,1.999783
nv,2020-10-01,5.160618
ny,2020-10-01,0.82909
oh,2020-10-01,1.649377
ok,2020-10-01,3.844708
or,2020-10-01,1.189288
pa,2020-10-01,1.099881
ri,2020-10-01,0.310157
sc,2020-10-01,3.975401
sd,2020-10-01,3.448312
tn,2020-10-01,3.572817
tx,2020-10-01,4.541686
ut,2020-10-01,3.555967
va,2020-10-01,2.715785
vt,2020-10-01,0.12662
wa,2020-10-01,2.326165
wi,2020-10-01,3.649785
wv,2020-10-01,1.772238
al,2020-10-02,4.137536
ar,2020-10-02,6.09211
az,2020-10-02,2.307275
ca,2020-10-02,1.87842
co,2020-10-02,1.106376
ct,2020-10-02,1.347581
dc,2020-10-02,1.67304
de,2020-10-02,2.805768
fl,2020-10-02,3.445035
ga,2020-10-02,4.145657
hi,2020-10-02,1.154821
ia,2020-10-02,2.033093
id,2020-10-02,4.848908
il,2020-10-02,3.652167
in,2020-10-02,3.759085
ks,2020-10-02,3.248772
ky,2020-10-02,1.784311
la,2020-10-02,2.821613
ma,2020-10-02,1.760841
md,2020-10-02,2.891664
me,2020-10-02,1.204419
mi,2020-10-02,1.954191
mn,2020-10-02,2.30497
mo,2020-10-02,5.37426
ms,2020-10-02,3.786515
nc,2020-10-02,3.79631
nd,2020-10-02,8.961023
ne,2020-10-02,2.075115
nh,2020-10-02,0.985079
nj,2020-10-02,2.699392
nm,2020-10-02,2.364103
nv,2020-10-02,5.069342
ny,2020-10-02,0.893801
oh,2020-10-02,2.496422
ok,2020-10-02,3.9834
or,2020-10-02,1.065576
pa,2020-10-02,1.180927
ri,2020-10-02,0.506232
sc,2020-10-02,4.215155
sd,2020-10-02,3.260946
tn,2020-10-02,4.070127
tx,2020-10-02,5.427878
ut,2020-10-02,3.387026
va,2020-10-02,3.487775
vt,2020-10-02,0.127453
wa,2020-10-02,2.306245
wi,2020-10-02,3.597957
wv,2020-10-02,1.703541
wy,2020-10-02,2.108667
al,2020-10-03,4.08029
ar,2020-10-03,5.483128
az,2020-10-03,2.342159
ca,2020-10-03,1.947786
co,2020-10-03,1.134624
ct,2020-10-03,1.316585
dc,2020-10-03,1.860355
de,2020-10-03,3.193241
fl,2020-10-03,3.305321
ga,2020-10-03,4.197969
hi,2020-10-03,1.366523
ia,2020-10-03,2.599091
id,2020-10-03,4.773536
il,2020-10-03,3.85694
in,2020-10-03,3.672539
ks,2020-10-03,3.682044
ky,2020-10-03,2.100497
la,2020-10-03,2.517844
ma,2020-10-03,2.044143
md,2020-10-03,2.784145
me,2020-10-03,1.272153
mi,2020-10-03,2.091874
mn,2020-10-03,2.164938
mo,2020-10-03,5.168213
ms,2020-10-03,3.683979
nc,2020-10-03,3.696032
nd,2020-10-03,9.62958
ne,2020-10-03,2.181548
nh,2020-10-03,0.897817
nj,2020-10-03,2.442407
nm,2020-10-03,2.658468
nv,2020-10-03,4.681664
ny,2020-10-03,0.882421
oh,2020-10-03,2.402829
ok,2020-10-03,3.899391
or,2020-10-03,1.004015
pa,2020-10-03,1.111143
ri,2020-10-03,0.583524
sc,2020-10-03,4.146144
sd,2020-10-03,3.124333
tn,2020-10-03,4.149071
tx,2020-10-03,5.226759
ut,2020-10-03,3.186836
va,2020-10-03,3.376835
vt,2020-10-03,0.128066
wa,2020-10-03,2.257821
wi,2020-10-03,3.802271
wv,2020-10-03,1.641974
wy,2020-10-03,2.496546
al,2020-10-04,4.061603
ar,2020-10-04,5.136813
az,2020-10-04,2.484646
ca,2020-10-04,2.050598
co,2020-10-04,1.168222
ct,2020-10-04,1.429513
dc,2020-10-04,2.009253
de,2020-10-04,3.544841
fl,2020-10-04,3.431388
ga,2020-10-04,4.37464
hi,2020-10-04,1.608051
ia,2020-10-04,3.002816
id,2020-10-04,4.586095
il,2020-10-04,3.967738
in,2020-10-04,3.734339
ks,2020-10-04,3.910906
ky,2020-10-04,2.475071
la,2020-10-04,2.618217
ma,2020-10-04,1.933987
md,2020-10-04,2.710405
me,2020-10-04,1.265558
mi,2020-10-04,2.247494
mn,2020-10-04,2.014903
mo,2020-10-04,5.297031
ms,2020-10-04,3.810359
nc,2020-10-04,3.816432
ne,2020-10-04,2.550753
nh,2020-10-04,0.775405
nj,2020-10-04,2.405876
nm,2020-10-04,2.734934
nv,2020-10-04,4.287723
ny,2020-10-04,0.919086
oh,2020-10-04,2.46478
ok,2020-10-04,3.773056
or,2020-10-04,0.939992
pa,2020-10-04,1.014879
ri,2020-10-04,0.615128
sc,2020-10-04,4.167885
sd,2020-10-04,3.244395
tn,2020-10-04,4.301191
tx,2020-10-04,5.128367
ut,2020-10-04,3.156437
va,2020-10-04,3.172583
vt,2020-10-04,0.131648
wa,2020-10-04,2.062385
wi,2020-10-04,3.935186
wv,2020-10-04,1.724666
wy,2020-10-04,2.82789
al,2020-10-05,4.240852
ar,2020-10-05,5.175272
az,2020-10-05,2.548799
ca,2020-10-05,2.080574
co,2020-10-05,1.29268
ct,2020-10-05,1.485329
dc,2020-10-05,2.263296
de,2020-10-05,3.821984
fl,2020-10-05,3.414085
ga,2020-10-05,4.495602
hi,2020-10-05,1.794333
ia,2020-10-05,3.125105
id,2020-10-05,4.276848
il,2020-10-05,4.085087
in,2020-10-05,4.048221
ks,2020-10-05,3.750588
ky,2020-10-05,2.74865
la,2020-10-05,2.544358
ma,2020-10-05,1.812413
md,2020-10-05,2.809487
me,2020-10-05,1.193225
mi,2020-10-05,2.408307
mn,2020-10-05,2.002082
mo,2020-10-05,5.330852
ms,2020-10-05,4.37211
nc,2020-10-05,4.050849
ne,2020-10-05,3.029723
nh,2020-10-05,0.688338
nj,2020-10-05,2.403216
nm,2020-10-05,2.766417
nv,2020-10-05,3.812241
ny,2020-10-05,1.006778
oh,2020-10-05,2.375522
ok,2020-10-05,4.080307
or,2020-10-05,0.924761
pa,2020-10-05,0.996095
ri,2020-10-05,0.742254
sc,2020-10-05,4.071775
sd,2020-10-05,3.156181
tn,2020-10-05,4.703401
tx,2020-10-05,5.05995
ut,2020-10-05,3.314096
va,2020-10-05,3.142131
vt,2020-10-05,0.136206
wa,2020-10-05,2.036207
wi,2020-10-05,4.619872
wv,2020-10-05,1.779832
wy,2020-10-05,3.102263
al,2020-10-06,4.363793
ar,2020-10-06,5.658578
az,2020-10-06,2.59584
ca,2020-10-06,2.14387
co,2020-10-06,1.442725
ct,2020-10-06,1.60623
dc,2020-10-06,2.495233
de,2020-10-06,4.001638
fl,2020-10-06,3.37093
ga,2020-10-06,4.464232
hi,2020-10-06,1.910548
ia,2020-10-06,3.21717
id,2020-10-06,3.994154
il,2020-10-06,4.099919
in,2020-10-06,4.263341
ks,2020-10-06,3.636805
ky,2020-10-06,2.917764
la,2020-10-06,2.641959
ma,2020-10-06,1.645797
md,2020-10-06,2.902535
me,2020-10-06,1.103075
mi,2020-10-06,2.610589
mn,2020-10-06,2.031633
mo,2020-10-06,5.301603
ms,2020-10-06,4.847915
mt,2020-10-06,1.178649
nc,2020-10-06,4.111016
ne,2020-10-06,3.629168
nh,2020-10-06,0.678379
nj,2020-10-06,2.216086
nm,2020-10-06,2.758001
nv,2020-10-06,3.788431
ny,2020-10-06,1.050974
oh,2020-10-06,2.102858
ok,2020-10-06,4.629143
or,2020-10-06,0.964007
pa,2020-10-06,1.00819
ri,2020-10-06,0.728489
sc,2020-10-06,3.893244
sd,2020-10-06,3.025447
tn,2020-10-06,4.4974
tx,2020-10-06,6.097201
ut,2020-10-06,3.661701
va,2020-10-06,3.011301
vt,2020-10-06,0.138385
wa,2020-10-06,1.911196
wi,2020-10-06,4.907679
wv,2020-10-06,1.826831
wy,2020-10-06,3.296791
al,2020-10-07,4.594511
ar,2020-10-07,6.005151
az,2020-10-07,2.632998
ca,2020-10-07,2.098413
co,2020-10-07,1.46809
ct,2020-10-07,1.699532
dc,2020-10-07,2.57977
de,2020-10-07,4.091297
fl,2020-10-07,3.2235
ga,2020-10-07,4.314138
hi,2020-10-07,2.22104
ia,2020-10-07,3.42917
id,2020-10-07,3.631164
il,2020-10-07,4.164355
in,2020-10-07,4.213001
ks,2020-10-07,3.348697
ky,2020-10-07,2.963003
la,2020-10-07,2.467897
ma,2020-10-07,1.456118
md,2020-10-07,2.888574
me,2020-10-07,1.019649
mi,2020-10-07,2.61858
mn,2020-10-07,2.104721
mo,2020-10-07,5.252964
ms,2020-10-07,4.787221
mt,2020-10-07,1.163838
nc,2020-10-07,4.310124
ne,2020-10-07,4.121881
nh,2020-10-07,0.608722
nj,2020-10-07,2.058462
nm,2020-10-07,2.911437
nv,2020-10-07,4.179972
ny,2020-10-07,1.037937
oh,2020-10-07,2.008534
ok,2020-10-07,4.630951
or,2020-10-07,0.925715
pa,2020-10-07,1.212172
ri,2020-10-07,0.751074
sc,2020-10-07,3.9264
sd,2020-10-07,3.227068
tn,2020-10-07,4.655989
tx,2020-10-07,5.954893
ut,2020-10-07,4.051303
va,2020-10-07,2.810013
vt,2020-10-07,0.140457
wa,2020-10-07,1.818197
wi,2020-10-07,5.01418
wv,2020-10-07,1.957455
wy,2020-10-07,3.248926
al,2020-10-08,4.825453
ar,2020-10-08,6.032088
az,2020-10-08,2.667412
ca,2020-10-08,2.084121
co,2020-10-08,1.354772
ct,2020-10-08,1.8016
dc,2020-10-08,2.62071
de,2020-10-08,4.086405
fl,2020-10-08,3.084106
ga,2020-10-08,4.324652
hi,2020-10-08,2.648964
ia,2020-10-08,3.648666
id,2020-10-08,3.322092
il,2020-10-08,4.05065
in,2020-10-08,3.796572
ks,2020-10-08,3.058248
ky,2020-10-08,2.968777
la,2020-10-08,2.533619
ma,2020-10-08,1.231398
md,2020-10-08,2.729799
me,2020-10-08,1.007706
mi,2020-10-08,2.430653
mn,2020-10-08,2.127996
mo,2020-10-08,5.327519
ms,2020-10-08,4.694152
mt,2020-10-08,1.150922
nc,2020-10-08,4.406594
ne,2020-10-08,4.106127
nh,2020-10-08,0.569439
nj,2020-10-08,1.963021
nm,2020-10-08,3.147586
nv,2020-10-08,4.844096
ny,2020-10-08,1.104068
oh,2020-10-08,1.82533
ok,2020-10-08,4.504158
or,2020-10-08,0.868478
pa,2020-10-08,1.340552
ri,2020-10-08,0.801616
sc,2020-10-08,3.90665
sd,2020-10-08,3.21899
tn,2020-10-08,4.826674
tx,2020-10-08,5.894562
ut,2020-10-08,4.434942
va,2020-10-08,2.778894
vt,2020-10-08,0.142637
wa,2020-10-08,1.533884
wi,2020-10-08,5.258905
wv,2020-10-08,2.004371
wy,2020-10-08,3.48831
al,2020-10-09,5.037329
ar,2020-10-09,5.918495
az,2020-10-09,2.477374
ca,2020-10-09,1.993643
co,2020-10-09,1.375625
ct,2020-10-09,1.870264
dc,2020-10-09,2.688394
de,2020-10-09,4.026307
fl,2020-10-09,3.060723
ga,2020-10-09,4.416774
hi,2020-10-09,2.990533
ia,2020-10-09,3.755176
id,2020-10-09,3.128692
il,2020-10-09,4.085152
in,2020-10-09,3.773983
ks,2020-10-09,2.970733
ky,2020-10-09,3.126927
la,2020-10-09,2.353604
ma,2020-10-09,1.071253
md,2020-10-09,2.449417
me,2020-10-09,1.068693
mi,2020-10-09,2.26898
mn,2020-10-09,2.084777
mo,2020-10-09,5.247641
ms,2020-10-09,4.543137
mt,2020-10-09,0.933842
nc,2020-10-09,4.396025
ne,2020-10-09,3.839112
nh,2020-10-09,0.595597
nj,2020-10-09,1.827611
nm,2020-10-09,3.302492
nv,2020-10-09,5.285541
ny,2020-10-09,1.143408
oh,2020-10-09,1.536144
ok,2020-10-09,4.570151
or,2020-10-09,0.779411
pa,2020-10-09,1.439315
ri,2020-10-09,0.731586
sc,2020-10-09,4.067939
sd,2020-10-09,3.35473
tn,2020-10-09,4.817503
tx,2020-10-09,5.881659
ut,2020-10-09,4.696586
va,2020-10-09,2.695942
vt,2020-10-09,0.143593
wa,2020-10-09,1.260937
wi,2020-10-09,5.574636
wv,2020-10-09,2.034669
al,2020-10-10,4.985825
ar,2020-10-10,5.886741
az,2020-10-10,2.328658
ca,2020-10-10,1.916825
co,2020-10-10,1.486237
ct,2020-10-10,2.084421
dc,2020-10-10,2.669645
de,2020-10-10,3.889091
fl,2020-10-10,2.959358
ga,2020-10-10,4.348033
hi,2020-10-10,3.37345
ia,2020-10-10,3.76591
id,2020-10-10,2.966713
il,2020-10-10,4.20077
in,2020-10-10,3.642226
ks,2020-10-10,2.847676
ky,2020-10-10,3.148489
la,2020-10-10,2.17929
ma,2020-10-10,1.087335
md,2020-10-10,2.086253
me,2020-10-10,1.166262
mi,2020-10-10,2.305263
mn,2020-10-10,1.989659
mo,2020-10-10,5.168114
ms,2020-10-10,4.437233
mt,2020-10-10,0.784684
nc,2020-10-10,4.390529
ne,2020-10-10,3.25687
nh,2020-10-10,0.691481
nj,2020-10-10,1.685527
nm,2020-10-10,3.391082
nv,2020-10-10,5.533032
ny,2020-10-10,1.222043
oh,2020-10-10,1.584522
ok,2020-10-10,4.462262
or,2020-10-10,0.716405
pa,2020-10-10,1.311332
ri,2020-10-10,0.67517
sc,2020-10-10,4.523923
sd,2020-10-10,3.957799
tn,2020-10-10,4.921118
tx,2020-10-10,5.851239
ut,2020-10-10,4.842891
va,2020-10-10,2.465818
vt,2020-10-10,0.147858
wa,2020-10-10,1.187138
wi,2020-10-10,5.605711
wv,2020-10-10,2.108455
al,2020-10-11,4.876328
ar,2020-10-11,6.197794
az,2020-10-11,2.241543
ca,2020-10-11,1.898903
co,2020-10-11,1.657916
ct,2020-10-11,2.219643
dc,2020-10-11,2.597926
de,2020-10-11,3.731079
fl,2020-10-11,3.035547
ga,2020-10-11,4.499381
hi,2020-10-11,3.971337
ia,2020-10-11,3.693765
id,2020-10-11,2.893303
il,2020-10-11,4.398319
in,2020-10-11,3.874701
ks,2020-10-11,2.847536
ky,2020-10-11,3.123185
la,2020-10-11,2.401636
ma,2020-10-11,1.261728
md,2020-10-11,1.938206
me,2020-10-11,1.363925
mi,2020-10-11,2.424082
mn,2020-10-11,1.901481
mo,2020-10-11,5.491403
ms,2020-10-11,4.451733
nc,2020-10-11,4.621545
ne,2020-10-11,2.67019
nh,2020-10-11,0.853551
nj,2020-10-11,1.723349
nm,2020-10-11,3.490995
nv,2020-10-11,5.694715
ny,2020-10-11,1.246695
oh,2020-10-11,1.621994
ok,2020-10-11,4.40227
or,2020-10-11,0.760348
pa,2020-10-11,1.32925
ri,2020-10-11,0.597443
sc,2020-10-11,4.744311
sd,2020-10-11,4.840887
tn,2020-10-11,5.322636
tx,2020-10-11,5.84538
ut,2020-10-11,5.207107
va,2020-10-11,2.642529
vt,2020-10-11,0.152097
wa,2020-10-11,1.335606
wi,2020-10-11,5.910928
wv,2020-10-11,1.977337
al,2020-10-12,5.29659
ar,2020-10-12,6.745448
az,2020-10-12,2.271686
ca,2020-10-12,1.758455
co,2020-10-12,1.919918
ct,2020-10-12,2.502448
dc,2020-10-12,2.569129
de,2020-10-12,3.580585
fl,2020-10-12,3.029466
ga,2020-10-12,4.763642
hi,2020-10-12,4.724697
ia,2020-10-12,3.794495
id,2020-10-12,2.896199
il,2020-10-12,4.453382
in,2020-10-12,4.323055
ks,2020-10-12,2.645619
ky,2020-10-12,2.894574
la,2020-10-12,2.493015
ma,2020-10-12,1.49686
md,2020-10-12,1.813708
me,2020-10-12,1.63488
mi,2020-10-12,2.542207
mn,2020-10-12,1.911699
mo,2020-10-12,5.741657
ms,2020-10-12,4.548798
nc,2020-10-12,5.25897
ne,2020-10-12,2.219941
nh,2020-10-12,1.018597
nj,2020-10-12,1.679606
nm,2020-10-12,3.647972
nv,2020-10-12,5.826326
ny,2020-10-12,1.332969
oh,2020-10-12,1.647167
ok,2020-10-12,4.461796
or,2020-10-12,0.793338
pa,2020-10-12,1.506128
ri,2020-10-12,0.551447
sc,2020-10-12,4.604678
sd,2020-10-12,5.702095
tn,2020-10-12,5.443834
tx,2020-10-12,5.97253
ut,2020-10-12,5.640688
va,2020-10-12,2.712977
vt,2020-10-12,0.155741
wa,2020-10-12,1.590952
wi,2020-10-12,6.294556
wv,2020-10-12,1.813879
al,2020-10-13,5.477399
ar,2020-10-13,7.179282
az,2020-10-13,2.377437
ca,2020-10-13,1.652648
co,2020-10-13,2.016383
ct,2020-10-13,2.557438
dc,2020-10-13,2.28472
de,2020-10-13,3.494635
fl,2020-10-13,3.129734
ga,2020-10-13,4.765979
hi,2020-10-13,5.424472
ia,2020-10-13,3.948293
id,2020-10-13,3.047899
il,2020-10-13,4.505567
in,2020-10-13,4.486013
ks,2020-10-13,2.682467
ky,2020-10-13,2.775195
la,2020-10-13,2.525628
ma,2020-10-13,1.803364
md,2020-10-13,1.919412
me,2020-10-13,1.933188
mi,2020-10-13,2.560468
mn,2020-10-13,1.978552
mo,2020-10-13,5.709612
ms,2020-10-13,4.379424
nc,2020-10-13,5.994596
ne,2020-10-13,2.012103
nh,2020-10-13,1.207321
nj,2020-10-13,1.768115
nm,2020-10-13,3.822937
nv,2020-10-13,5.723207
ny,2020-10-13,1.448255
oh,2020-10-13,1.69766
ok,2020-10-13,4.634073
or,2020-10-13,0.834703
pa,2020-10-13,1.544646
ri,2020-10-13,0.470807
sc,2020-10-13,4.737823
sd,2020-10-13,6.415635
tn,2020-10-13,5.568275
tx,2020-10-13,6.55531
ut,2020-10-13,6.09138
va,2020-10-13,2.495386
vt,2020-10-13,0.154292
wa,2020-10-13,1.796295
wi,2020-10-13,6.21806
wv,2020-10-13,1.639291
al,2020-10-14,5.365043
ar,2020-10-14,7.240339
az,2020-10-14,2.341161
ca,2020-10-14,1.656552
co,2020-10-14,1.92104
ct,2020-10-14,2.65433
dc,2020-10-14,1.992749
de,2020-10-14,3.373359
fl,2020-10-14,3.16461
ga,2020-10-14,4.606935
hi,2020-10-14,6.209522
ia,2020-10-14,4.036419
id,2020-10-14,3.26339
il,2020-10-14,4.777072
in,2020-10-14,4.537091
ks,2020-10-14,2.747855
ky,2020-10-14,2.997403
la,2020-10-14,2.269957
ma,2020-10-14,2.19455
md,2020-10-14,1.870416
me,2020-10-14,2.240129
mi,2020-10-14,2.6148
mn,2020-10-14,2.08416
mo,2020-10-14,6.016036
ms,2020-10-14,3.955267
nc,2020-10-14,6.410464
ne,2020-10-14,1.959098
nh,2020-10-14,1.367689
nj,2020-10-14,2.080279
nm,2020-10-14,4.049445
nv,2020-10-14,5.568457
ny,2020-10-14,1.42575
oh,2020-10-14,1.650195
ok,2020-10-14,4.446444
or,2020-10-14,0.893785
pa,2020-10-14,1.512717
ri,2020-10-14,0.547399
sc,2020-10-14,4.722419
sd,2020-10-14,7.342293
tn,2020-10-14,5.542989
tx,2020-10-14,6.628471
ut,2020-10-14,6.510502
va,2020-10-14,2.290747
vt,2020-10-14,0.154091
wa,2020-10-14,1.836208
wi,2020-10-14,5.976617
wv,2020-10-14,1.498347
al,2020-10-15,5.16297
ar,2020-10-15,7.021974
az,2020-10-15,2.30404
ca,2020-10-15,1.551861
co,2020-10-15,1.990154
ct,2020-10-15,2.781523
dc,2020-10-15,1.815785
de,2020-10-15,3.069486
fl,2020-10-15,3.146515
ga,2020-10-15,4.705761
hi,2020-10-15,6.715312
ia,2020-10-15,3.936232
id,2020-10-15,3.428619
il,2020-10-15,4.970736
in,2020-10-15,4.313543
ks,2020-10-15,2.793058
ky,2020-10-15,3.241968
la,2020-10-15,2.062484
ma,2020-10-15,2.46436
md,2020-10-15,2.133496
me,2020-10-15,2.441854
mi,2020-10-15,2.755562
mn,2020-10-15,2.17034
mo,2020-10-15,6.111473
ms,2020-10-15,3.66206
nc,2020-10-15,6.448371
ne,2020-10-15,2.135497
nh,2020-10-15,1.454591
nj,2020-10-15,2.243122
nm,2020-10-15,4.383294
nv,2020-10-15,5.474603
ny,2020-10-15,1.36079
oh,2020-10-15,1.742449
ok,2020-10-15,4.158415
or,2020-10-15,0.957026
pa,2020-10-15,1.887437
ri,2020-10-15,0.619595
sc,2020-10-15,5.027407
sd,2020-10-15,8.15371
tn,2020-10-15,5.640212
tx,2020-10-15,6.409533
ut,2020-10-15,6.715975
va,2020-10-15,2.474634
vt,2020-10-15,0.154591
wa,2020-10-15,1.671281
wi,2020-10-15,5.96982
wv,2020-10-15,1.483197
al,2020-10-16,5.2957
ar,2020-10-16,6.743472
az,2020-10-16,2.375169
ca,2020-10-16,1.544135
co,2020-10-16,2.032324
ct,2020-10-16,2.825448
dc,2020-10-16,1.654729
de,2020-10-16,2.86927
fl,2020-10-16,3.167971
ga,2020-10-16,4.894298
hi,2020-10-16,7.018265
ia,2020-10-16,3.733681
id,2020-10-16,3.626326
il,2020-10-16,4.844
in,2020-10-16,4.316543
ks,2020-10-16,2.990273
ky,2020-10-16,3.528063
la,2020-10-16,1.952311
ma,2020-10-16,2.531929
md,2020-10-16,2.362634
me,2020-10-16,2.538042
mi,2020-10-16,2.813336
mn,2020-10-16,2.176512
mo,2020-10-16,6.277672
ms,2020-10-16,3.534606
nc,2020-10-16,6.532559
ne,2020-10-16,2.242243
nh,2020-10-16,1.472181
nj,2020-10-16,2.434007
nm,2020-10-16,4.822748
nv,2020-10-16,5.226024
ny,2020-10-16,1.3494
oh,2020-10-16,1.586754
ok,2020-10-16,4.117687
or,2020-10-16,1.039976
pa,2020-10-16,1.868674
ri,2020-10-16,0.645746
sc,2020-10-16,4.90247
sd,2020-10-16,9.165164
tn,2020-10-16,5.686927
tx,2020-10-16,6.594935
ut,2020-10-16,6.59618
va,2020-10-16,2.693779
vt,2020-10-16,0.156849
wa,2020-10-16,1.388291
wi,2020-10-16,6.140845
wv,2020-10-16,1.521681
wy,2020-10-16,6.459754
al,2020-10-17,5.633433
ar,2020-10-17,6.445214
az,2020-10-17,2.544192
ca,2020-10-17,1.48076
co,2020-10-17,2.088697
ct,2020-10-17,2.753516
dc,2020-10-17,1.401386
de,2020-10-17,3.00817
fl,2020-10-17,3.134339
ga,2020-10-17,4.993128
hi,2020-10-17,6.981597
ia,2020-10-17,3.466426
id,2020-10-17,4.005865
il,2020-10-17,4.738362
in,2020-10-17,4.701921
ks,2020-10-17,3.263661
ky,2020-10-17,3.677179
la,2020-10-17,1.758993
ma,2020-10-17,2.547831
md,2020-10-17,2.758211
me,2020-10-17,2.47733
mi,2020-10-17,2.87747
mn,2020-10-17,2.1107
mo,2020-10-17,6.199997
ms,2020-10-17,3.619566
nc,2020-10-17,6.197361
ne,2020-10-17,2.259522
nh,2020-10-17,1.343916
nj,2020-10-17,2.760331
nm,2020-10-17,5.176929
nv,2020-10-17,4.748263
ny,2020-10-17,1.349795
oh,2020-10-17,1.732067
ok,2020-10-17,4.517507
or,2020-10-17,1.038673
pa,2020-10-17,1.803552
ri,2020-10-17,0.665092
sc,2020-10-17,4.907837
sd,2020-10-17,10.165927
tn,2020-10-17,5.857371
tx,2020-10-17,6.104906
ut,2020-10-17,6.290042
va,2020-10-17,2.73259
vt,2020-10-17,0.159478
wa,2020-10-17,1.264783
wi,2020-10-17,6.510708
wv,2020-10-17,1.62007
wy,2020-10-17,6.225718
al,2020-10-18,6.262714
ar,2020-10-18,6.423393
az,2020-10-18,2.664904
ca,2020-10-18,1.373143
co,2020-10-18,2.276151
ct,2020-10-18,2.769214
dc,2020-10-18,1.276502
de,2020-10-18,3.361651
fl,2020-10-18,3.279165
ga,2020-10-18,5.390389
hi,2020-10-18,6.737045
ia,2020-10-18,3.277878
id,2020-10-18,4.348623
il,2020-10-18,5.06073
in,2020-10-18,5.340873
ks,2020-10-18,3.590952
ky,2020-10-18,3.621667
la,2020-10-18,1.800694
ma,2020-10-18,2.644449
md,2020-10-18,3.229006
me,2020-10-18,2.304237
mi,2020-10-18,2.953188
mn,2020-10-18,1.986774
mo,2020-10-18,6.185693
ms,2020-10-18,3.597852
nc,2020-10-18,6.164329
ne,2020-10-18,2.234351
nh,2020-10-18,1.160856
nj,2020-10-18,3.059192
nm,2020-10-18,5.673535
nv,2020-10-18,4.156792
ny,2020-10-18,1.380479
oh,2020-10-18,2.014846
ok,2020-10-18,5.155485
or,2020-10-18,1.011401
pa,2020-10-18,1.805999
ri,2020-10-18,0.655652
sc,2020-10-18,5.111988
sd,2020-10-18,10.578466
tn,2020-10-18,5.961002
tx,2020-10-18,6.373497
ut,2020-10-18,5.833331
va,2020-10-18,3.048127
vt,2020-10-18,0.163033
wa,2020-10-18,1.174978
wi,2020-10-18,7.094947
wv,2020-10-18,1.654573
wy,2020-10-18,6.333829
al,2020-10-19,6.982484
ar,2020-10-19,6.71328
az,2020-10-19,2.70247
ca,2020-10-19,1.304864
co,2020-10-19,2.452359
ct,2020-10-19,2.971131
dc,2020-10-19,1.186926
de,2020-10-19,3.834258
fl,2020-10-19,3.375702
ga,2020-10-19,5.832186
hi,2020-10-19,6.392129
ia,2020-10-19,3.376898
id,2020-10-19,4.582901
il,2020-10-19,5.141351
in,2020-10-19,5.856938
ks,2020-10-19,3.845455
ky,2020-10-19,3.733497
la,2020-10-19,1.887365
ma,2020-10-19,2.805539
md,2020-10-19,3.741067
me,2020-10-19,2.049734
mi,2020-10-19,3.033786
mn,2020-10-19,1.772982
mo,2020-10-19,6.559238
ms,2020-10-19,3.750236
nc,2020-10-19,6.084134
ne,2020-10-19,2.196991
nh,2020-10-19,0.962579
nj,2020-10-19,3.335444
nm,2020-10-19,6.603473
nv,2020-10-19,3.661983
ny,2020-10-19,1.36714
oh,2020-10-19,2.235695
ok,2020-10-19,5.772643
or,2020-10-19,1.063063
pa,2020-10-19,1.88767
ri,2020-10-19,0.559372
sc,2020-10-19,5.474633
sd,2020-10-19,10.652616
tn,2020-10-19,6.360711
tx,2020-10-19,6.729434
ut,2020-10-19,5.290296
va,2020-10-19,3.498582
vt,2020-10-19,0.165133
wa,2020-10-19,1.135833
wi,2020-10-19,8.03075
wv,2020-10-19,1.683257
al,2020-10-20,7.028744
ar,2020-10-20,6.882848
az,2020-10-20,2.616207
