geo_value,time_value,percent_covid_tests_positive_smoothed,covid_admissions,raw_search,percent_covid_visits,fb_illness,new_cases,full_time_work_prop,percent_home
pa,2020-10-08,4.08031922,1.340552,12.28281999,0.150057,0.6272843000000001,1421,6.9015965662159,29.520764062756
ri,2020-10-08,8.97959184,0.801616,44.61895413,0.130531,0.3665236,269,7.106490900945099,29.768977698886
sc,2020-10-08,8.79796481,3.90665,11.57226653,0.2118,0.9612023999999999,1050,7.212018706816299,24.2138542285
sd,2020-10-08,6.55406481,3.2189900000000002,76.54623393,1.449962,1.4664754,526,9.0084619353989,23.826614152323998
tn,2020-10-08,12.79275298,4.826674,8.35345076,0.42958599999999997,1.1063415,1992,6.325699385982199,24.139961987978
tx,2020-10-08,8.95363619,5.8945620000000005,9.93916744,0.5289119999999999,0.9183456,4167,6.895349269913201,25.589778532561997
ut,2020-10-08,4.50733753,4.4349419999999995,16.58878226,0.523964,1.0442468,1501,6.2592310869498,26.871560052360998
va,2020-10-08,4.90260165,2.7788939999999998,17.29607701,0.199969,0.5858285,1844,6.024792545362901,29.020804806007
vt,2020-10-08,0.41322314,0.14263699999999999,0.0,0.049944999999999996,0.32119770000000003,11,7.2789325386844,27.211388769114002
wa,2020-10-08,5.61628345,1.533884,13.43682085,0.13265,0.5787411,710,5.390125866290201,32.195929553694
wi,2020-10-08,1.3671875,5.258905,70.81104556,0.690145,0.9416919,3132,6.3372605127425015,27.276811996653
wv,2020-10-08,3.50318471,2.004371,0.0,0.148529,1.4913257,183,6.658892920996899,24.860445742826002
wy,2020-10-08,4.20182659,3.48831,0.0,0.286862,1.280966,193,6.464992107346401,24.103974915893
al,2020-10-09,10.59891621,5.037329,63.04891548,0.35581199999999996,1.2322836000000001,1214,5.2416061905052,17.541495561196
ar,2020-10-09,9.19100048,5.918495,53.72868828,0.33387100000000003,1.0217023,1167,4.9504656539026,18.717395572565003
az,2020-10-09,3.9688337,2.477374,26.89136197,0.292261,0.5591332,683,3.795185698853,25.327961272535
ca,2020-10-09,2.98353909,1.993643,5.692435,0.255924,0.4896364,3806,5.258418738559699,30.254839179688
co,2020-10-09,5.50055006,1.375625,30.60902657,0.159403,0.8081126999999999,834,6.1546759486105005,28.748061315725
ct,2020-10-09,3.26190801,1.870264,30.72631819,0.231094,0.5650496,290,7.121659327544401,30.627352830961
dc,2020-10-09,0.92592593,2.6883939999999997,0.0,0.243877,0.33678779999999997,78,6.1188127286200995,37.058258677111
de,2020-10-09,2.20264317,4.026307,0.0,0.209923,0.35819759999999995,145,5.8501109888643,32.403490745553995
fl,2020-10-09,7.56182484,3.060723,7.73811008,0.254941,0.6958535,2908,5.9640566357165,26.419846254627
ga,2020-10-09,9.48322027,4.416774,23.98299768,0.362881,0.8154609,1625,5.4955523743032,23.001301286354998
hi,2020-10-09,0.0,2.990533,0.0,0.187343,0.5469425,161,3.4604078180366,28.36633996631
ia,2020-10-09,5.32359081,3.755176,23.86423985,0.22019,1.0480711,1224,7.915508932704801,20.826592371085997
id,2020-10-09,14.26269138,3.128692,42.13009774,0.419863,1.3095569999999999,662,5.6357922117747,25.627233740556
il,2020-10-09,7.21342536,4.085152,14.4955924,0.997921,0.7379144,3117,5.6012150678458,27.091390296860002
in,2020-10-09,6.52026569,3.7739830000000003,0.0,0.351759,0.7834159,1816,5.304340783648401,23.160507561212
ks,2020-10-09,12.54845155,2.970733,25.11199102,0.265259,1.1764033,270,5.8544446640833,21.757953031188
ky,2020-10-09,7.06655711,3.1269270000000002,0.0,0.265231,1.4006975,1001,5.3859255675307995,22.480180330638
la,2020-10-09,10.63703704,2.3536040000000003,31.75876539,0.262349,0.8359315,257,6.0719665326865995,20.319312601647
ma,2020-10-09,2.78766311,1.071253,8.01574167,0.137202,0.43198109999999995,765,5.4792186917374,31.254317739331
md,2020-10-09,4.53829184,2.449417,17.50178478,0.254254,0.5504707,734,4.3974766705473,31.705210254252002
me,2020-10-09,1.40449438,1.0686930000000001,0.0,0.032791,0.5320678000000001,27,5.797670959567,26.915730953207
mi,2020-10-09,6.76160031,2.26898,19.09364826,0.230969,0.8487914000000001,1310,5.2905431582624,25.972810016020997
mn,2020-10-09,4.43376068,2.084777,33.42443257,0.607773,0.9203234,1390,3.9292433693342996,26.567420520721
mo,2020-10-09,5.61180214,5.247641000000001,32.67730052,0.49254,1.1038822,2016,6.4303322933858,22.532331806726003
ms,2020-10-09,7.84069687,4.543137000000001,0.0,0.656101,1.2419280000000001,862,6.3856877050623,18.602509431832
nc,2020-10-09,8.68263473,4.396025,16.2220035,0.26115,0.8360523999999999,2034,4.434525526928799,24.450264744489996
ne,2020-10-09,7.31794037,3.839112,32.19731448,0.51254,0.8107286,0,6.1497279278973,21.196754366845997
nh,2020-10-09,2.32849274,0.595597,45.86314438,0.050776999999999996,0.44103050000000005,92,5.5955573823898,27.685490886225
nj,2020-10-09,4.14570685,1.827611,6.04226457,0.481439,0.3959605,865,5.197946810950901,31.239415883253002
nm,2020-10-09,3.47225654,3.302492,0.0,0.163076,0.3199258,485,4.563687221263,28.264163773971994
nv,2020-10-09,8.04447351,5.285541,0.0,0.300427,0.7371116999999999,766,4.555962237382199,28.525695211584996
ny,2020-10-09,2.47698378,1.143408,12.53055404,0.305709,0.4922653,1592,5.554373505808701,31.463480190909003
oh,2020-10-09,5.81317204,1.536144,12.84331156,0.238814,0.7836709,1840,5.4612472280346,23.60052400259
ok,2020-10-09,11.00088145,4.570151,77.12917318,0.462085,1.289564,1524,3.9234760207002997,21.176655315809
or,2020-10-09,2.13857998,0.779411,44.12273634,0.166457,0.6858493,410,4.3457305847315,29.095096894084005
pa,2020-10-09,3.93250963,1.439315,0.0,0.167569,0.6150883,1381,5.713184094294499,28.282537093027006
ri,2020-10-09,8.9,0.731586,102.77492292,0.15654,0.47531179999999995,249,5.882099695043701,29.134373105026
sc,2020-10-09,8.49238688,4.067939,13.08537892,0.217548,0.9510042,921,5.3400709309967,22.471828146431
sd,2020-10-09,7.19731465,3.3547300000000004,0.0,1.432159,1.6652927,749,7.0886892085934,22.341140270618
tn,2020-10-09,13.53467562,4.817503,26.95752292,0.420882,1.0803813999999998,1556,4.9959492972359,22.428511919897
tx,2020-10-09,9.30593232,5.881659,8.55653239,0.5368890000000001,0.9137329,4481,5.5960818793714,23.683107027090998
ut,2020-10-09,4.75184794,4.696586,0.0,0.454863,1.0845895,1343,5.008020284881801,25.441056134567
va,2020-10-09,4.89602527,2.6959419999999996,12.06435486,0.19747,0.6516623,1114,5.2519242600548,28.594039332140003
vt,2020-10-09,0.40983607,0.143593,0.0,0.046057,0.3208009,8,6.452914668876901,28.22405997429
wa,2020-10-09,6.10346111,1.260937,15.39270627,0.134375,0.47401229999999994,642,4.937181365322401,31.152937221974003
wi,2020-10-09,1.33044554,5.574636,11.1047171,0.677895,1.0671856000000002,2988,5.780827690908,26.222731725098004
wv,2020-10-09,3.64102564,2.034669,89.23790826,0.16609000000000002,1.4621683,374,6.2787590812576,24.649015888074
al,2020-10-10,11.02831312,4.985825,28.95714365,0.373291,1.2560713,801,2.1364078573472,19.860043423664997
ar,2020-10-10,9.15901402,5.886741000000001,55.08462884,0.341007,1.0554976,908,3.4610053623129002,25.161494307002002
az,2020-10-10,4.58505273,2.3286580000000003,9.74832677,0.300272,0.5864818,894,3.9128523562446995,30.812850366326
ca,2020-10-10,3.03611935,1.916825,11.27606855,0.24919899999999998,0.5380249,3334,3.6677047074554,30.086388311618002
co,2020-10-10,5.09589041,1.486237,0.0,0.16788599999999998,0.851211,1023,2.9150039225383,27.162482762745
ct,2020-10-10,3.40536105,2.084421,17.32883013,0.23953899999999997,0.5358193,0,2.6073442984824,27.757469179508
dc,2020-10-10,1.0,2.669645,0.0,0.24979099999999999,0.2962482,75,3.9786195851331003,31.440285435009002
de,2020-10-10,3.31950207,3.8890910000000005,0.0,0.19831500000000002,0.5710017,171,2.5642593845313,28.625987006838997
fl,2020-10-10,7.60328354,2.9593580000000004,15.98620542,0.248069,0.7091014,0,2.6415167225179,27.649921111292
ga,2020-10-10,9.62185955,4.348033,25.3164465,0.358643,0.9156940999999998,1237,2.5282584076377006,25.178655928816003
hi,2020-10-10,0.0,3.37345,0.0,0.189551,0.4170747,71,2.8398506660058,30.703901939398996
ia,2020-10-10,5.53043478,3.76591,0.0,0.220602,1.0447157,1161,2.9426251566124,24.062536130808
id,2020-10-10,13.42785655,2.966713,0.0,0.442196,1.6231911,613,3.6428669527863002,28.596480843004002
il,2020-10-10,7.54376216,4.2007699999999994,9.68328483,0.9853459999999999,0.8048772,2905,3.4638307299187994,27.792787206759996
in,2020-10-10,6.55144695,3.6422260000000004,56.71746824,0.37733099999999997,0.7790511,1918,3.0161220673159,25.654531069701996
ks,2020-10-10,12.69880323,2.847676,28.22456851,0.303464,1.2746278999999998,83,2.8573384699473,24.488545262367005
ky,2020-10-10,6.76507677,3.148489,34.79042864,0.264492,1.049118,989,2.6003597730031003,24.858415648412997
la,2020-10-10,11.19791667,2.17929,0.0,0.257993,0.8069556999999999,0,3.0755044484003,22.516639142349
ma,2020-10-10,2.67481219,1.087335,27.43160794,0.14136400000000002,0.35524340000000004,639,3.1558331492917002,29.602478501125002
md,2020-10-10,4.65611686,2.0862529999999997,20.41892955,0.25292800000000004,0.5589561,636,2.7597067456605,29.612933178787998
me,2020-10-10,1.09289617,1.1662620000000001,0.0,0.035073,0.5197914,30,3.0794097123062003,30.364083916372998
mi,2020-10-10,6.898836,2.305263,35.61107987,0.234627,0.7522019,1637,2.724446408146,27.018668609327
mn,2020-10-10,4.58911419,1.989659,38.48731079,0.616823,0.93274,1516,2.5385530551268998,27.816933095154994
mo,2020-10-10,5.57311117,5.168114,23.79691984,0.515515,1.1082412,4679,2.6260362859024,24.557811096701
ms,2020-10-10,7.91342944,4.437233,85.03791338,0.635638,1.3713287,957,2.40709248175,21.641554901072
nc,2020-10-10,8.76690947,4.390529,5.71620881,0.263462,0.8286091,2321,2.623816188551,25.230765513422
ne,2020-10-10,6.91660767,3.25687,0.0,0.50668,0.9228448,1828,2.6566703089401003,23.975850926375003
nh,2020-10-10,2.07123011,0.691481,0.0,0.049210000000000004,0.5133346999999999,122,2.7365616611999997,29.124536718522997
nj,2020-10-10,4.41201717,1.685527,23.93791318,0.506191,0.3853042,864,3.0300320438206003,27.441716504746
nm,2020-10-10,3.54613509,3.391082,35.37946598,0.150241,0.35300879999999996,481,3.8450312633039005,30.122527432133
nv,2020-10-10,8.14030443,5.533032,0.0,0.304363,0.7302211,806,3.1450063473339,29.297514578874
ny,2020-10-10,2.47338066,1.222043,5.15618741,0.286196,0.45853059999999995,1447,3.8389069055096003,30.028170629514
oh,2020-10-10,5.93994778,1.584522,20.86471253,0.257241,0.8515485,1356,2.9338220281677994,25.382222022317
ok,2020-10-10,11.0071434,4.462262,42.17336573,0.49458199999999997,1.3173736999999999,1533,2.5410407971238,22.757487202958
or,2020-10-10,2.18181818,0.7164050000000001,0.0,0.161135,0.6827397,398,3.2311590650701003,30.290765629165996
pa,2020-10-10,3.90197152,1.311332,15.48327514,0.17535699999999999,0.6532241999999999,1468,3.0755742180847,27.378682610684002
ri,2020-10-10,9.03732809,0.6751699999999999,173.85257302,0.200322,0.5856731,0,3.3913266227457,28.919437298098
sc,2020-10-10,8.71440897,4.523923,13.77562746,0.214765,0.8132633,945,2.546878968551,23.967153664286
sd,2020-10-10,7.37579622,3.9577989999999996,0.0,1.565589,1.7951127,703,2.9302417595267998,25.921796401296
tn,2020-10-10,13.89935713,4.921118,9.40937054,0.42553199999999997,1.0313568000000002,1646,2.3838390060233,24.213707657456
tx,2020-10-10,9.48669517,5.851239,10.82627709,0.542407,0.9675014000000001,3831,2.4380189001016004,24.943629104309
ut,2020-10-10,4.80417755,4.842891000000001,42.82207044,0.433118,1.1376223,1354,2.9455826467439,25.706250612514996
va,2020-10-10,5.02348643,2.465818,24.17609098,0.192889,0.6510906999999999,1256,2.5025340117409,27.000587215259003
vt,2020-10-10,0.44247788,0.147858,0.0,0.064212,0.251596,11,3.5777015413387,28.442881017368
wa,2020-10-10,5.78574095,1.187138,8.17061503,0.147591,0.4957443,475,2.7442679154884,30.822032843306
wi,2020-10-10,1.32593278,5.605711,49.45587215,0.7143729999999999,1.1389702,2742,2.3919812910445004,28.177701227301
wv,2020-10-10,3.78630705,2.1084549999999997,0.0,0.191342,1.3345303999999998,220,2.6375357563127997,26.071312066384
al,2020-10-11,11.163212,4.876328,0.0,0.394907,1.1166829,716,2.2058405716729004,27.377255211022
ar,2020-10-11,9.21215115,6.197794,84.61753091,0.34528200000000003,1.0599052,613,2.1481071769401003,27.723715280407003
az,2020-10-11,4.68546638,2.241543,9.41697186,0.31401100000000004,0.6450306,597,2.9757261496998,34.130474903081996
ca,2020-10-11,2.87095104,1.8989029999999998,7.19837384,0.25805300000000003,0.5518729,2780,3.1074943506979,33.00164753564099
co,2020-10-11,4.98357065,1.657916,0.0,0.196857,0.8269841999999998,819,2.9028266225648998,33.406862196158
ct,2020-10-11,3.46836848,2.219643,0.0,0.254882,0.5053622999999999,0,2.4978908551453,31.948918688309003
dc,2020-10-11,1.0,2.5979259999999997,0.0,0.275485,0.6060738,66,3.7953879287059995,35.486930840731
de,2020-10-11,3.95256917,3.7310790000000003,0.0,0.215989,0.5487533,132,2.4261083698259998,34.14222611666099
fl,2020-10-11,7.68822671,3.035547,15.57435784,0.26945399999999997,0.7584411,5570,2.2976805445778,32.200665499121
ga,2020-10-11,9.64791341,4.499381,22.88712378,0.384008,0.9506776,1140,1.9924996533913997,29.418283919908
hi,2020-10-11,0.0,3.971337,0.0,0.21834499999999998,0.4169451,101,2.4684746835972002,33.53188504788201
ia,2020-10-11,5.46712803,3.693765,0.0,0.22451300000000002,0.9552109000000001,901,2.3783996470038,30.680359703409
id,2020-10-11,13.85542169,2.893303,131.48098156,0.48820699999999995,1.6105883,365,2.6795087383605,34.245332134082005
il,2020-10-11,8.16730253,4.398319,19.34076076,1.0865129999999998,0.8408915000000001,2727,2.6469889365375,34.474717488163
in,2020-10-11,6.70748299,3.8747010000000004,11.08333461,0.41580600000000006,0.7048207,1570,2.3576681058905,31.009157850362
ks,2020-10-11,12.57009743,2.847536,27.44427515,0.33720100000000003,1.4820305,1625,2.3852396219458996,30.996769047698
ky,2020-10-11,6.80292406,3.123185,34.15740366,0.29754,0.9616515,847,2.2914160186259,29.609639173821993
la,2020-10-11,11.59006566,2.401636,18.03030233,0.26278,0.854979,1181,2.7924171498145,26.495663648913
ma,2020-10-11,2.78383364,1.261728,26.66176502,0.15373599999999998,0.443828,563,3.1828929246171,33.072870075328005
md,2020-10-11,4.69429151,1.938206,18.72371961,0.292646,0.46690529999999997,562,2.6089084450735003,34.1844777166
me,2020-10-11,1.64835165,1.363925,0.0,0.037197,0.3927927,25,2.8860710477977,30.672393976510996
mi,2020-10-11,7.30226912,2.424082,48.56867358,0.257966,0.7318225,0,2.9428975988425,33.421489545313
mn,2020-10-11,4.39914163,1.9014810000000002,0.0,0.657846,0.8761254,1440,2.7569784060959996,33.800116693106006
mo,2020-10-11,5.55877244,5.491403,23.267508399999997,0.561091,1.2027548000000001,256,2.6784787878875003,31.667775679248
ms,2020-10-11,7.99489653,4.451733,0.0,0.641146,1.3697812,294,2.4841994090547,26.127356664921003
nc,2020-10-11,8.71702018,4.621544999999999,11.2547517,0.275879,0.9003495,1719,2.414179692242,30.370944834264
ne,2020-10-11,6.99165148,2.6701900000000003,214.69978228,0.557269,0.9308757,495,2.7521455025810004,31.649488524497997
nh,2020-10-11,2.3137554,0.8535510000000001,0.0,0.05488099999999999,0.38052420000000003,51,2.8979921045031998,33.837920787304
nj,2020-10-11,4.44520431,1.7233490000000002,13.10268596,0.528884,0.3577712,751,3.1194267316796,33.935959620327004
nm,2020-10-11,3.57146185,3.490995,0.0,0.162009,0.39988029999999997,261,4.1979300471183,36.38680754103599
nv,2020-10-11,7.62155059,5.694715,0.0,0.320421,0.7235714,380,3.3974408934491005,34.241364972822
ny,2020-10-11,2.49544211,1.246695,0.0,0.273696,0.4396273,1143,3.9085207325694005,35.967770225996006
oh,2020-10-11,6.42276423,1.6219940000000002,5.4460582,0.286812,0.8944711999999999,1291,2.7977112671535997,32.647353673073
ok,2020-10-11,11.26758065,4.40227,0.0,0.550443,1.3952363,766,2.2631733292662,28.995685260871994
or,2020-10-11,2.19638243,0.7603479999999999,31.07570532,0.168442,0.6121269,331,3.0576434726407,35.364407846084006
pa,2020-10-11,3.86732534,1.32925,16.79489106,0.191823,0.6569811,984,2.783933561928,33.547523645755
ri,2020-10-11,8.28460039,0.5974430000000001,0.0,0.198201,0.725517,0,2.9555956171288997,32.263680282919
sc,2020-10-11,8.52947528,4.744311,0.0,0.226056,0.8109739,785,2.0094012554754,28.273565649177
sd,2020-10-11,7.60593596,4.840887,0.0,1.802085,1.5042103999999998,607,2.3937627807802992,31.240120239232
tn,2020-10-11,13.89506447,5.322636,53.37043212,0.4597,1.059612,2068,1.8885643213606,28.940941840566996
tx,2020-10-11,9.72981724,5.8453800000000005,12.953594699999998,0.591484,1.0657546999999998,2553,1.8930017320996997,29.656763111061004
ut,2020-10-11,5.11064278,5.207107,62.53477011,0.45869,0.9454662,1200,2.3311248650398997,32.427817398757
va,2020-10-11,5.11694017,2.642529,0.0,0.21062399999999998,0.7410227,811,2.1315609009523997,31.322110357413003
vt,2020-10-11,0.89285714,0.152097,0.0,0.071637,0.17935220000000002,11,3.0684930730264,32.452767299174
wa,2020-10-11,5.73343261,1.3356059999999998,0.0,0.15215399999999998,0.5628626999999999,0,2.4015013615757996,36.046211963832
wi,2020-10-11,1.29479073,5.910928,47.62782249,0.762321,1.0823171,2676,2.1959922590538006,33.928031553885
wv,2020-10-11,3.36311088,1.977337,0.0,0.207661,1.4777627,205,2.4208517638575002,30.276343841979
al,2020-10-12,11.35510926,5.29659,27.70820182,0.447557,1.1755191999999999,1100,8.1393316867019,23.160671299906998
ar,2020-10-12,9.31485758,6.745448,0.0,0.381343,0.9263011999999999,654,6.7808094195326,22.558046106646
az,2020-10-12,4.64880227,2.271686,0.0,0.34270700000000004,0.6140663000000001,475,5.0923038237713,30.257332595784003
ca,2020-10-12,2.79566047,1.7584549999999999,6.999013900000001,0.277408,0.5641562,2723,4.7291660901795,32.459864645942
co,2020-10-12,4.87404162,1.919918,29.67117901,0.240423,0.8570886000000001,576,5.3956063807828,30.048931919231997
ct,2020-10-12,3.65296804,2.502448,0.0,0.284384,0.5596701,1339,5.901319097007,30.397805665204995
dc,2020-10-12,1.05820106,2.569129,0.0,0.30383000000000004,0.5710156,38,5.0442236058479,38.38322101909
de,2020-10-12,3.47490347,3.5805849999999997,0.0,0.26339,0.4794884,159,5.0970571436598,32.07692099893
fl,2020-10-12,7.75156685,3.0294659999999998,10.03098199,0.305314,0.7452025999999999,1533,6.232615045950799,29.6896434145
ga,2020-10-12,9.7405395,4.763642,11.95641402,0.431105,1.0582052,902,6.8058648232624,26.773523337544002
hi,2020-10-12,0.0,4.724697,0.0,0.233969,0.5278443,42,3.438860832593,32.179271294397
ia,2020-10-12,5.76796309,3.7944949999999995,21.49034789,0.2422,0.9603581,510,9.277428830796602,25.049421819089996
id,2020-10-12,13.93034826,2.896199,40.36704592,0.548704,1.7739203000000001,597,6.5760817937097995,27.563520740051
il,2020-10-12,8.87633942,4.453382,14.76062971,1.2934889999999999,0.8340026,2740,5.5344520901065,31.502107735766
in,2020-10-12,6.56428377,4.323055,9.66439401,0.49898000000000003,0.6877709,1574,6.1921480854606,27.211988065672998
ks,2020-10-12,12.89201436,2.645619,73.90063398,0.384131,1.5198927,320,8.0221637961121,26.148413357377
ky,2020-10-12,6.82077409,2.894574,45.67929668,0.35029099999999996,1.0159396,638,7.1980711689242,27.80950758245
la,2020-10-12,12.01234914,2.493015,15.61686962,0.30685300000000004,0.9542036,60,8.2888963356338,24.185066753557
ma,2020-10-12,2.98354786,1.49686,15.972282,0.167447,0.41584440000000006,760,6.0756451899986,34.438946502218
md,2020-10-12,4.76047002,1.813708,8.34674181,0.339094,0.44187020000000005,504,5.6914654887439005,35.736313705543
me,2020-10-12,2.02898551,1.6348799999999999,0.0,0.041214999999999995,0.31711490000000003,32,7.4565377683567995,29.278928594982002
mi,2020-10-12,7.59790652,2.542207,15.03695812,0.300799,0.8023621,1900,6.246788193102299,30.121658807390002
mn,2020-10-12,4.933687,1.9116990000000003,20.46815501,0.736118,0.8780653,1171,5.9812235831502,30.469655962155002
mo,2020-10-12,5.88235294,5.741657,42.27478383,0.624628,1.1414601,216,7.3491958625649,27.276901320369003
ms,2020-10-12,8.06674691,4.548798000000001,0.0,0.672226,1.3461333999999998,296,7.6451123467098,21.579800666175
nc,2020-10-12,8.15850816,5.25897,5.14814497,0.31445700000000004,1.0214975,1276,5.687495891848901,27.630440460535
ne,2020-10-12,7.92442912,2.219941,0.0,0.595593,0.836784,457,8.540588349746498,24.35362347889
nh,2020-10-12,2.26979623,1.018597,0.0,0.072938,0.3815004,65,6.3990906917771,30.089268995784003
nj,2020-10-12,4.62023101,1.6796060000000002,11.475122099999998,0.546786,0.3392668,469,5.6719559141269,31.726904157946993
nm,2020-10-12,3.40138799,3.647972,0.0,0.181782,0.29705290000000006,379,5.149177564454401,31.916035972146002
nv,2020-10-12,8.30670927,5.826326,18.96731782,0.387036,0.7288235,569,5.192833717757299,32.22785774124699
ny,2020-10-12,2.67115871,1.332969,7.28026658,0.268181,0.46543270000000003,1029,6.2257519064733,33.805740621311
oh,2020-10-12,6.92647523,1.6471669999999998,14.95255067,0.323098,0.9421562,1430,6.706758994947,29.093947121698
ok,2020-10-12,12.11486216,4.461796,0.0,0.662464,1.2785661,797,5.890558138194799,24.152518308397
or,2020-10-12,1.69491525,0.793338,0.0,0.19414700000000001,0.6572413,212,4.850664547090001,32.963842735947
pa,2020-10-12,3.84157236,1.5061280000000001,4.40935115,0.21673800000000001,0.6689649000000001,1038,5.9574004138695,31.344606246234
ri,2020-10-12,8.67117117,0.551447,0.0,0.19639500000000001,0.6410941,0,4.7899052407482,31.627987724728996
sc,2020-10-12,8.96103896,4.604678,24.94524688,0.262533,0.7831670999999999,649,6.131323438454199,24.861145756885996
sd,2020-10-12,8.63093126,5.702095,171.11567419999997,2.15009,1.6861786,349,7.8814137553567,25.430004329223
tn,2020-10-12,15.03536391,5.443834,17.93841214,0.5295300000000001,1.0430221,2965,6.315972521588101,25.292243215637
tx,2020-10-12,10.01070027,5.97253,11.38937463,0.659157,1.0899302,2460,5.958827016014599,26.681429794567002
ut,2020-10-12,5.03896104,5.640688,38.00610002,0.48826099999999995,0.8964019,988,6.0149019260037,27.828225023471997
va,2020-10-12,5.3516029000000005,2.712977,11.62346485,0.233915,0.7686835,854,5.4720264625799,30.617879870539
vt,2020-10-12,0.48543689,0.15574100000000002,0.0,0.084596,0.14654720000000002,8,6.620044279158,29.418833875071005
wa,2020-10-12,4.96372661,1.5909520000000001,0.0,0.175405,0.5715074,0,5.0199154390979,34.71242424981
wi,2020-10-12,1.14613181,6.294556,31.078108399999998,0.868511,1.1333662,1956,6.4226791817378,30.363537777276
wv,2020-10-12,3.40909091,1.813879,0.0,0.25109000000000004,1.516828,149,6.729430490696401,27.125404317451
al,2020-10-13,10.90482838,5.477399,13.98791509,0.43307399999999996,1.0736469,882,8.9098963560605,22.84781844064
ar,2020-10-13,9.72408251,7.179282000000001,0.0,0.40974700000000003,0.9816994000000001,680,7.2437820788107,21.912250459461998
az,2020-10-13,5.58958652,2.377437,8.62995298,0.329308,0.6060403,684,5.9221131815725,30.988652841365997
ca,2020-10-13,2.74251202,1.652648,4.80790355,0.269042,0.5248878,3397,5.0019808291441,32.091728082531
co,2020-10-13,4.87935657,2.0163830000000003,9.97145631,0.22895100000000002,0.8047833000000001,1048,6.211602266483601,29.281383307035995
ct,2020-10-13,3.61920856,2.5574380000000003,0.0,0.29138200000000003,0.47755329999999996,320,6.3102196838383,29.961522297306004
dc,2020-10-13,0.57471264,2.28472,0.0,0.278111,0.43701270000000003,46,5.4162259417286,37.970302423412
de,2020-10-13,3.92156863,3.4946349999999997,0.0,0.233983,0.4166027,105,5.6555504339007,31.731654850811996
fl,2020-10-13,7.80043639,3.129734,12.64091459,0.299725,0.6739516,2725,6.628601365011401,28.936744253440004
ga,2020-10-13,10.00783928,4.765979,0.0,0.44100100000000003,1.0436475,993,6.8576884674132,25.778444608675
hi,2020-10-13,0.0,5.424472,0.0,0.238035,0.6805107,61,3.1751479422757,30.686957076140004
ia,2020-10-13,5.67628933,3.948293,22.47445022,0.270884,0.9116370999999999,969,9.329533760925802,23.948616740914
id,2020-10-13,15.54982818,3.047899,40.02561639,0.551238,2.1501246,584,7.04896607946,26.755191571653995
il,2020-10-13,9.10263761,4.505567,21.52773947,1.232213,0.8291229999999999,2853,5.6713904711154015,30.144809166356
in,2020-10-13,6.73778018,4.486013,30.35837189,0.5257970000000001,0.6763186,1549,6.1461443390929995,25.758153699447
ks,2020-10-13,12.7023933,2.682467,125.81410586,0.369415,1.519121,1203,7.7669890513028,24.426528632985995
ky,2020-10-13,6.76954094,2.775195,16.02487536,0.327734,0.7406997,761,6.6982511620925,25.795786144823996
la,2020-10-13,11.66713523,2.5256279999999998,0.0,0.306544,0.9717915000000001,682,7.660769920668599,22.814734980356
ma,2020-10-13,3.10332871,1.803364,0.0,0.171706,0.4175247,749,5.7053959974179,32.713404124971
md,2020-10-13,4.55254132,1.919412,0.0,0.32223,0.48450959999999993,482,5.1762206433207005,33.733934902070004
me,2020-10-13,2.1021021,1.9331880000000001,47.80114723,0.037125,0.5298474,28,6.4461071380412,27.732412363590004
mi,2020-10-13,7.54948327,2.560468,37.52341949,0.30657199999999996,0.8054629,1369,6.233789104720701,28.892981035112996
mn,2020-10-13,4.77189303,1.978552,32.2330233,0.714044,0.92955,1135,6.168451335222301,33.108376497996
mo,2020-10-13,6.07866508,5.709612,21.80395086,0.591497,1.1716263999999998,205,8.108044911957201,26.838157257341
ms,2020-10-13,8.28980822,4.379424,0.0,0.67,1.2268288,713,7.9372369793935,21.242415260744004
nc,2020-10-13,8.68920921,5.994596,18.68991814,0.307759,1.0069953999999999,1734,5.910650039079401,26.893696443584
ne,2020-10-13,7.97138527,2.0121029999999998,0.0,0.611329,1.0719627,704,9.4782873650203,23.974862033192
nh,2020-10-13,2.17892848,1.2073209999999999,0.0,0.068233,0.2925864,71,6.6937774384033,29.742221275139002
nj,2020-10-13,4.97987928,1.768115,14.25954703,0.541836,0.44532910000000003,988,6.096376724377099,31.566840156044
nm,2020-10-13,2.53166457,3.8229370000000005,0.0,0.195762,0.4908879,351,5.600287776614799,31.811230158504
nv,2020-10-13,7.33549083,5.723207,0.0,0.399003,0.6694774,487,5.386160069080099,31.673552643215004
ny,2020-10-13,2.51379522,1.4482549999999998,9.36112793,0.285691,0.5113469,1393,6.5143597597141,33.198226302802
oh,2020-10-13,7.05451214,1.69766,22.74231954,0.313654,0.8860391,1447,7.1081804262925,27.647420678263003
ok,2020-10-13,12.89971718,4.634073,38.16708548,0.646452,1.2727371,1309,7.160803119190899,22.677439996714998
or,2020-10-13,1.21703854,0.8347030000000001,0.0,0.184008,0.5717888000000001,313,5.2157416122045,31.680312817369998
pa,2020-10-13,3.93586006,1.544646,0.0,0.214799,0.6444331999999999,1832,6.2978774501387,30.221631674835
ri,2020-10-13,8.94677237,0.470807,0.0,0.192907,0.7955584,666,5.879318766905199,30.564040487492
sc,2020-10-13,9.31955985,4.737823000000001,63.59983996,0.27926999999999996,0.8997649,828,6.4465917780199,24.464096398503
sd,2020-10-13,11.3339371,6.415635,0.0,2.016875,1.8232720000000002,408,8.47340151487,25.260171402718
