geo_value,time_value,percent_covid_tests_positive_smoothed,covid_admissions,raw_search,percent_covid_visits,fb_illness,new_cases,full_time_work_prop,percent_home
ma,2020-07-24,2.30301275,1.686264,19.30273913,0.108054,0.2954328,282,4.466398392001801,29.106695626635
md,2020-07-24,7.28185813,2.8587029999999998,18.83884029,0.341933,0.5506969,930,4.0276639884496,32.155297914307
mi,2020-07-24,5.72673514,2.762093,26.61535289,0.169812,0.4553745,638,4.3882770723341995,25.520843800933996
mn,2020-07-24,6.84410646,1.297241,0.0,0.56403,0.3701566,767,3.9917168697182994,25.701499295136998
mo,2020-07-24,7.97011208,4.667082,9.19106678,0.32553200000000004,0.6181613,1575,4.5998435470853,25.074897018791997
ms,2020-07-24,14.37591296,8.581445,49.58974132,0.8960309999999999,1.1617684,1532,4.5945940845445,20.887336600096
nc,2020-07-24,9.42071387,5.162287999999999,4.68827499,0.311892,0.6450845000000001,2051,3.9688587712956003,24.852406109172
ne,2020-07-24,6.37522769,1.356763,0.0,0.172261,0.7326862,356,4.4644889883709995,22.013504257913
nh,2020-07-24,1.05263158,3.457408,0.0,0.024725,0.1189596,57,4.373410114008201,26.172750811180002
nj,2020-07-24,4.10566518,1.080054,9.43835295,0.64508,0.38951379999999997,458,4.1355101095275,29.32640706941
nv,2020-07-24,11.56310058,8.059249000000001,50.05310098,0.759722,0.8586116,966,4.3723333635468,30.999739108682
ny,2020-07-24,2.43225596,1.212815,8.63953399,0.320922,0.3713657,753,4.3184333482912995,30.297311401042997
oh,2020-07-24,7.322033900000001,2.639695,8.98794431,0.258723,0.6343171,1560,4.1205811727355,24.656934321318
ok,2020-07-24,9.31454877,5.3658220000000005,17.06286979,0.418649,1.2705011999999998,1147,3.9865199837938,21.628539575705
or,2020-07-24,4.24028269,2.37132,36.54247521,0.12421900000000001,0.4000061,391,3.9912492781393,28.395810748327
pa,2020-07-24,6.85224839,1.957907,15.63596821,0.129779,0.42642060000000004,1187,4.1554814486196,26.686309626903
ri,2020-07-24,4.01647786,0.44826099999999997,44.16173484,0.162548,0.5079260999999999,76,4.4165222216392,26.987655490989
sc,2020-07-24,11.67425968,13.514257999999998,22.59925387,0.566851,1.2558274,2001,3.8576976034861,22.599771099523
sd,2020-07-24,0.93457944,0.398117,0.0,0.400309,0.5218189999999999,58,4.322316735682199,22.092409055792
tn,2020-07-24,12.66055046,5.030239,23.790753100000003,0.535308,0.8769741,2091,4.181357004878201,23.622527514970002
tx,2020-07-24,12.54456268,11.227476,12.6712712,1.231258,1.1506453,7370,3.6663394680456998,25.793136316417996
ut,2020-07-24,11.38211382,2.883641,35.27863088,0.25455900000000004,0.7032033000000001,863,4.940091997831099,25.462961603737
va,2020-07-24,5.16540917,3.088307,23.65366118,0.203706,0.5278970000000001,1127,3.8622617422512002,28.280375723949998
vt,2020-07-24,10.20408163,0.106985,0.0,0.117699,0.2046312,8,4.6344391091,25.806345336272003
wa,2020-07-24,5.98768886,3.010681,6.65042883,0.23020900000000002,0.40836669999999997,815,3.7900040111975,29.269944884548
wv,2020-07-24,1.38504155,0.375899,0.0,0.143555,0.6931601,201,4.1379950631938,24.603754084560997
al,2020-07-25,12.0711338,13.517339000000002,68.28432964,0.644568,1.1391225,1393,2.7296820263775,23.730404458426
ar,2020-07-25,9.89795918,6.541347,102.81995654,0.411171,0.8384288000000001,732,2.3707883202681,24.524649602485002
az,2020-07-25,11.51264843,9.483361,16.64946673,0.724224,0.8517313,3740,3.5251877167344,34.74194157884799
ca,2020-07-25,5.97837609,5.741712000000001,12.92638475,0.614222,0.8325427,6267,2.9524414628486,32.527893494864
co,2020-07-25,3.06946688,1.3931,9.06753594,0.12206600000000001,0.6212260000000001,809,3.1689652957092003,28.427429619772997
ct,2020-07-25,2.1822542,0.467761,14.669074800000002,0.133145,0.2816748,0,2.8404419992739,28.280409458075003
fl,2020-07-25,10.02722323,11.802000999999999,19.78725429,0.841038,1.018154,12199,2.5647258870374996,33.083978123774
ga,2020-07-25,13.56362046,9.419599,16.12784192,0.715691,0.9858493,3768,2.3404295448172996,26.554215378276
ia,2020-07-25,7.03052729,4.422898,0.0,0.13485899999999998,0.9940143,452,2.2104335057325,22.825185586705
id,2020-07-25,12.41830065,5.858341,0.0,0.360617,1.0338180000000001,561,3.0570597412681,28.419634208136994
il,2020-07-25,5.1558753,3.986775,20.76845448,0.255812,0.5376575,1426,2.5844844580634,27.893962047985998
in,2020-07-25,6.91085003,2.531457,52.74096838,0.24798800000000001,0.5266584,922,2.2145672993655,27.464805572643996
ks,2020-07-25,7.96784941,1.4108100000000001,50.29862133,0.241025,0.7603013000000001,455,2.1944434405099997,24.464502178223
ky,2020-07-25,4.50433819,2.9464259999999998,29.93761427,0.21983699999999998,0.5910949000000001,832,2.1626940012233,26.633059100661
la,2020-07-25,15.27018158,5.866507,15.22904951,0.7472310000000001,1.3055702,0,2.5950580008197,24.420267075742004
ma,2020-07-25,2.66309708,1.7692580000000002,22.70659099,0.112456,0.3107837,184,3.2314647521774003,28.202872707117997
md,2020-07-25,7.27728984,2.893893,8.62995423,0.335902,0.5151777,1288,2.4935752732839997,30.911841808078
mi,2020-07-25,5.8056872,2.800748,6.08456791,0.170476,0.41454659999999993,550,2.9448289572038,27.569183169878997
mn,2020-07-25,6.85714286,1.292361,0.0,0.582811,0.42604849999999994,803,2.674208436212,27.191184002434
mo,2020-07-25,7.97237916,4.703392,20.59992235,0.329356,0.6745191999999999,1399,2.5943413737761,26.097161335011997
ms,2020-07-25,14.36347418,8.837,0.0,0.889732,1.2869668,1396,2.5454921578072,23.487293015263
nc,2020-07-25,9.40906483,5.051558,31.31773938,0.307578,0.6411821,1807,2.4686759002406,27.355748471231
ne,2020-07-25,6.29496403,1.347842,0.0,0.14816600000000002,0.7795274999999999,221,2.7390050852909,24.58561130345
nh,2020-07-25,1.05820106,3.745136,0.0,0.028599,0.2044777,40,2.8931902665337,27.789285110519003
nj,2020-07-25,3.91759541,1.168209,11.15460386,0.639777,0.36952820000000003,513,2.9333685864007997,29.321632413913
nv,2020-07-25,12.19191587,8.139986,0.0,0.758946,0.7450462,931,3.1691278068148,33.254715724289
ny,2020-07-25,2.5090789,1.1757469999999999,7.66354539,0.31092600000000004,0.38860520000000004,750,3.552089782811,31.250019729229
oh,2020-07-25,6.95113558,2.589037,22.71344313,0.267475,0.6486036999999999,1438,2.7051858377797995,28.715085352924003
ok,2020-07-25,9.60723719,5.236328,0.0,0.436881,1.2140495,965,2.3920706178092,23.803143867978
or,2020-07-25,4.28051002,2.227147,0.0,0.11282400000000001,0.4088114,388,2.9094975030332995,31.040043247219
pa,2020-07-25,6.12033195,2.06281,19.97761376,0.142059,0.4077515,823,2.8959594587441004,29.182057351658003
ri,2020-07-25,4.30210325,0.378035,0.0,0.159654,0.40570159999999994,0,3.4541327023524007,29.251279218640995
sc,2020-07-25,11.79791137,13.322000000000001,25.06779675,0.5482630000000001,1.2023881,1401,2.4866913221974998,25.930021464826
sd,2020-07-25,0.94043887,0.39366100000000004,0.0,0.42030200000000006,0.6190559,104,2.8964315749178,24.446434584105
tn,2020-07-25,13.08900524,5.199186,26.27485538,0.5353100000000001,0.8577271999999999,1718,2.3905930422732,26.508784927589996
tx,2020-07-25,12.35844814,11.245788000000001,12.45047533,1.174166,1.1084563,9872,2.3019080346051,28.066413795414004
ut,2020-07-25,11.71875,3.1444259999999997,0.0,0.283003,0.6561916,661,2.9369627775427,26.464157759814
va,2020-07-25,5.26524149,3.078029,29.61256968,0.197203,0.5513161999999999,1245,2.3130893472645,29.288236064807
vt,2020-07-25,10.21505376,0.107772,0.0,0.106859,0.28497940000000005,11,3.2329148349437,27.471209692070996
wa,2020-07-25,6.09137056,2.950214,0.0,0.23001,0.4394855,1025,2.4987811164242,30.578291381056
wi,2020-07-25,0.0,2.04366,10.36977399,0.22374899999999998,0.5985373,953,2.3330206607692,25.603973834298998
wv,2020-07-25,1.58730159,0.47638199999999997,46.25346901,0.126788,0.6378359,122,2.4701901418871004,26.595268319290998
al,2020-07-26,12.212641099999999,13.596903,75.76767188,0.682455,1.2008098,1760,1.9248705042879999,25.951501298104994
ar,2020-07-26,9.79695431,6.4008970000000005,25.91460207,0.46038599999999996,0.867975,642,3.2627958971088997,28.428056007943002
az,2020-07-26,11.66407465,9.09179,12.42616252,0.741611,0.810118,1973,3.3328141674001,36.782479914424
ca,2020-07-26,5.73083903,5.925244,9.95769406,0.634373,0.8262473,5836,4.2117049413847,37.692493867669
co,2020-07-26,3.41463415,1.398536,38.21601541,0.132931,0.5093025999999999,547,2.8291681467377003,32.302800031808
ct,2020-07-26,1.82285581,0.5298470000000001,28.63153911,0.130676,0.2608589,0,2.2796971002466,33.264397577595
fl,2020-07-26,10.02284844,11.722636,9.08057446,0.868067,0.9865058000000001,9344,1.7844892118753997,37.199295063408
ga,2020-07-26,13.31225852,9.840539999999999,19.09713411,0.743154,1.0488178,2765,1.671571619194,29.597066964319
ia,2020-07-26,7.01219512,4.634354,62.95577696,0.13714300000000001,0.9663396000000001,471,2.3141886180335,28.046738263715998
id,2020-07-26,12.33766234,5.5338519999999995,0.0,0.39474699999999996,1.0354241,352,2.5043047508718,31.726777301397995
il,2020-07-26,5.23364486,3.6914339999999997,12.59859704,0.264984,0.5830313,1541,2.2974036243869,30.941208703753997
in,2020-07-26,7.202797200000001,2.6701770000000002,10.24711596,0.268925,0.4889884,852,2.1748152830384995,30.432533499526
ks,2020-07-26,7.422857799999999,1.489926,0.0,0.250998,0.6390720999999999,281,2.4207523809012,29.375216420995
ky,2020-07-26,4.47873542,2.640978,15.01833117,0.239594,0.5245927,318,2.4267006473062,29.748341400721994
la,2020-07-26,15.27114967,5.861022,61.16531429,0.793209,1.2554906000000001,3840,2.9470781368127996,29.592220916972998
ma,2020-07-26,2.85947712,1.7330470000000002,0.0,0.120226,0.2526957,143,3.4933952085989,34.1112782523
md,2020-07-26,7.20720721,2.922261,8.53516376,0.358715,0.47003490000000003,694,2.9213702345996,36.286928142587996
mi,2020-07-26,5.71095571,2.839357,17.72884388,0.18354,0.44452349999999996,1037,2.8439041001512004,32.765789758241
mn,2020-07-26,6.89655172,1.233967,10.18252588,0.589906,0.46455470000000004,862,2.5063936350384,30.086113640146994
mo,2020-07-26,8.03797468,4.747618,30.63328122,0.354329,0.6950536,1126,2.2465067929249,28.903823835465005
ms,2020-07-26,14.29566352,9.329382,0.0,0.928316,1.2104293,1173,2.1840729481150003,26.723972262407997
nc,2020-07-26,8.92907601,5.001807,0.0,0.307979,0.6315984,1591,2.1960030010418996,30.431839944534005
ne,2020-07-26,6.73758865,1.3164770000000001,0.0,0.160462,0.7967713000000001,223,2.3319425307389,27.205714169975998
nh,2020-07-26,1.05820106,3.9032400000000003,0.0,0.032486,0.1878539,21,2.540085332594,32.009517995234
nj,2020-07-26,3.4838251000000002,1.176592,21.97833325,0.638089,0.3943195,505,2.5446986378121004,34.228809984612
nv,2020-07-26,12.17990808,7.942775,36.73985192,0.820491,0.6946249,1027,2.6893030055301,36.019488931274
ny,2020-07-26,2.52360795,1.147897,7.83783094,0.308423,0.3978886,536,3.401947774191,35.644561618124
oh,2020-07-26,7.40484429,2.754436,20.15303139,0.278049,0.6560865,889,2.4575892557192,31.861967555715005
ok,2020-07-26,9.73073387,5.016815,57.73091899999999,0.45588,1.0166268,1204,2.1074732766132,26.937945783292005
or,2020-07-26,4.35555556,2.153747,0.0,0.128027,0.3901643,266,2.5382180084329,33.196143857066
pa,2020-07-26,6.16509927,2.000861,8.89712326,0.147552,0.430612,630,2.4992476532166,32.405949896538
ri,2020-07-26,4.0,0.36182800000000004,0.0,0.15123599999999998,0.48071850000000005,0,2.7613929365035,31.320671260403003
sc,2020-07-26,11.98964922,13.428294000000001,25.18167548,0.540198,1.1392708999999999,1191,2.0176938772928,28.878296665561
sd,2020-07-26,0.91743119,0.400206,0.0,0.5046609999999999,0.5669335999999999,88,2.4190826617114,26.973271924253
tn,2020-07-26,13.03724928,5.832994,26.34515975,0.559141,0.8525638000000001,3140,1.9883156807217,28.478681472001
tx,2020-07-26,12.26324061,11.429373,9.7087189,1.161197,1.1002686000000002,3626,2.0474822200669998,31.785000297381
ut,2020-07-26,11.53846154,3.364959,38.30257293,0.332345,0.6905085,350,2.6270553057887,34.695152388023
va,2020-07-26,5.06480558,3.23863,15.11310537,0.214185,0.5149005999999999,958,2.3372690200667003,32.995185145424
vt,2020-07-26,10.84337349,0.111419,0.0,0.104057,0.3775345,4,3.1758675577317,33.243680743827
wa,2020-07-26,6.1132922,2.8179119999999998,18.68032144,0.249487,0.4463689,786,2.6038195570552998,34.353642535173
wi,2020-07-26,0.0,2.2640700000000002,19.83527339,0.237395,0.5941574000000001,957,2.4124474606093003,31.697485984234003
wv,2020-07-26,1.55440415,0.61336,0.0,0.126617,0.6634397,114,2.668518106044,30.202809723944
wy,2020-07-26,2.22222222,0.492839,0.0,0.16914,1.049186,29,2.8510268466991,30.906515313652
al,2020-07-27,12.21911015,13.610145000000001,24.48458086,0.755845,1.1477294,1308,5.1435514606237,22.910220602421997
ar,2020-07-27,9.87452264,6.348311,0.0,0.48072600000000004,0.8218385,824,5.478988185314299,24.623779254163
az,2020-07-27,10.79213184,8.780973,14.69170552,0.769371,0.7691028,1813,5.2778129826449005,35.410540233222
ca,2020-07-27,5.47358401,5.931081,10.96337369,0.6876,0.8278409,5833,5.336107919081099,36.088596888032
co,2020-07-27,2.94599018,1.4530100000000001,8.07535167,0.136269,0.5106507,229,5.029799623789401,30.680564807806
ct,2020-07-27,1.5596745,0.6356569999999999,37.5083386,0.124214,0.27238870000000004,207,4.488112599700001,30.578573141880998
dc,2020-07-27,1.66666667,1.32971,104.90977759,0.511339,0.2477764,78,4.3961589402526,39.362177350347
fl,2020-07-27,10.45029737,11.870877,20.95701665,0.948177,1.0333476000000001,8892,4.6056891536807,32.481421140217
ga,2020-07-27,13.45821588,9.983103999999999,16.97211337,0.797523,1.1103659,2890,4.8432083987933,28.558772922551
ia,2020-07-27,9.52879581,4.512274,47.17488652,0.133479,0.9503939,339,4.1636114087594995,24.196400619654
id,2020-07-27,6.56934307,5.393716,69.73823234,0.46474899999999997,0.8949655999999999,514,4.5848795270633,28.182179837849
il,2020-07-27,5.28224892,3.674544,14.52178222,0.284206,0.590561,1231,3.8857715629375,29.484430456835
in,2020-07-27,7.10659898,2.885153,39.51173983,0.304373,0.4863012,535,4.195813286358,26.751868941312
ks,2020-07-27,7.84678453,1.5873270000000002,21.17148143,0.260995,0.5554292,514,4.0028208714948,25.410396242603
ky,2020-07-27,4.59117154,2.332999,13.55177129,0.260267,0.4550925,504,4.178931108208,26.031931657606002
la,2020-07-27,15.4109589,5.630679,0.0,0.8726780000000001,1.2640396,2343,4.9013317617789,24.966518819429005
ma,2020-07-27,2.85190999,1.706522,12.70644752,0.12978199999999998,0.2682518,385,4.202359418883899,31.954602137654998
md,2020-07-27,7.0441989000000005,3.145437,7.44321314,0.386891,0.4449495,1128,3.9753715307277995,34.627466376224
mi,2020-07-27,6.44537544,2.895845,15.31314975,0.205459,0.5316731,510,4.479913835095201,29.756453354956
mn,2020-07-27,7.5,1.084066,26.92192142,0.598871,0.44249209999999994,650,4.428094950750499,29.464498202253996
mo,2020-07-27,7.64872521,4.629565,17.87727499,0.38909499999999997,0.7166091,1329,5.1436240615274,27.30577044348
ms,2020-07-27,14.35591656,9.859264999999999,24.45177168,0.9734200000000001,1.2796039,627,5.4434062255368,23.311071918069
nc,2020-07-27,9.33295964,5.015803,18.57965601,0.31306300000000004,0.6394829000000001,2049,4.61620828335,29.569457960596
ne,2020-07-27,6.91927512,1.2736,55.88202857,0.163733,0.8172383000000001,281,5.0846760072638,25.914549252553996
nh,2020-07-27,1.31578947,3.872515,0.0,0.043572,0.2667683,5,5.031076306861901,30.668585202107003
nj,2020-07-27,3.45696795,1.269037,14.46039421,0.6433439999999999,0.35688400000000003,449,4.683254415135099,31.934055241675
nv,2020-07-27,12.69389047,7.717378999999999,0.0,0.93427,0.7185590999999999,988,4.667108457218401,33.873198795602
ny,2020-07-27,2.93349716,1.141466,8.86183701,0.320804,0.3941037,608,4.7019639162032005,33.278904413977
oh,2020-07-27,7.50167448,2.796004,10.107825300000002,0.306279,0.6838334,1104,4.7478597485681995,28.896823202955996
ok,2020-07-27,9.41573991,4.910197,0.0,0.522946,0.9097523000000001,1400,4.896350568002599,24.084490702967997
or,2020-07-27,4.55373406,2.048204,23.78908158,0.14494100000000001,0.4616438,330,4.561320446433,31.938238394219
pa,2020-07-27,6.07329843,2.185174,0.0,0.156566,0.4387429,1250,4.7270534871523,30.854052118290003
ri,2020-07-27,4.33212996,0.44630299999999995,0.0,0.14064400000000002,0.5528177,291,4.9864049698483,30.174606172222994
sc,2020-07-27,12.18920558,13.393075,45.35815819,0.568389,1.0772416,1218,4.749588860368701,28.119934168934
sd,2020-07-27,0.79787234,0.412999,0.0,0.627083,0.45920020000000006,47,4.828719547880901,24.816975908275
tn,2020-07-27,13.32036947,6.344811,26.22198766,0.6090300000000001,0.8722813,2553,4.8641027540853,26.385011922251
tx,2020-07-27,11.97710199,11.809308999999999,20.6524018,1.185296,1.0526029,6227,4.1777881971538,29.214477495087
ut,2020-07-27,9.84848485,3.565428,0.0,0.386488,0.6719954,436,5.250435193744201,28.200247728326
va,2020-07-27,5.20169851,3.484783,20.71115457,0.23999299999999998,0.5177452,1505,4.36960433466,32.010569234462
vt,2020-07-27,0.0,0.11523399999999999,0.0,0.10436500000000001,0.4306649,2,4.66021112452,30.013489925618998
wa,2020-07-27,6.14371914,2.516398,0.0,0.28988600000000003,0.42754549999999997,686,4.0377403160971,32.178161335609005
wv,2020-07-27,1.72413793,0.803338,0.0,0.12068699999999999,0.6379795,110,4.6167392869518,26.994191944922
wy,2020-07-27,4.56852792,0.7275119999999999,310.94527363,0.22223400000000001,0.8322004999999999,45,4.5568076364838,28.062656481015004
al,2020-07-28,12.02887782,12.937269,37.22108773,0.7558,1.0979780000000001,1442,5.048680317387,22.216377185264
ar,2020-07-28,10.15402168,6.0877,22.46874072,0.46665200000000007,0.8009615,734,5.1082669591503,22.485398823553
az,2020-07-28,10.551431599999999,9.049043,21.7943332,0.6915479999999999,0.7072069999999999,2107,5.117058458020299,33.598915324691994
ca,2020-07-28,5.33102898,6.164948000000001,16.00290555,0.647147,0.8677366,12641,4.990432019619999,34.116143765898
co,2020-07-28,2.53565769,1.264351,0.0,0.13431099999999999,0.46978339999999996,749,5.1529979194248,29.424455496367997
ct,2020-07-28,1.65325212,0.595936,0.0,0.121333,0.299198,94,4.2302330509041,33.53168726979
dc,2020-07-28,0.0,1.165286,0.0,0.529266,0.25340389999999996,87,4.3345888552425,41.86172893550301
fl,2020-07-28,10.69465649,11.797558,11.65780128,0.862524,0.9871562,9230,5.0278463056559,31.069633982632
ga,2020-07-28,13.7368712,10.528855,19.63989678,0.7253149999999999,1.1604370000000002,4209,5.233746950643701,27.175482136128
ia,2020-07-28,8.76132931,4.532843,19.13359725,0.121652,0.9105476999999998,232,5.460599368723201,24.454193491044
id,2020-07-28,7.53424658,5.466905000000001,34.78876313,0.511428,0.8354584,528,5.3496766889258005,27.875175635241
il,2020-07-28,5.34934498,3.4832660000000004,12.74451135,0.274333,0.5335776,1074,4.8195664216433,28.555271336424
in,2020-07-28,6.67351129,3.3948169999999998,9.05722905,0.30279,0.5341173,771,5.4869699754222,26.006388127964
ks,2020-07-28,9.38446014,1.571593,0.0,0.23947800000000002,0.5591871999999999,254,5.1052363744886,24.908953311587
ky,2020-07-28,4.74692329,2.333586,0.0,0.235762,0.5404346999999999,525,5.2060349549642,25.621487527226
la,2020-07-28,15.71009636,5.443142,0.0,0.793198,1.2877261999999998,1121,5.8446316263342,24.478940619648
ma,2020-07-28,2.83196979,1.8314080000000001,0.0,0.12471099999999999,0.2397875,356,4.482385745038299,33.116093404253
md,2020-07-28,7.29824561,3.219616,43.09155108,0.365767,0.4250639,648,4.0469566831846,37.24087482969401
mi,2020-07-28,6.6688041,2.658817,15.58390716,0.201482,0.5475871999999999,783,4.4491169314099,27.076465092224
mn,2020-07-28,6.47482014,0.851356,0.0,0.609316,0.4687151,478,4.245630977021799,27.088398175307997
mo,2020-07-28,7.6534296,4.427422,27.46737401,0.400566,0.7207406,1692,4.927866343259598,24.237909903724
ms,2020-07-28,14.34182113,10.816025,98.7988846,0.954788,1.286678,1304,5.3564975857376,22.009393316909
nc,2020-07-28,9.72067039,5.099058,18.84224943,0.313623,0.6684485,1608,4.5719121309255,28.888721225487004
ne,2020-07-28,6.60377358,1.1729,28.36962837,0.14391099999999998,0.7107182,258,4.842920170343401,23.826004105865
nh,2020-07-28,1.42857143,3.6702800000000004,35.85430849,0.030061,0.2875968,59,4.623918126510099,30.839060532267
nj,2020-07-28,4.11103303,1.3833,14.40002738,0.621444,0.36765440000000005,483,3.5503229712162994,36.467085912866
nv,2020-07-28,12.95055821,7.547746000000001,33.79629364,0.914065,0.6253628999999999,1105,4.411758892623499,32.231522744740005
ny,2020-07-28,2.86638927,1.092894,9.56228967,0.330314,0.4040797,534,4.603110965622199,36.967666792152
oh,2020-07-28,7.08140304,2.696643,18.45392753,0.27618200000000004,0.6590823,1320,5.037410930775101,27.902362609153997
ok,2020-07-28,9.04047668,4.901016,16.67857358,0.481559,1.0634417,1090,5.1527766072214005,23.658126218207002
or,2020-07-28,4.81283422,1.923036,11.76391119,0.130906,0.4330847,320,4.605973155643199,31.416957783458
pa,2020-07-28,6.0832444,2.2601310000000003,3.96678111,0.151455,0.3726812,1088,4.5104210623362,32.763142428791
ri,2020-07-28,4.68468468,0.524012,127.56661639,0.14519100000000001,0.4939262,210,4.533026982912,31.300850999586
sc,2020-07-28,12.86493423,13.150070999999999,0.0,0.5350239999999999,0.9432369,1692,4.7980353542917,25.517403960398
sd,2020-07-28,0.52910053,0.412529,0.0,0.578099,0.4015344,48,4.8454421690499005,24.295022700596
tn,2020-07-28,14.49140734,6.949022,46.79064438,0.566178,0.7936293000000001,2555,5.103474465306499,25.402903917708
tx,2020-07-28,11.80649286,11.237759,15.85355914,1.143263,0.9967639000000001,8170,4.3585743108249995,28.255895648143998
ut,2020-07-28,12.19512195,3.7842239999999996,0.0,0.34415999999999997,0.5829802,446,5.552458577094,27.722950321832002
va,2020-07-28,5.32077951,3.5253980000000005,24.97765094,0.22486599999999998,0.5025642,922,3.9616772782713,32.899875087307
vt,2020-07-28,0.0,0.11738299999999999,0.0,0.099359,0.4842583,3,5.0246213599359,32.557256192931
wa,2020-07-28,6.75,2.319561,28.93859761,0.26284,0.454531,884,4.297126113907799,31.448505218563
wv,2020-07-28,1.90930788,1.106848,81.92890086,0.100775,0.5290918000000001,121,4.9983817076068,26.402001205227997
wy,2020-07-28,4.60829493,0.893942,217.01388889,0.182126,0.8864928,69,4.604805183569001,26.406349340059
al,2020-07-29,12.12751564,12.552319,36.950062100000004,0.7078260000000001,1.0805081,1954,5.273512361938,22.490973468777
ar,2020-07-29,9.75757576,5.956195,22.21474506,0.45485699999999996,0.7280506,787,4.5304544090924,21.689735560791
az,2020-07-29,10.01076426,8.490223,47.37869097,0.665403,0.7600403,2339,3.9899622743964995,31.497793367996994
ca,2020-07-29,5.00795462,5.875859999999999,12.14242332,0.615563,0.8687958,14151,4.7369273342078,33.245170890988
co,2020-07-29,2.08333333,1.073447,28.3741772,0.12108599999999999,0.45746909999999996,482,5.1554762613423,29.133664699418997
ct,2020-07-29,1.58018364,0.598773,37.52081958,0.11313,0.2187407,463,4.3118538209496995,25.720453936174
dc,2020-07-29,0.84033613,1.2178309999999999,0.0,0.5192979999999999,0.12181610000000001,54,4.876977943675899,37.664691486945
fl,2020-07-29,10.63616759,11.636285,10.89050751,0.785404,0.9574816999999999,9446,5.2320370378101,30.832606804511
ga,2020-07-29,12.98809967,10.363022,20.87091017,0.70955,1.2380831,3271,5.486187329576,26.866113376801003
ia,2020-07-29,9.3373494,4.52666,0.0,0.11474300000000001,0.8775109,695,5.0466896451127,24.73807772908
id,2020-07-29,7.09219858,5.468138,0.0,0.480678,0.9874495999999999,454,5.3649840627189,27.354505546273
il,2020-07-29,5.19832985,3.412126,16.50284808,0.262918,0.5824638000000001,1395,4.5441691448378,28.064440284233
in,2020-07-29,6.97757209,3.765745,18.23784054,0.275348,0.5622943,621,5.1892143172501,25.219313442136
ks,2020-07-29,9.14454277,1.619903,0.0,0.24412199999999998,0.49458209999999997,533,4.722320610264799,25.469145077508
ky,2020-07-29,4.85811782,2.416475,41.03303109,0.21866100000000002,0.5388101,616,4.949764154111099,25.380588010883
la,2020-07-29,15.91050342,5.433459,47.33968481,0.740222,1.2389419,1735,5.718175552345599,24.826645034568998
ma,2020-07-29,2.52729726,2.0905139999999998,25.58531902,0.12428,0.2666991,351,4.5473213706517,30.770029724759993
md,2020-07-29,6.77847659,3.087354,38.50101784,0.357012,0.4033988,761,4.4694861151462995,32.401445459091995
mi,2020-07-29,6.56094527,2.394995,10.48357663,0.202076,0.5656821999999999,1013,4.5174890946346995,26.776621128326
mn,2020-07-29,6.58362989,0.610992,36.29328354,0.5522819999999999,0.4469849,666,4.1391897309527,27.388357623362005
mo,2020-07-29,7.43193525,4.392539,18.0238257,0.380337,0.7466664000000001,1761,4.771561135948001,25.110099034033002
ms,2020-07-29,14.56593167,11.490909,0.0,0.872151,1.2734668,1719,5.302809835105,21.864382515545
nc,2020-07-29,9.81628736,5.110715,21.13445413,0.306844,0.6847696999999999,2364,5.161212699216099,27.61688959907
ne,2020-07-29,7.09677419,1.004037,0.0,0.14668699999999998,0.6394776999999999,265,4.8084063232789,24.262367046707002
nh,2020-07-29,0.84033613,3.3671879999999996,0.0,0.027736,0.2885705,13,4.672628364804201,28.045412505370997
nj,2020-07-29,4.05310971,1.3425200000000002,14.42057388,0.611233,0.3949158,305,4.256341767010201,28.358359170897995
nv,2020-07-29,13.63348129,7.636355,0.0,0.83611,0.8241849,870,4.4923055551527,32.243386142348996
ny,2020-07-29,3.01610542,1.0297610000000001,8.70562531,0.319841,0.4169772,715,4.9606905661489,31.752227931722
oh,2020-07-29,6.45780051,2.566602,18.06902377,0.249987,0.6001681999999999,1396,5.2622079781145,27.005297995307004
ok,2020-07-29,8.99295483,4.8615129999999995,0.0,0.436625,1.0153793,848,5.367705544976401,24.101544635565
or,2020-07-29,4.24242424,1.8007540000000002,0.0,0.12598399999999998,0.44519140000000007,313,4.990601844674599,31.481531860626
pa,2020-07-29,5.81005587,2.119733,16.06198376,0.152205,0.36895279999999997,856,5.1651726443984005,29.468210947975997
ri,2020-07-29,4.50530035,0.603413,0.0,0.137639,0.4846317,75,5.1393577113784,28.798874358629
sc,2020-07-29,14.06882591,13.014625,22.65946097,0.5121600000000001,0.9485925999999999,1737,5.327493465420299,25.900021529236998
sd,2020-07-29,0.98522167,0.41816899999999996,0.0,0.550967,0.5432852,146,5.274578681800401,25.488921584289997
tn,2020-07-29,15.5473781,6.744327,30.31015324,0.5264439999999999,0.8217208,1778,5.5376785902723,25.677008124976002
tx,2020-07-29,11.65620951,11.453128999999999,9.03599131,1.078147,1.0159232,10575,4.8953231632517,28.68887394199
ut,2020-07-29,12.0,4.0758339999999995,0.0,0.28212600000000004,0.5773754,339,6.089846411853901,28.272263922465
va,2020-07-29,5.22122038,3.4756720000000003,25.58178481,0.222109,0.45859809999999995,999,5.221424152113499,30.846238332953003
vt,2020-07-29,0.0,0.12039000000000001,0.0,0.103197,0.4061651,1,5.378486453324999,30.925006234665002
wa,2020-07-29,6.93897638,2.208934,6.53787886,0.250386,0.43806720000000005,780,4.706874120458099,32.57557558818
wi,2020-07-29,1.81818182,3.012525,27.85372705,0.220867,0.6307996,870,5.266746982490701,27.606988491461998
